author,rating,title,content,votes,date
filipeoconde,1,Worst app possible,"This is one of the worst apps on the ipad at all. Adobe simply doesn’t seem to care. They have it just for show, it’s practically unusable, bears almost no relation to the computer app. It’s the lightest lite app you can think about, and even then, it crashes all the time… You’d be better off using Fresco, but realistically, Affinity does the job way better! Adobe is paving the way for everyone else on the iPad, I think they took the losses with Procreate and gave up.",0,2025-11-04T05:36:54-07:00
Graupatrizia,2,iPad,Does not work well on iPad,0,2025-10-03T16:17:57-07:00
Rayyyyyyybragaaa,1,Conta gotas,Qual a dificuldade de ajeitar esse problema do conta gotas? E das imagens que só dá pra subir quando você fecha o aplicativo ?,0,2025-09-30T08:31:35-07:00
MeLikesTai,2,Can’t find how to measure lines,"I really like illustrator for iPad, but I cannot find how to measure curved lines, which is pretty easy and simple on Mac, but not on iPad. I really need this in order to work and it’s frustrating that I cannot find it easily",0,2025-08-18T08:49:42-07:00
Moxikaaaaa,1,Zero produtividade,Horrível sem condições de fazer o básico,0,2025-06-19T18:09:30-07:00
erinn4657,1,O Illustrator travando,"Após a atualização do IpadAir não consigo usar o Ilustrator, dificultando a conclusão dos projetos e eu paguei a adobe.",0,2025-04-24T15:06:11-07:00
andreikmelo,2,Limitado,"As limitações em relação à versão de Desktop parecem propositais, talvez para tornar a versão de Ipad mais como um acessório. Isso me parece uma estratégia plausível? Com a existência do app Affinity Designer para ipad, a resposta é: um vergonhoso Não.",0,2025-04-17T09:09:52-07:00
PODEROSA ESTRELA,4,"Ótimo, mas não há algo que eu não gostei","Muito bom mas eu não sei de o porque eu não conseguir por as fotos do file, mas de resto é muito bom👍🏻🙂",0,2025-01-12T08:01:35-07:00
Avaliação que vale a pena ler,1,Isso não vale a pena,"Eu baixei esse app pensando que fosse uma plataforma comum, mas eu fiz o login e descobri que era pago. Existem apps melhores que são DE GRAÇA",0,2024-11-13T05:18:23-07:00
andrem15,4,Muito bom porém incompleto,"Falta muitas funções que tem no computador, pelo menos para o IPad com M1 em diante, por ja ter o mesmo processador que os MacBooks.
Uma sugestão de função que seria muito útil para mim e talvez para outras pessoas é habilitar o uso do IPad como mesa digitalizadora para um computador próximo ou conectado no cabo. Seria útil pra quem tem o iPad mas não tem MacBook pra espelhar a tela.",0,2024-11-11T15:09:29-07:00
Urmyworld,5,We need InDesign for iPad,"Please, make InDesign compatible with iPad!",0,2024-10-09T10:28:07-07:00
Isablla.b,1,Versão iPad,"A versão p iPad é ruim, incompleta",0,2024-09-19T10:04:07-07:00
Betina Voss,1,Falhas durante o uso,"Olá, boa noite. Sou designer e adquiro novas ferramentas para aprimorar meu trabalho. O app fica fechando durante o uso no iPad. Está novo e tem memória suficiente para suportar os arquivos, mesmo assim apresenta bug",0,2024-08-19T21:20:25-07:00
Carolina Serrão,1,Aplicativo parou,"O app nica fechando toda hora, não consigo finalizar um trabalho",0,2024-05-07T15:19:49-07:00
Charrao.Rodrigo,5,Excelente Mas Pode Melhorar!,A integração IPad / Desktop não tem igual…,0,2024-01-29T10:48:56-07:00
Tatianahlah,1,Cobrança depois do cancelamento,"Eu instalei o programa e logo que testei não me adaptei, cancelei a assinatura, mas mesmo assim cobrou a assinatura. Já enviei e-mail para vocês avisando, mas até agora ninguém me retornou.",0,2024-01-28T15:49:15-07:00
Carolina Aleixo,1,Muito ruim,"App esta fechando sozinho no iPad 10, pagar assinatura de 40 reais por mês em um app que não funciona? Confia.",0,2024-01-09T19:14:31-07:00
artemcmaia,1,Trash app ou app lixo,"Não serve para trabalho, não exporta ou salva a imagem vetorizadas só salva ou envia em jpeg.
E impossível cancelar a assinatura, vc compra e não pode cancelar.. É golpe… app lixo incancelável, quero o reembolso do que foi pago!",0,2023-12-21T04:34:56-07:00
TivsGo,1,Fecha quando utilizo a Pencil 2ª gen,Infelizmente não consegui testar o app. Abro um documento novo e ele fecha quando utilizo a Apple Pencil 2. Espero que resolvam logo.,0,2023-12-09T16:19:12-07:00
Pedagoga ilustradora,5,App horrível,Toda vez que toco uma ferramenta com a Apple Pencil ele fecha por isso cancelei a assinatura.,1,2023-12-08T11:27:41-07:00
difacin,1,O Illustrator fechando,"Após a atualização do iPad o programa fecha sozinho ,perdendo o trabalho ,a mais de 30 dias e não sai atualização para o programa ,toda a vez que aproxima a Apple Pencil 2º geração ,mesmo sendo pagando os programas não resolvem o problema .",1,2023-12-04T11:20:41-07:00
Magun Tena,3,Bugs/crashes,"Depois da ultima atualização, sempre fecha sozinho quando a apple pencil encosta em qualquer atalho nas laterais.
Mexi nas configurações e não adiantou, também reiniciei meu iPad m2.",0,2023-11-28T08:20:05-07:00
muito diverto,5,Aplicativo fecha sozinho,"Após a atualização mais recente o aplicativo está fechando sozinho, impossível trabalhar.",0,2023-11-22T18:50:45-07:00
Goliveirab,2,App is crashing when I select any tool,I have an iPad Pro m2 and the App is crashing when I select any tool,3,2023-11-15T07:44:14-07:00
Vinikstro,1,Fechando sozinho,"2023 e o App continua fechando sozinho, arruma isso",3,2023-11-14T15:58:03-07:00
Carolina Corrales,2,Bug,"Tenho IPad 12.9, e o app fica fechando toda hora! E o pior, completamente diferente do desktop, deixa a desejar demais nesse quesito. Deveria ter as mesmas funções de um computador ou notebook.",0,2023-11-14T12:39:04-07:00
Vini360,1,Travando,Trava quando usa a caneta!,1,2023-11-14T00:07:42-07:00
Julie Aires,2,Travamentos,"Tem travado e fecha do nada, fazendo perder um trabalho que não foi salvo…",1,2023-10-23T16:44:56-07:00
JoaoRochaDesigner,2,Crashes all the time,"Used to be good, now crashes constantly. Does not remember settings for brushes. Fails to save documents.

I’m actively looking for something else.
For context: I’ve used adobe creative tools for more than 20 years.",0,2023-10-04T07:11:26-07:00
GodieGoX,1,Péssimo,"O Illustrator no iPad é horrível, falta muitos recursos importantes da versão de pc, atualmente estou usando o afinity designer 2 e esse sim é perfeito para iPad.

Meu iPad é um Air 5 chip M1",0,2023-09-14T19:50:47-07:00
hanna guimel,2,Crash direto,O aplicativo vive fechando sozinho,1,2023-09-06T12:29:01-07:00
Andercius23,1,"Não é grátis, it’s not free","O app pesa quase 1GB, a gente gasta tempo baixando pra o app dizer que só o primeiro mês é grátis. Não recomendo o app.",0,2023-08-26T21:14:47-07:00
Lacerda Maria,5,Que tistreza,"O App fica fechando sozinho fazendo com que eu tenha a obrigação de refazer o trabalho novamente, pelo app ser pago deveria ter uma eficiência melhor. Uso pelo iPad e ficaria muito melhor se tivesse as mesmas opções que no computador.",0,2023-06-22T08:42:44-07:00
Tai Rave,4,"Adoro o app, mas nao esta salvando pdf","Ele é bem util e cada dia mais completo, mas nessa ultima atualização nao esta salvando em pdf",0,2023-06-06T08:40:41-07:00
Nayara.SN,4,Carência de idiomas,Coloquem linguagens em português e espanhol.,0,2023-05-31T20:18:46-07:00
bianca lcm,2,Poucos recursos,"Adquiri com a intenção de trabalhar só no iPad de onde quiser, mas o App é muito limitado em funções… a conta sai cara no fim das contas… designer sofre assim.",0,2023-04-18T12:09:09-07:00
Tiago Pixel,1,Assinatura obrigatória,"Cada vez mais absurdo essa Adobe, além de um software móbile querem já obrigar logo de começo a assinatura. Mais ridículo, impossível.",0,2023-04-10T11:08:24-07:00
rodths,1,TRAVA E VC PERDE TUDO,Melhorem este app,0,2023-03-07T10:20:32-07:00
bruno kremer,1,It’s a paid app,"Should not be listed as a free app, it isn’t.",1,2023-02-26T15:28:42-07:00
xr...luca,1,Assinatura obrigatória,Só estou conseguindo entrar no app fazendo assinatura. E 40 reais no mês é um absurdo!,0,2023-02-21T04:42:38-07:00
Éricky Hendricky,1,Smarth KeyBoard,"Peço encarecidamente que as funções do teclado, e trackpad do Smarth KeyBoard sejam padronizadas, assim como no aplicativo do photoshop. Seria muito bom ter os atalhos, gestos e funcionalidades presentes no illustrator tmb.",0,2023-02-09T10:57:41-07:00
fspolti,1,Subscription is mandatory,"You can’t get the app without paying.

This is awesome, thank you for making ado e products very hard to getting started and unaccessible.",0,2023-01-16T15:42:51-07:00
mimi7601,1,Não abre,"Depois de atualizar, o app não abre mais!!!",1,2023-01-15T13:13:50-07:00
