author,rating,title,content,votes,date
edubpersonal,1,Cobrança.,"CUIDADO, Eles oferecem 3 Dias grátis, mas assim que você coloca a opção é cobrado na hora o valor do plano.",0,2025-05-26T08:52:16-07:00
Jairo Barcar,5,Maravilhosos,Vocês são os melhores amei fazer logotipo aqui,0,2024-06-10T18:44:02-07:00
vivirmviana,4,Bom,Bom,0,2024-05-13T14:18:43-07:00
@valenteluan,1,É pago,Tu baixa gratuito mas pra usar tem que assinar!!,0,2024-05-13T13:44:34-07:00
JrVitorio85,3,Poucas opções de edição,🥴,0,2024-05-05T16:08:40-07:00
Ignacio Aspiazú,1,Não consegui usar.,Não consegui usar,0,2024-05-02T07:38:15-07:00
W9c12kjx,1,ROUBADO,"Cuidado, este app pode te roubar! Diz que tem 3 dias para experimentar gratis, porem assim que fiz a assinatura ja cancelei e o valor mesmo assim foi cobrado, a apple tambem não quis reembolsar. Portanto cuidado, eles podem te ROUBAR",0,2024-04-28T19:26:41-07:00
Biaccruz,5,Amei,Muito legal e fácil,0,2024-04-26T12:37:37-07:00
igorrrrrrrrrrrrrrrrrrrrrrrrrrr,3,não vale a pena,"você faz uma assinatura de 147,90 e é limitado a 5 logos por dia",0,2024-04-04T15:38:32-07:00
letilms,1,Cobrança irregular,Cobraram do meu cartão sem eu ter assinado,0,2024-03-13T09:13:57-07:00
@jwill.ratto,5,Muito bom,Fiz o uso da IA presente no app e gostei do resultado.,0,2024-02-27T05:13:14-07:00
bemonky,2,5 logos por dia????,"Esse app é pago com 3 dias grátis de assinatura. 

Como assim você paga pra ter a geração de logos limitada em 5 por dia?",0,2024-02-18T05:14:50-07:00
RhalfMatos,5,Muito bom,Top,0,2024-02-13T02:28:38-07:00
Alpianca,5,Drix,Ótimo,0,2024-02-10T04:44:24-07:00
Logotipo roxo,5,Top,Muito bom,0,2024-02-08T15:45:39-07:00
My_santos,1,Avaliação,"Odiei o app,pois não tem muitas coisas legais,as formas tinha que pagar,a letra não aparecia,fora o tanto de vezes que apareceu coisas pra pagar coloquei 1 estrela porque não tem como dar nenhuma…não recomendo",0,2024-01-05T18:50:41-07:00
Quero meu dinheiro d volta,1,Preciso de alguma resposta,"Anúnciaram três dias grátis, nem usei e desinstalei o aplicativo e mesmo assim eu sem está utilizando me cobraram por um ano de plano",0,2023-11-10T05:39:34-07:00
lcgmrs,1,Propaganda enganosa,Anunciam que tem 3 dias grátis e logo no primeiro dia ja me cobraram por um ano! Tentei cancelar no primeiro dia e não consigo!,0,2023-11-01T19:00:57-07:00
Sincero 25,1,Reclamação,"Baixei o app e ele fez o plano sozinho e agora tenho que pagar 147,90 sem nem usar. Baixei para ver e vi que era pago daí desinstalei quando fui ver no cartão tava a fatura para pagar",0,2023-10-31T11:06:03-07:00
CarvalhoEvarisro,3,Muito bom,"O app é muito bom mas infelizmente nao consigo nem criar uma conta, nem entrar com Facebook, nem com meu e-mail nem nada.",0,2023-09-23T17:54:16-07:00
@Daniel_deny.01,1,Lixo,Pra que o aplicativo é grátis ce vc precisa pagar para fazer a arte mais simples do mundo? Melhor perder seu tempo procurando um aplicativo funcional ao invés desse.,0,2023-09-14T10:33:11-07:00
Carlos Eduardo Falconi,5,Simple and intuitive,Very easy to use and a professional result,0,2023-08-19T06:42:42-07:00
Camilescaas,5,Adorei,"Muito bom os logos, é só usar  a facilidade!!",0,2023-08-10T08:31:09-07:00
Abolsas,5,Muito bom,Perfeito amei,0,2023-08-05T14:50:48-07:00
Oliveira1227,5,Bom,Muito bom,0,2023-07-13T18:11:36-07:00
