author,rating,title,content,votes,date
Wendel Oliveira 1,3,Falta de funções nos editores de textos e bugs com teclado da Apple e iPad Pro,"Falta de funções nos editores de texto como cabeçalhos e rodapés. Bugs demais com teclados da Apple e iPad Pro. Um simples Command+C e Command+V se torna uma odisseia. As planilhas do Canva não tem integração para fórmulas entre planilhas, mesmo estando no mesmo documento.",0,2025-12-09T11:09:34-07:00
Top em tudo,5,O melhor pra vc,"Muito bom, melhor app pra editar o que vc quiser",0,2025-12-09T10:03:05-07:00
Ludmylla_gs,5,excelente,facilita muito o meu dia a dia,0,2025-12-09T05:58:25-07:00
Monicaguedes,5,Perfeito,"Prático, inteligente e amplo",0,2025-12-09T04:01:17-07:00
an@vidal,5,montagem,"aplicativo muito bom e fácil de usar, amei e recomendo.",0,2025-12-08T15:10:44-07:00
nnsampaio,5,Excelente,"Utilizo para tudo, tanto no profissional como no pessoal. Recomendo.",0,2025-12-08T09:56:25-07:00
Doug Sant,5,Excelente,Bom demais,0,2025-12-08T08:59:18-07:00
Nay0504,3,Ruim,"Trava o tempo inteiro, música é quase impossível de colocar. Prefiro o capcut",0,2025-12-08T08:50:02-07:00
Eccogrill,5,Meu preferido,Todos as minhas criações passam pelo Canva. Estou muit satisfeitos.,0,2025-12-08T04:36:25-07:00
Erik de Sousa,5,Muito bom,Fácil de interagir,0,2025-12-08T04:14:35-07:00
caiovinicius565,5,Otimo,"Eu amei, o canva é de facil acesso porque antigamente para um programa que tinha que realizar edição de fotos precisava fazer curso de edição de fotos, então melhorou muito",0,2025-12-08T04:09:49-07:00
Anjos leais,5,Excelente app,melhor já existiu,0,2025-12-08T02:42:30-07:00
Fabiana2025,1,App image uspcaler não funciona :(,"Você paga o canva pro e não tem o direito de utilizar as ferramentas disponíveis dentro do app, até mês passado estava pegando normalmente,mas esse mês de dezembro não está funcionando! O canva pro já foi bem melhor!!! Não recomendo a compra 😪.",0,2025-12-07T11:10:53-07:00
Thiago.Silva…,5,Praticidade,Muito bom e pratico e com a inteligência artificial ficou fantástico,0,2025-12-07T07:59:40-07:00
Mawoitexen,1,Erros nas últimas atualizações,"Há algumas atualizações estou com dificuldades de editar no celular o que iniciei no desktop, porque do nada bloqueia o conteúdo todo pra edição. Alem disso, ao baixar carrosséis pra galeria do celular ele mistura completamente a ordem dos cards.",0,2025-12-07T06:46:22-07:00
