author,rating,title,content,votes,date
Georges Andraus,1,Bad experience and support,"I’ve been using Linearity for a while, and I don’t appreciate the recent updates. The migration from a free to a paid scheme only made the experience worse, making me lose virtually all of my files, since I can no longer export those in vector formats (files I’ve had for 6+ years). The limits to the quality of files, and the obligation to create an account also worsens the usability of the app, since we constantly have to find other ways to backup .curve files. I had pointed these limitations before, and I’ve been contacted by the developer promising these would be addressed. Not only this, but the developer promised to give a free 1-year trial in exchange for me deleting my previous review and posting a new, positive one, but I have never heard back from them since. I do not recommend this app, and other free alternatives outside the app store do a far better job, and don’t put at risk years of work. Really underwhelming to see the evolution of this app.",0,2025-11-10T12:13:16-07:00
Auroraf0,1,"I don’t recommend it to any developer or illustrator looking for serious, professional-grade tools","The Linearity Curve app sells the ambiguous idea that you can freely draw by hand and still export in SVG without losing quality.

The problem is that, in practice, it rasterizes (turns into an image) or keeps the background even when transparency is disabled, which goes against what’s expected from a reliable SVG export tool. The app does not deliver what it promises in an intuitive or transparent way.

I paid for the annual plan and wouldn’t mind renewing it again if the app delivered real quality. I do not recommend it to any developer or illustrator looking for serious, professional-grade tools. After my purchase, I found several other apps with far better value and dramatically better results.",0,2025-06-25T22:53:47-07:00
Deniscassiano,5,Excelente e leve!,"Uso o Curve para projetos pessoais e profissionais. Posts rápidos para redes sociais e capas ou ilustrações para projetos impressos.  Recomendo pela facilidade, estabilidade e recursos sempre à mão tanto no Mac quanto no Ipad. Ansioso pra usar no futuro IOS 26",0,2025-06-25T10:55:28-07:00
Jota Furtado,5,Excelente App,"This application is exceptional. While I do not favor the subscription model, its value remains undeniable, even without a paid subscription.",0,2025-05-12T10:55:14-07:00
Kt_sch,5,Muito bom,Um dos melhores apps de vetor para iOS,0,2025-05-05T17:21:30-07:00
Deniscassiano,5,Great software for design,"I’m using since vectornator in my work to design logos, lineart , webdesign, banners and posts with my iPad or MacBook. Simple and focused software is great to work in any place or traveling. I recommend to beginners and pro users.",0,2025-04-24T12:06:38-07:00
peter.pparker,2,Um defeito,"O app é ótimo e otimizado pro iPad, único defeito é a assinatura com o valor exagerado, se fosse comprar única, a experiência seria ótima.
OBS: o app se chamava Vectornator e não tinha assinatura.",0,2025-04-16T06:51:19-07:00
Santmael,3,Era Bom…,Infelizmente o software começou a ser pago e cobrar preço de adobe e não tendo os mesmos recursos.,0,2025-03-31T18:23:04-07:00
RodolfoCalvo,5,Muito bom mas…,Colocaram gerenciamento de Cor CMKY. Parabéns a todos. Gostaria de sugerir mais uma coisa; Ao exportar em pdf/CMKY tem a opção de colocarmos sangria/corte. Mas vocês precisam colocar uma linha na vertical e horizontal dos quatro cantos de um arquivo exportado sinalizando onde será o corte. Se não a pessoa mais desatenta ao colocar na impressão pode configurar errado.,0,2025-03-26T08:15:39-07:00
ital00,4,Great one,"There are some things that need to be improved and some tools need to be able to use. But, generally, its great app.",0,2025-03-25T19:28:25-07:00
