"regiao","valor"
"Rondônia","100"
"Pará","32"
"Paraná","22"
"São Paulo","19"
"Rio de Janeiro","19"
"Rio Grande do Sul","19"
"Minas Gerais","15"
"Mato Grosso","14"
"Tocantins","14"
"Espírito Santo","9"
"Distrito Federal","9"
"Maranhão","8"
"Goiás","8"
"Mato Grosso do Sul","7"
"Santa Catarina","7"
"Bahia","7"
"Piauí","7"
"Ceará","6"
"Rio Grande do Norte","6"
"Amazonas","5"
