"query","value"
"mercado bitcoin","336650"
"bitcoin tattoo","287300"
"daniel fraga bitcoin","207300"
"bitcoin usd","196450"
"gráfico bitcoin dólar","188300"
"bitcoin gif","177500"
"ethereum","166900"
"1 bitcoin em real","33600"
"bitcoin hoje usd","28200"
"satoshi nakamoto","17900"
"michael saylor","17050"
"grafico bitcoin agora","15550"
"gráfico bitcoin hoje agora","15350"
"bitcoin black","14950"
"quanto vale um bitcoin","130"
"logo bitcoin","60"
