"regiao","valor"
"Distrito Federal","100"
"Santa Catarina","99"
"São Paulo","97"
"Rio Grande do Sul","94"
"Roraima","91"
"Espírito Santo","87"
"Rio de Janeiro","86"
"Pará","85"
"Paraná","84"
"Mato Grosso do Sul","83"
"Mato Grosso","83"
"Acre","82"
"Minas Gerais","80"
"Ceará","80"
"Tocantins","80"
"Rio Grande do Norte","77"
"Amazonas","74"
"Goiás","73"
"Rondônia","70"
"Alagoas","69"
