"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Daniel.Salid","https://itunes.apple.com/br/reviews/id1845769658","1","Cartão devido","Tirem essa viadagem de comprar as coisas somente no créditos. Permitem adicionar a opção débito também, porque é muita viadagem isso","0","2025-11-20T04:40:00-07:00","13420034828","1.5","0","4","Piores avaliadas"
"FadaNana@","https://itunes.apple.com/br/reviews/id1072797851","1","Não adiciona o cartão","Não tô conseguindo adicionar meus cartões","0","2025-12-06T05:43:09-07:00","13481825176","1.5","0","4","Piores avaliadas"
"bekadina","https://itunes.apple.com/br/reviews/id975618209","1","Cartão do SUS","Não consigo colocar o cartão do Sus na carteira, sempre aparece erro. 
Já desinstalei e instalei novamente e sempre dá erro.","0","2025-12-06T02:10:42-07:00","13481181702","1.5","0","4","Piores avaliadas"
"Yohannp77","https://itunes.apple.com/br/reviews/id1856751082","1","Não add cartão e ainda joga o problema na adm do cartao","Não funciona","0","2025-11-21T07:27:01-07:00","13424304584","1.5","0","4","Piores avaliadas"
"heloisa.fr","https://itunes.apple.com/br/reviews/id1484621248","1","Não consigo adicionar o cartão.","Troquei de celular recentemente (Iphone para Iphone) e desde então, nesse celular atual que estou, não consigo mais adicionar nenhum cartão ao wallet, independente do banco. Já entrei em contato com as administradoras dos cartões e todos eles me falaram que está tudo ok! Fora que também não consigo excluir o cartão naquela aba “cartões encontrados para você”. Arrumem isso o mais rápido possível!","0","2025-12-02T12:37:11-07:00","13467764397","1.5","0","4","Piores avaliadas"
"alex pressao","https://itunes.apple.com/br/reviews/id1859754439","1","Aos desenvolvedores do app","Não consigo adicionar nenhum cartão 
Já troquei até de banco mas o problema é o app mesmo 
Vamos tentar resolver por favor","0","2025-11-24T09:45:35-07:00","13436301768","1.5","0","4","Piores avaliadas"
"Gabi Scussel","https://itunes.apple.com/br/reviews/id1841815567","1","Não está funcionando","Sempre da erro para eu incluir o meu cartão","0","2025-12-02T06:35:43-07:00","13466646537","1.5","0","4","Piores avaliadas"
"querenzinha","https://itunes.apple.com/br/reviews/id1316813972","1","Cartão Nubank","Eu tinha o cartão da Nubank adicionado, só que ouve uma compra que não foi eu e tive que cancelar o cartão e fiz outro e tento adicionar na carteira da Apple e só dá erro! O que está acontecendo?","0","2025-12-01T05:25:56-07:00","13462513544","1.5","0","4","Piores avaliadas"
"R.L.Ott","https://itunes.apple.com/br/reviews/id1861835288","1","Carrega e não adiciona","Ao tentar adicionar o cartão o app fica carregando eternamente e não consigo prosseguir.","0","2025-11-30T04:26:16-07:00","13458432299","1.5","0","4","Piores avaliadas"
"PauloXytake","https://itunes.apple.com/br/reviews/id1619876307","1","O básico, não tem. 😂","Não poder dar apelido aos cartões que na imagem da carteira são idênticos é a falta de liberdade e criatividade que só a Apple sabe proporcionar.","0","2025-11-27T13:13:11-07:00","13448266147","1.5","0","4","Piores avaliadas"
"Eumaaykon","https://itunes.apple.com/br/reviews/id1815553600","2",".","Não dá para adicionar nenhum cartão de transporte do Brasil , só dá opção de cartão pra fora ..","0","2025-11-18T05:40:31-07:00","13412813160","1.5","0","4","Piores avaliadas"
"rodrigoscsc","https://itunes.apple.com/br/reviews/id673265996","3","Ao excluir cartão e voltar para o app o cartão não foi excluído","Ao excluir cartão e voltar para o app o cartão não foi excluído","0","2025-12-02T08:02:03-07:00","13466933862","1.5","0","4","Piores avaliadas"
"UMA SUGESTÃO ✋","https://itunes.apple.com/br/reviews/id1370984546","3","recusamento de pagamento","recusa pagento dos outros, eu quero fazer a compra meu fi","0","2025-12-05T05:19:49-07:00","13477729039","1.5","0","4","Piores avaliadas"
"Prado2904","https://itunes.apple.com/br/reviews/id1862757113","3","Problema pra add","Sempre dando problema pra adicionar um cartão a carteira, tá difícil em","0","2025-12-02T16:33:25-07:00","13468363388","1.5","0","4","Piores avaliadas"
"Marcio Ângelo","https://itunes.apple.com/br/reviews/id1796972955","5","Ótimo","10","0","2025-12-09T11:29:34-07:00","13494722121","1.5","0","4","Piores avaliadas"
"Vt453","https://itunes.apple.com/br/reviews/id803510966","5","Opção de senha","Queria sugerir uma senha diferente do FACE ID. igual ao notas, para melhor segurança financeira","0","2025-12-05T06:48:51-07:00","13478033286","1.5","0","4","Piores avaliadas"
"Celamaxy","https://itunes.apple.com/br/reviews/id201971371","5","Amo","Incrível","0","2025-12-06T08:08:35-07:00","13482356955","1.5","0","4","Piores avaliadas"
"Van-bu","https://itunes.apple.com/br/reviews/id1864601299","5","Melhor APP","Melhor APP, Agil, fácil e muito útil para o dia a dia","0","2025-12-08T18:56:04-07:00","13492128611","1.5","0","4","Piores avaliadas"
"O conciente","https://itunes.apple.com/br/reviews/id1473306401","5","Carteira Fulvio","Ótimo,","0","2025-11-17T13:29:03-07:00","13410453978","1.5","0","4","Piores avaliadas"
"Domingos de Campos","https://itunes.apple.com/br/reviews/id1479846397","5","Ótimo","Prática , fácil e seguro","0","2025-11-17T10:44:58-07:00","13409993774","1.5","0","4","Piores avaliadas"
