"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Montagem","https://itunes.apple.com/br/reviews/id252096325","1","Extorsivo a taxa cobrada e um aplicativo que não há qualquer orientação ao usuário quando aplica.","Péssima","0","2025-01-07T03:26:19-07:00","12155279364","7.0.6","0","2","Mais antigos"
"fiscifi","https://itunes.apple.com/br/reviews/id419232170","1","Scam wallet","They removed the possibility to withdraw funds from my wallet. My money is stuck there. They don’t have any kind of customer support. Just find something else. This app is a scam.","0","2025-01-09T02:25:30-07:00","12162717728","7.0.6","0","2","Mais antigos"
"Ciel#123","https://itunes.apple.com/br/reviews/id566226057","1","Atraso na transferência","Já tem 11 dias até esse momento que fiz uma transferência para a corretora Nubank e ainda não caiu !!!","0","2025-01-23T17:39:34-07:00","12223041722","7.0.7","0","2","Mais antigos"
"Reolon2021","https://itunes.apple.com/br/reviews/id1239834704","5","Prática e Funcional","Carteira leve , sem muitas frescuras. Até o momento nenhum problema.","0","2025-01-27T04:31:23-07:00","12236870553","7.0.8","0","2","Mais antigos"
"oaiaebwjaisj","https://itunes.apple.com/br/reviews/id1768433841","1","Horrível","Pra vc sacar seu dinheiro é horrível, uma burocracia triste, n respondem no email e não tem um suporte!!!","0","2025-03-22T10:38:53-07:00","12451370234","7.1.3","0","2","Mais antigos"
"Tass27NQ","https://itunes.apple.com/br/reviews/id1464116487","5","Bom","Muito bom","0","2025-04-01T18:04:31-07:00","12492726357","7.1.5","0","2","Mais antigos"
"dirbusiness","https://itunes.apple.com/br/reviews/id403959566","1","Não consigo receber fundos","Quando clico em receber, abre uma janela pequena com o qr code no cantinho da tela e nem da pra ver o endereço.","0","2025-04-06T14:49:16-07:00","12512427555","7.1.5","0","2","Mais antigos"
"-/{vitorio}\-","https://itunes.apple.com/br/reviews/id493346032","5","Ótimo app","Ótima carteira pra guarda os btc, vc tem que salvar as palavras chaves e tá tudo certo, tem que saber mexer pra entender","0","2025-04-14T06:11:38-07:00","12542249139","7.1.5","0","2","Mais antigos"
"Adriel Costa Dias","https://itunes.apple.com/br/reviews/id1538286379","5","Bitcoin","Bitcoin only","0","2025-04-27T08:21:58-07:00","12592400026","7.1.5","0","2","Mais antigos"
"Daniel Fraga Bitconheiro","https://itunes.apple.com/br/reviews/id1552561113","5","Ótima carteira","Carteira sensacional, super recomendo","0","2025-04-28T06:40:18-07:00","12595731791","7.1.5","0","2","Mais antigos"
"Professor Zé Augusto","https://itunes.apple.com/br/reviews/id1281288432","1","Péssima carteira","Transformou minha carteira de transação em Watch-0nly e não consigo
 fazer nada! PÉSSIMA CARTEIRA…","0","2025-04-30T17:32:59-07:00","12604802081","7.1.5","0","2","Mais antigos"
"conradotorquato","https://itunes.apple.com/br/reviews/id231121437","5","Bug ao ler QRCODE lightning","Ao ler o QRCODE de um invoice da blink, o código não é repassado para o app, apesar do QRCODE ser lido. Tenho um nodo na Voltage e importei minha carteira lnbits usando a extensão LNDHub. Antes funcionava de boa mas agora parou. Testei em outros aparelhos com novas carteiras lnbits e acontece a mesma coisa.","0","2025-05-27T14:31:37-07:00","12705501596","7.1.9","0","2","Mais antigos"
"Xuxubtc","https://itunes.apple.com/br/reviews/id1473097323","5","Simples fácil e seguro","Minha segurança desde 2019 e esse app","0","2025-05-30T16:50:42-07:00","12717341109","7.1.9","0","2","Mais antigos"
"hahsbdushsh","https://itunes.apple.com/br/reviews/id1257812436","3","Muitos BUGS","Estou enfrentando diversos problemas com o funcionamento do BlueWallet. O aplicativo está extremamente instável: trava com frequência, apresenta falhas tanto no envio quanto no recebimento de bitcoins e, muitas vezes, simplesmente “funciona quando quer”. Isso compromete bastante a confiabilidade da carteira.

Outro ponto muito preocupante é em relação à privacidade. Mesmo após apagar os dados e fechar o aplicativo, ao abrir novamente, as informações continuam salvas. Isso vai contra o princípio básico de segurança e privacidade que se espera de uma carteira de Bitcoin.

Espero que esses problemas sejam resolvidos em breve, pois gosto da proposta do BlueWallet, mas, no momento, está impossível utilizá-lo com segurança e confiança.","0","2025-06-02T09:52:07-07:00","12728011550","7.1.9","0","2","Mais antigos"
"Ld0nn","https://itunes.apple.com/br/reviews/id1441093442","2","Mtos bugs","Carteira com mtos bugs. Ao excluir uma carteira, depois de fechar e abrir o aplicativo, ela reaparece.

Ao mudar o nome de uma carteira, tudo volta ao estado anterior dps abrir e fechar o aplicativo.

Atualmente a usabilidade está péssima.","0","2025-07-07T07:26:45-07:00","12863406962","7.1.9","0","2","Mais antigos"
"Rogeriofdsouza","https://itunes.apple.com/br/reviews/id412434922","4","Plausible deniability password","Both passwords show bitcoins and transactions. Bug!","0","2025-07-09T15:40:11-07:00","12872948031","7.1.9","0","2","Mais antigos"
"saulo c","https://itunes.apple.com/br/reviews/id415916563","1","Não está funcionando direito","Não está funcionando direito a opção enviar Bitcoin","0","2025-09-09T05:08:53-07:00","13116929930","7.2.0","0","2","Mais antigos"
"Jos0948:&","https://itunes.apple.com/br/reviews/id1814434483","2","Meu saldo em reais ficou bem a menos do que estava depois de uma atualização","Meu saldo diminuiu pós uma atualização","0","2025-10-03T06:11:15-07:00","13218065937","7.2.0","0","2","Mais antigos"
"Paulo.8","https://itunes.apple.com/br/reviews/id1244073266","5","Excellent and popular tool","Easy to import public keys, to follow updates, and more. It would be wonderful if it had an option for users to set notifications on bitcoin price oscillations (trading-like functions, just for monitoring).","0","2025-10-20T15:18:48-07:00","13292870480","7.2.0","0","2","Mais antigos"
