"regiao","valor"
"Pará","100"
"Tocantins","99"
"Roraima","84"
"Maranhão","73"
"Mato Grosso","69"
"Amapá","64"
"Ceará","64"
"Santa Catarina","63"
"Mato Grosso do Sul","62"
"Amazonas","60"
"Rondônia","60"
"Rio Grande do Sul","57"
"Acre","54"
"Distrito Federal","54"
"Paraná","54"
"Piauí","52"
"São Paulo","52"
"Alagoas","50"
"Rio Grande do Norte","49"
"Espírito Santo","49"
