"fonte","tipo","termo","conteudo","relevancia","regiao","cliente","fonte_busca","categoria","data_coleta","valor","url","buscador","posicao","descricao","canal","channelId","channelUrl","video_id","views","likes","commentCount","duration","publicado_em","tags","categoryId","desenvolvedor","rating","ratings_count","reviews_count","installs","price","currency","genre","contentRating","icon","app_id","version","updated","title","app","thumbsUpCount","replyContent","repliedAt"
"App Store (Google Play)","review","bitcoin","está difícil de entrar já alguns dias","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Dani! Sentimos muito pela dificuldade que você está enfrentando para acessar o app. Entendemos como isso pode ser frustrante e queremos ajudar! Pedimos que entre em contato com nossa Central de Ajuda para que possamos verificar o que está acontecendo. Sua experiência é muito importante para nós! 🧡","2025-11-26 10:15:09"
"App Store (Google Play)","review","bitcoin","para menores de idade, e app seguro","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","1.0","É ótimo saber que você considera nosso app seguro, Lucas! Investimos bastante em segurança. Além disso, acreditamos que oferecer essa oportunidade para menores é fundamental para promover a educação financeira desde cedo. Se precisar de qualquer coisa, nossa Central de Ajuda está sempre à disposição. Estamos aqui para apoiar você! 🧡🚀","2025-11-26 10:12:28"
"App Store (Google Play)","review","bitcoin","satisfeito","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Antônio! Agradecemos muito pela sua avaliação! Ficamos felizes em saber que você está satisfeito com a nossa plataforma. Se precisar de algo ou tiver sugestões, estamos aqui para ajudar! 🧡","2025-11-26 10:07:16"
"App Store (Google Play)","review","bitcoin","O app e bem organizado e transparente porém deveria dar acesso a mudança de e-mail e entre outros dados pelo próprio app. No qual dificulta fazer pelo e-mail e opção de cartão físico pq quase ninguém usa cartão virtual. liberando a função de alteração de e-mail pelo app volto e o classifico com 5 🌟 e fora isso o app e muito bom super recomendo!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Anderson! Agradecemos pelo seu feedback 😊 É ótimo saber que você gostou do app! Valorizamos suas sugestões sobre a alteração de e-mail e o cartão físico, estamos sempre em busca de melhorias para a experiência dos nossos clientes. Sua opinião é importante para nós. Obrigado por nos recomendar!

","2025-11-26 10:05:44"
"App Store (Google Play)","review","bitcoin","Não abre mais, o que eu faço? Está muito ruim.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Sentimos muito que você esteja enfrentando problemas para abrir o app, Itamar! Sabemos como isso pode ser frustrante. Para resolver, tente desinstalar e reinstalar o aplicativo ou limpar o cache. Se o problema persistir, nossa Central de Ajuda está aqui para te apoiar 24h por dia. Vamos resolver isso juntos! 🧡

","2025-11-26 09:59:33"
"App Store (Google Play)","review","bitcoin","Estou a 2 dias tentando fazer um cadastro, só enrolação. Diz que vai mandar um email de confirmação que nunca chega.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Sentimos muito pela frustração com o seu cadastro, e queremos resolver isso mais rápido possível, Jakeline! Verifique sua caixa de spam ou lixo eletrônico, pois o e-mail de confirmação pode estar lá. Se não encontrar, nossa Central de Ajuda está à disposição. Estamos aqui para garantir que você tenha a melhor experiência possível com a gente! 🧡","2025-11-26 09:58:24"
"App Store (Google Play)","review","bitcoin","bem, eu estava deixando uma certa quantia de dinheiro no app e investia, quando fui retirar o dinheiro me deparei com um problema, um limite muito pequeno, então pediram para eu verificar a conta, verifiquei, além de recusarem, não posso nem tirar o dinheiro, pois o valor que eu podia sacar sumiu também, preciso acionar quem para vcs resolverem um pequeno problema desses?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Luiz! Sentimos muito pela sua frustração com o processo de verificação. Essa etapa é essencial para manter sua conta segura, e estamos aqui para te ajudar a concluí-la. Nossa Central de Ajuda está disponível 24h em mercadobitcoin.com.br/ajuda para te apoiar em cada passo. Queremos que você tenha uma experiência tranquila e sem complicações!","2025-11-26 09:54:04"
"App Store (Google Play)","review","bitcoin","1 Sim...","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Raul! Agradecemos muito pela sua avaliação! Se precisar de algo ou tiver sugestões, estamos à disposição! 🧡","2025-11-19 17:07:17"
"App Store (Google Play)","review","bitcoin","já tem duas semanas que eu tô tentando acessar o mercado Bitcoin eu não estou conseguindo acessar como fazer reclamação no reclame aqui","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Wanderlei! Para que possamos entender melhor o que aconteceu e ajudá-lo a resolver essa situação, pedimos que você abra um chamado em nosso Suporte. Estamos disponíveis 24 horas por dia e você pode nos acionar a qualquer momento em mercadobitcoin.com.br/ajuda. Conte conosco!","2025-11-19 17:06:06"
"App Store (Google Play)","review","bitcoin","e legal esse mercado é fácil pra depositar e fácil pra sacar","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Gilglei! Agradecemos pelo seu feedback! Ficamos felizes em saber que você achou fácil depositar e sacar na plataforma do MB. Estamos sempre buscando maneiras de facilitar ainda mais a experiência dos nossos clientes. Se tiver sugestões ou dúvidas, não hesite em nos avisar. Estamos aqui para ajudar!","2025-11-19 17:03:03"
"App Store (Google Play)","review","bitcoin","tô gostando","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Que ótimo saber disso, Maria! 🧡🚀 Ficamos felizes que você está gostando do nosso aplicativo. Estamos sempre aqui para garantir que sua experiência seja a melhor possível! Se precisar de algo, é só avisar!
","2025-11-19 17:01:15"
"App Store (Google Play)","review","bitcoin","problema no app e informa que estou sem internet....será que irão sumir com nosso dinheiro?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Nilda! No dia 18/11/2025, tivemos uma instabilidade no acesso. Felizmente, essa situação já foi resolvida e a plataforma está funcionando normalmente agora. Queremos tranquilizá-la de que o seu patrimônio sempre esteve 100% seguro. Se você ainda estiver enfrentando dificuldades , por favor, entre em contato conosco através da Central de Ajuda.","2025-11-19 16:59:54"
"App Store (Google Play)","review","bitcoin","Instabilidade de rede acontece com frequência.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Douglas! No dia 18/11/2025, tivemos uma instabilidade no acesso. Felizmente, essa situação já foi resolvida e a plataforma está funcionando normalmente agora. Se você ainda estiver enfrentando dificuldades ou tiver mais alguma dúvida, por favor, entre em contato conosco através da Central de Ajuda. Estamos aqui para ajudar!","2025-11-19 16:57:06"
"App Store (Google Play)","review","bitcoin","Até que estava funcionando bem, mas agora já começaram os problemas de conexão, com aquelas mensagens ""tente mais tarde"". Tempo é dinheiro... não temos mais tarde. Falha na conexão??? Como assim?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Marco! No dia 18/11/2025, tivemos uma instabilidade no acesso. Felizmente, essa situação já foi resolvida e a plataforma está funcionando normalmente agora. Se você ainda estiver enfrentando dificuldades ou tiver mais alguma dúvida, por favor, entre em contato conosco através da Central de Ajuda. Estamos aqui para ajudar!","2025-11-19 16:56:47"
"App Store (Google Play)","review","bitcoin","O Aplicativo está fora do ar? Naty consigo conectar apesar da minha rede Wi-fi estar normal e todos os outros aplicativos estão funcionando normalmente. Só aparece a mensagem ""verifique a sua conexão"" ! já limpei cache, já reiniciei o aparelho e nada.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Paulo! No dia 18/11/2025, tivemos uma instabilidade no acesso. Felizmente, essa situação já foi resolvida e a plataforma está funcionando normalmente agora. Se você ainda estiver enfrentando dificuldades ou tiver mais alguma dúvida, por favor, entre em contato conosco através da Central de Ajuda. Estamos aqui para ajudar!","2025-11-19 16:56:33"
"App Store (Google Play)","review","bitcoin","meu aplicativo está com instabilidade,tento entrar só dá erro de conexão","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Antunes! No dia 18/11/2025, tivemos uma instabilidade no acesso. Felizmente, essa situação já foi resolvida e a plataforma está funcionando normalmente agora. Se você ainda estiver enfrentando dificuldades ou tiver mais alguma dúvida, por favor, entre em contato conosco através da Central de Ajuda. Estamos aqui para ajudar!","2025-11-19 16:56:16"
"App Store (Google Play)","review","bitcoin","hoje 18/11/2025, toda vez que tento acessar o MB, aparece um taxa preta com ""problema na conexão...","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Jotta! No dia 18/11/2025, tivemos uma instabilidade no acesso. Felizmente, essa situação já foi resolvida e a plataforma está funcionando normalmente agora. Se você ainda estiver enfrentando dificuldades ou tiver mais alguma dúvida, por favor, entre em contato conosco através da Central de Ajuda. Estamos aqui para ajudar!","2025-11-19 16:55:59"
"App Store (Google Play)","review","bitcoin","O que está acontecendo com o app, q fica no loop por vários segundos e as vezes minutos, e não abre? abri outros apps com a mesma internet e Smartphone rapidamente","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Marcio! Para que possamos te ajudar da melhor maneira possível, pedimos que você abra um chamado na nossa Central de Ajuda em mercadobitcoin.com.br/ajuda. Nossa equipe está pronta para garantir que tudo funcione perfeitamente. Estamos aqui para te apoiar em tudo o que precisar! 🚀","2025-11-17 19:01:16"
"App Store (Google Play)","review","bitcoin","aplicativo e site cheio de vícios e mau intencionado, que não ajudam os clientes em nada! Para fazer saque do meu dinheiro, sou impedido! Fiz compras em baixa com previsão de alta e logo em seguida o valor despencou! Tira dúvidas sem solução e com robô, sem uma pessoa física! todo sistema viciado para que o cliente tenha prejuízo! Estou há quase um mês tentando sacar O MEU DINHEIRO!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Thiago! Estamos aqui para ajudar com todas as suas dúvidas. Contamos com analistas reais prontos para oferecer suporte. Para que possamos resolver sua situação da melhor maneira possível, pedimos que você abra um chamado através do seguinte link: https://central.ajuda.mercadobitcoin.com.br/servicedesk/customer/portal/22/group/-1 🧡","2025-11-17 15:41:05"
"App Store (Google Play)","review","bitcoin","😍😍😍😍","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Obrigado pela avaliação, Liliana! Esperamos que você esteja gostando do app 🧡🚀

","2025-11-17 15:35:07"
"App Store (Google Play)","review","bitcoin","tem que desinstalar e instalar de novo para entrar no app as vezes","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Elton! Para que possamos te ajudar da melhor maneira possível, pedimos que você abra um chamado na nossa Central de Ajuda em mercadobitcoin.com.br/ajuda. Nossa equipe está pronta para garantir que tudo funcione perfeitamente. Estamos aqui para te apoiar em tudo o que precisar! 🚀","2025-11-17 15:44:22"
"App Store (Google Play)","review","bitcoin","A três dias meu app não abre e nada de satisfação.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Bruno! Lamentamos pelo ocorrido. Você já tentou reinstalar o aplicativo e limpar o cache do seu celular? Se, mesmo assim, o acesso continuar não funcionando, por favor, entre em contato conosco em mercadobitcoin.com.br/ajuda. Nossa equipe está pronta para te apoiar de perto e resolver essa situação. Estamos aqui para ajudar! 🧡","2025-11-17 15:24:41"
"App Store (Google Play)","review","bitcoin","Muito bom pra investir","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Lorenzo! Que ótimo saber que você achou tudo muito bom em seu app MB! 🧡 Agradecemos pelo seu feedback e estamos aqui para continuar proporcionando ótimas experiências! 🚀","2025-11-17 15:26:36"
"App Store (Google Play)","review","bitcoin","O app é muito intuitivo e tem vários recursos interessantes mesmo pra quem é iniciante. Faltam mais tutoriais, como para ativar compra recorrente de um ativo e operar em negociações pro, por exemplo.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","2.0","Oi, Cassiano! Agradecemos pelo seu feedback!Suas sugestões são muito importantes para nós.Estamos sempre buscando melhorar a plataforma e vamos encaminhar suas ideias para a equipe.Além disso, temos um vídeo no nosso canal do YouTube que mostra como operar na negociação pro, que pode te ajudar.Qualquer dúvida,entre em contato na Central de Ajuda 🧡","2025-11-17 15:32:33"
"App Store (Google Play)","review","bitcoin","Bom dia, o aplicativo não está abrindo, ao clicar...ele abre ..mas logo em seguida fecha...","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Olá, Jorge! Para que possamos te ajudar da melhor forma, pedimos que você abra um chamado na nossa Central de Ajuda em mercadobitcoin.com.br/ajuda. Nossa equipe está disponível para acompanhar seu caso de perto e garantir que você consiga acessar sua conta com segurança. Estamos aqui para te apoiar em tudo o que precisar! 🚀","2025-11-17 15:17:20"
"App Store (Google Play)","review","bitcoin","porque o app sai e não consegui entrar, tenho que desinstalar e reinstalar toda vez como se não basta o prejuízo que estou tendo ainda isso","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Rodrigo! 🧡 Para te ajudar da melhor forma, pedimos que abra um chamado na nossa Central de Ajuda em mercadobitcoin.com.br/ajuda. Nosso time estará à disposição para acompanhar seu caso de perto e garantir que você consiga acessar sua conta com segurança. Estamos aqui para te apoiar em tudo o que precisar! 🚀


","2025-11-14 15:28:41"
"App Store (Google Play)","review","bitcoin","comecei hoje, não entendo do mercado de moedas digitais ,mas,vou aprender com vocês e investir com inteligência.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Que ótimo, Charles! 🧡 Bem-vindo a bordo! Se precisar de alguma ajuda ou tiver dúvidas sobre o mercado de ativos digitais ou sobre o app, não hesite em perguntar. Além disso, temos um blog e um canal no YouTube repletos de conteúdos para te ajudar a aprender. Estamos aqui para te apoiar nessa jornada! 🚀


","2025-11-14 15:24:57"
"App Store (Google Play)","review","bitcoin","não consigo fazer saques","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Deisiane! Lamentamos que você esteja enfrentando dificuldades para realizar saques. Pedimos que entre em contato com o nosso suporte para que possamos verificar o que está acontecendo e ajudar da melhor forma possível. Queremos garantir que você tenha uma experiência tranquila em nossa plataforma! 🚀

","2025-11-14 15:21:19"
"App Store (Google Play)","review","bitcoin","😎😎","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Que bom ver seu entusiasmo, Maicon! 🧡 Fique de olho nas oportunidades e, se precisar de ajuda, estamos aqui para te apoiar sempre! Vamos juntos nessa jornada! 🚀

","2025-11-14 15:20:07"
"App Store (Google Play)","review","bitcoin","aplicativo não funciona direito na hora do envio de Cripto e saque lixo não gostei","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, João! Sentimos muito que esteja enfrentando problemas com seu app. Recomendamos reinstalar o aplicativo e limpar os caches, isso costuma ajudar. Se o problema persistir, entre em contato pela Central de Ajuda em mercadobitcoin.com.br/ajuda. Sua experiência é muito importante para nós! 🧡","2025-11-14 15:18:39"
"App Store (Google Play)","review","bitcoin","gostaria de entender por que não consigo transferir meu dinheiro para minha conta de outro banco. sempre que tento da errado, e o dinheiro volta.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Bruce! Recomendamos que você revise os dados bancários cadastrados e verifique se tudo está correto. Se o problema persistir, entre em contato com o nosso Suporte. Nossa Central de Ajuda está disponível 24h em mercadobitcoin.com.br/ajuda para te apoiar em cada passo. Queremos que você tenha uma experiência tranquila e sem complicações! 🚀

","2025-11-14 15:15:53"
"App Store (Google Play)","review","bitcoin","Tá tendo problemas de cadastrar pra poder fazer pix. Se resolver isso, mudarei minha avaliação.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Adones! Queremos entender direitinho o que está acontecendo. Chama a gente em mercadobitcoin.com.br/ajuda. Por lá, conseguiremos analisar melhor a situação e te ajudar a solucionar esse ponto, combinado? Esperamos você por lá!","2025-11-12 11:03:42"
"App Store (Google Play)","review","bitcoin","o app constantemente trava e é preciso reinstalar","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","","MB | Mercado Bitcoin: criptos","0.0","Oi, Pedro! Sentimos muito que você esteja enfrentando travamentos no app. Isso não é o que queremos para sua experiência! Para te ajudar da melhor forma, pedimos que entre em contato com nossa Central de Ajuda em mercadobitcoin.com.br/ajuda, onde poderemos analisar seu caso com mais detalhes e buscar uma solução definitiva.🚀","2025-11-12 10:18:45"
"App Store (Google Play)","review","bitcoin","Depois dessa última atualização começou a não mostrar mais o saldo!!!!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Éder! Lamentamos que você esteja com dificuldades para visualizar seu saldo. Por favor, tente seguir as etapas deste link para ajudar a resolver o problema: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/display-settings?query=unable%20to%20view%20the%20balance.","2025-12-11 13:18:20"
"App Store (Google Play)","review","bitcoin","20 conto seu lindo","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","top dos tops","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","cadê as recompensas de aprendizado de novas","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Luiz! As recompensas de aprendizado da Coinbase foram encerradas em 27 de maio de 2025, mas você ainda pode ganhar cripto de outras formas! É possível fazer staking dos seus ativos ou explorar mais oportunidades aqui: https://www.coinbase.com/earn

. Em breve teremos ainda mais maneiras de você aumentar suas criptos!","2025-12-11 13:26:26"
"App Store (Google Play)","review","bitcoin","Tenho dinheiro na plataforma mas tenho medo de ser banido e não encontrar meus Bitcoin já tenho o cartão físico mais veio errado e diferente do cartão digital venho contactar por aqui porque não respondem os meus emails","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","Transcendental!!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","excelente app fácil de usar","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","experiência exepecional","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","App muito fácil de usar e muito intuitiva . Corretora de confiança seja para guardar ,comprar ou vender crypto . Muito segura .","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá! Obrigado pelo ótimo feedback! Ficamos felizes em saber que o aplicativo é fácil e intuitivo, e agradecemos a sua confiança na Coinbase para guardar, comprar e vender criptomoedas. Sua segurança é nossa principal prioridade. Se precisar de ajuda, entre em contato conosco aqui: https://help.coinbase.com/pt-br","2025-12-11 13:17:56"
"App Store (Google Play)","review","bitcoin","excelente....","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","optima app","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","muito alta as taxa não gostei","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Vilson! Agradecemos seu feedback. Sabemos que as taxas podem parecer altas; elas refletem oferta, demanda e riscos das criptos. Sua opinião é importante e nos ajuda a melhorar nossos serviços continuamente.","2025-12-08 10:53:37"
"App Store (Google Play)","review","bitcoin","a atualização deixou me na mão, como posso acessar minha carteira, absurdo isso","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Rodrigo. Lamentamos saber sobre a sua experiência conosco e queremos muito corrigir isso. Por favor, entre em contato com nossa equipe de suporte pelo link: https://help.coinbase.com/pt-br/contact-us. Eles poderão oferecer toda a assistência necessária. Agradecemos muito o seu feedback!","2025-12-08 10:47:17"
"App Store (Google Play)","review","bitcoin","Fácil e prática","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Aníbal! Obrigado por compartilhar seu feedback. Agradecemos muito todos os nossos usuários e estamos muito felizes em saber sobre sua experiência positiva conosco. Se precisar de algo no futuro, não hesite em nos procurar. Também repassaremos suas gentis palavras para nossa equipe. Obrigado mais uma vez!","2025-12-08 10:40:01"
"App Store (Google Play)","review","bitcoin","app top d+","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","otimk para investimentos","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","excelente...muito fácil de usar","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Fernando! Obrigado pelo ótimo feedback! Ficamos felizes que você esteja gostando do aplicativo e achando-o fácil de usar! Agradecemos seu apoio. Se precisar de ajuda com qualquer outra coisa, entre em contato conosco: https://help.coinbase.com/pt-br/contact-us.","2025-12-08 10:36:02"
"App Store (Google Play)","review","bitcoin","Plataforma Excepcional, gosto muito!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá Reiksber, obrigado pelo feedback maravilhoso! Ficamos muito felizes em saber que você está gostando da Coinbase. Se houver algo que possamos fazer para melhorar sua experiência, entre em contato conosco aqui: https://help.coinbase.com/pt-br/contact-us.","2025-12-08 09:59:59"
"App Store (Google Play)","review","bitcoin","Excepcional.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","Muitos simples de usar e seguro","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá Herbert! Agradecemos seu feedback! Ficamos felizes em saber que você teve uma experiência positiva conosco. Nosso compromisso é oferecer o melhor serviço possível, e sua opinião nos ajuda a alcançar esse objetivo. Obrigado por escolher a Coinbase!","2025-12-08 10:25:41"
"App Store (Google Play)","review","bitcoin","sem problemas","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","muito ruim pra fazer uma conta, sai um segundo do aplicativo pra ver o código e ele volta pro início. é péssimo, horrível, muito chato isso...👎🏽","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá! Lamentamos o problema. Siga estas etapas de solução: https://help.coinbase.com/pt-br/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting Se persistir, fale conosco por uma mensagem direta nas redes sociais: https://help.coinbase.com/pt-br/coinbase/other-topics/other/is-coinbase-present-on-social-media","2025-12-08 10:26:35"
"App Store (Google Play)","review","bitcoin","Uma ótima Experiência","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Mario! Agradecemos seu feedback positivo! Ficamos felizes em saber que você teve uma ótima experiência. Se tiver alguma sugestão ou precisar de ajuda, entre em contato conosco aqui: https://help.coinbase.com/pt-br/contact-us.","2025-12-08 10:06:07"
"App Store (Google Play)","review","bitcoin","excelente 👏👏","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","aprenda banco bbb. estafjo cofletir o reboolsp","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","muito bom app.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá Márcio! Agradecemos o seu feedback! Ficamos felizes que esteja gostando do aplicativo. Se tiver alguma dúvida futuramente, pode nos contatar através deste link: https://help.coinbase.com/pt-br/contact-us. Estamos sempre disponíveis para ajudar!","2025-12-08 10:00:22"
