"engine","rank","title","link"
"bing","1","Goku (Character) - Comic Vine","https://comicvine.gamespot.com/goku/4005-19765/"
"bing","2","Goku Movies - Comic Vine","https://comicvine.gamespot.com/goku/4005-19765/movies/"
"bing","3","Seuls les vrais fans de Dragon Ball connaissent cette tenue de Goku ...","https://www.jeuxvideo.com/news/2026324/seuls-les-vrais-fans-de-dragon-ball-connaissent-cette-tenue-de-goku-elle-est-pourtant-iconique.htm"
"bing","4","Ultra violent ! Son Goku détruit tous les boss de ce jeu vidéo que …","https://www.jeuxvideo.com/news/2018151/ultra-violent-son-goku-detruit-tous-les-boss-de-ce-jeu-video-que-vous-ne-connaissez-pas.htm"
"bing","5","Vegeta n'aurait jamais dû devenir un allié de Goku ! Akira Toriyama ...","https://www.jeuxvideo.com/news/2045284/vegeta-n-aurait-jamais-du-devenir-un-allie-de-goku-akira-toriyama-avait-une-idee-bien-differente-en-tete.htm"
"bing","6","Goku's ""True Ultra Instinct"" compared to ""MUI"" - Comic Vine","https://comicvine.gamespot.com/forums/feats-and-analysis-2311599/gokus-true-ultra-instinct-compared-to-mui-2300347/"
"bing","7","Goku Enemies - Comic Vine","https://comicvine.gamespot.com/goku/4005-19765/enemies/"
"bing","8","Dragon Ball : Henry Cavill en Super Saiyan 4, ça donne ça ! Goku a …","https://www.jeuxvideo.com/news/2016060/dragon-ball-henry-cavill-en-super-saiyan-4-ca-donne-ca-goku-a-du-souci-a-se-faire.htm"
"bing","9","Black Freezer a épargné Goku et Vegeta dans Dragon Ball Super : …","https://www.jeuxvideo.com/news/1856934/black-freezer-a-epargne-goku-et-vegeta-dans-dragon-ball-super-voici-pourquoi.htm"
"bing","10","Akira Toriyama l’avait confirmé il y a 10 ans : Goku et Vegeta ne …","https://www.jeuxvideo.com/news/1988999/akira-toriyama-l-avait-confirme-il-y-a-10-ans-goku-et-vegeta-ne-sont-pas-les-guerriers-les-plus-puissants-de-dragon-ball.htm"
