rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,Transportes Barra: 812 Bangu Shopping - Carobinha ,https://www.youtube.com/watch?v=sEFsmCMPyaY,sEFsmCMPyaY,Vitor Otávio Do Carmo,UC4ryov2w0NJjDEbLH8uM5gA,2025-12-12T08:12:08Z,"Transportes Barra Prefixo: 13177 
Marcopolo Torino 2007
Mercedes-Benz OF-1519 BlueTec 5 
Linha: 812 Bangu Shopping - Carobinha 
Data: 09/12/2025 
Local: Bangu, Rio de Janeiro - RJ.",0,1,0,0,0,,hd,false,,22,pt-PT,pt-PT,upcoming,https://i.ytimg.com/vi/sEFsmCMPyaY/default.jpg,https://i.ytimg.com/vi/sEFsmCMPyaY/hqdefault.jpg,https://i.ytimg.com/vi/sEFsmCMPyaY/maxresdefault.jpg,,,br,pt,bangu,date
2,woi bangu🗿,https://www.youtube.com/watch?v=GFq80SC174g,GFq80SC174g,It's_:- Rezaaaaaaaa😘😘,UCp4NJZytI6rRcquR5Td2Low,2025-12-12T07:12:34Z,,6,0,0,0,0,PT22S,hd,false,,22,id,id,none,https://i.ytimg.com/vi/GFq80SC174g/default.jpg,https://i.ytimg.com/vi/GFq80SC174g/hqdefault.jpg,https://i.ytimg.com/vi/GFq80SC174g/maxresdefault.jpg,,,br,pt,bangu,date
3,#musica #remix  #bangu tidur😴🛌🏻,https://www.youtube.com/watch?v=-u4FfRMEJJE,-u4FfRMEJJE,akun Anasya Puteri👻  famili,UCo6uWrWYIqCRyPDsCeAaMSA,2025-12-12T02:29:28Z,,8,1,0,0,0,PT1M20S,hd,false,,22,id,id,none,https://i.ytimg.com/vi/-u4FfRMEJJE/default.jpg,https://i.ytimg.com/vi/-u4FfRMEJJE/hqdefault.jpg,https://i.ytimg.com/vi/-u4FfRMEJJE/maxresdefault.jpg,,,br,pt,bangu,date
4,#odiashorts #kids#bangu,https://www.youtube.com/watch?v=w4f8xU98oG0,w4f8xU98oG0,Bangu_shorts🥰,UC_hqTEuc3xG4EtpgPAuVQkw,2025-12-12T02:22:18Z,,4,1,0,0,0,PT24S,hd,false,,22,en,en,none,https://i.ytimg.com/vi/w4f8xU98oG0/default.jpg,https://i.ytimg.com/vi/w4f8xU98oG0/hqdefault.jpg,https://i.ytimg.com/vi/w4f8xU98oG0/maxresdefault.jpg,,,br,pt,bangu,date
5,Garotos da periferia x Bangu,https://www.youtube.com/watch?v=0Eq2VtYqoPU,0Eq2VtYqoPU,Tá no BID Podcast ,UCYJN5G30hixjAqmWdjQ7D8g,2025-12-12T02:15:11Z,,0,0,0,0,0,P0D,sd,false,,17,pt-PT,pt-BR,upcoming,https://i.ytimg.com/vi/0Eq2VtYqoPU/default_live.jpg,https://i.ytimg.com/vi/0Eq2VtYqoPU/hqdefault_live.jpg,https://i.ytimg.com/vi/0Eq2VtYqoPU/maxresdefault_live.jpg,,,br,pt,bangu,date
6,"Estação de Guilherme da Silveira. Bangu, RJ.",https://www.youtube.com/watch?v=y3Rg9I4TMeg,y3Rg9I4TMeg,Daniel do RJ,UCCxTQLukWF-pJkcYLiXbhaA,2025-12-12T01:20:16Z,,393,9,0,0,0,PT19S,hd,false,,22,pt-PT,pt-PT,none,https://i.ytimg.com/vi/y3Rg9I4TMeg/default.jpg,https://i.ytimg.com/vi/y3Rg9I4TMeg/hqdefault.jpg,https://i.ytimg.com/vi/y3Rg9I4TMeg/maxresdefault.jpg,,,br,pt,bangu,date
7,Me Refrescando nos 50 graus de bangu ,https://www.youtube.com/watch?v=aHa51scl0PU,aHa51scl0PU,Vida Real Da Daiana,UCuySX1r_vrWiPLEbVJy-k-w,2025-12-12T00:11:41Z,"Canal do meu sobrinho caio
https://youtube.com/@VidaRealdoCaio?si=jQYNmr38K40dMviv

Canal da minha irmã dona Vanessa 
https://youtu.be/idj2U8ODsm8?si=5txQxdKPD0ppErFC

sejam todos bem vindos ao nosso canal ❤️ ❤️ ❤️ ❤️ 
link do grupo solidário 
https://chat.whatsapp.com/CmUDcT062sG8YmrYY4UxmS

Número do meu pix 
21 98193-4062 Daiana Cristina 

link do Instagram
https://www.instagram.com/daianadazorra?igsh=aHI3cjkwZWJ3Zjdu",1411,179,0,20,0,PT24M36S,hd,false,,22,pt-PT,pt-PT,none,https://i.ytimg.com/vi/aHa51scl0PU/default.jpg,https://i.ytimg.com/vi/aHa51scl0PU/hqdefault.jpg,https://i.ytimg.com/vi/aHa51scl0PU/maxresdefault.jpg,,,br,pt,bangu,date
8,Culto da Família - 11/12/25 - IMO Bangu,https://www.youtube.com/watch?v=sQfdy6IDsCc,sQfdy6IDsCc,Igreja Metodista Ortodoxa de Bangu,UCVAuC5Y_EIR7TBTw4UNxVMg,2025-12-11T22:56:24Z,"Sejam bem-vindos à Igreja Metodista Ortodoxa de Bangu!

Feliz 2026!

Culto da Família: Toda quinta-feira às 19h30.

Sigam as nossas redes sociais!

Facebook e Instagram: @imobangu",12,3,0,0,0,PT1H15M35S,sd,false,,24,pt-PT,en-US,none,https://i.ytimg.com/vi/sQfdy6IDsCc/default_live.jpg,https://i.ytimg.com/vi/sQfdy6IDsCc/hqdefault_live.jpg,,,,br,pt,bangu,date
9,Kavling Hanjawong Villas: Bisa Untuk Investasi &amp; Bangu Villa impian 🤩🏡🏞️,https://www.youtube.com/watch?v=c2dZuQI0o_U,c2dZuQI0o_U,Rian Kahfpro | The Hanjawong Villas,UC5HAP2udTiZLnD7De97swzg,2025-12-11T22:29:28Z,,0,0,0,0,0,PT56S,hd,false,,25,id,id,none,https://i.ytimg.com/vi/c2dZuQI0o_U/default.jpg,https://i.ytimg.com/vi/c2dZuQI0o_U/hqdefault.jpg,https://i.ytimg.com/vi/c2dZuQI0o_U/maxresdefault.jpg,,,br,pt,bangu,date
10,O Poder da Palavra | Michelle Firmino | Verbo da Vida Bangu,https://www.youtube.com/watch?v=yZxoJM4cg7w,yZxoJM4cg7w,Verbo da Vida Bangu,UCIS4q5CytHDJy-zi5b4J6rA,2025-12-11T22:30:28Z,"Venha Aprender sobre a Bênção de Deus! Desfrute de uma palavra que vai impactar a sua vida.

Se essa palavra falou com você deixe seu comentário e compartilhe com quem você ama.

Para o seu momento de gratidão e honra com os dízimos e ofertas:

Dados para transferência bancária:

Pix: 18679561000124

Banco da Igreja:             
Santander
Agência: 1670      
Conta Corrente: 1450-6                        
CNPJ: 18.679.561/0001-24

Acompanhe nossas redes sociais:

https://instagram.com/verbobangu",46,0,0,0,0,PT1H19M29S,sd,false,"verbo da vida, verbo da vida bangu, verbo da vida rio de janeiro, anthony guedes, mudar de vida, deus é bom, verbo bangu, bangu, rio de janeiro, adoração, louvor, salvação, jesus, Deus, evangelho, igreja, pregação, bíblia, palavra de Deus, Ministração",10,pt-PT,pt-BR,none,https://i.ytimg.com/vi/yZxoJM4cg7w/default_live.jpg,https://i.ytimg.com/vi/yZxoJM4cg7w/hqdefault_live.jpg,,,,br,pt,bangu,date
