"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Nicodinp","https://itunes.apple.com/br/reviews/id1399863921","1","Ideia de girico","Por que alguém achou que seria uma boa ideia colocar todos os jogos que existiam e colocar num jogo, pra piorar apagar eles do catálogo e fazer te que pagar para obter todos eles. Voltem com os jogos instalados separadamente, os favoritos eu tenho que pagar 😭😭😭eu sei que vocês querem money mas não dá 20 reais 💵 e um absurdo não tem desculpa, só atendem meu pedido","0","2025-06-06T10:34:33-07:00","12743404170","8.1.1498","0","4","Piores avaliadas"
"anacberg","https://itunes.apple.com/br/reviews/id1420544525","1","Não funciona","Minha filha amou o jogo é logo após a última atualização ele simplesmente não funciona mais, não abre!","0","2025-07-05T13:21:41-07:00","12856709769","8.2","0","4","Piores avaliadas"
"Sulanka23","https://itunes.apple.com/br/reviews/id321175031","1","Não gostei","Entrei no jogo e não tava nem entrando não consegui jogar.","0","2025-07-07T17:01:12-07:00","12865117575","8.2","0","4","Piores avaliadas"
"samybad","https://itunes.apple.com/br/reviews/id728182022","1","App não abre","Já tentei até reinstalar, o aplicativo não funciona de jeito nenhum.","0","2025-11-14T14:34:21-07:00","13398397242","8.4","0","4","Piores avaliadas"
"v*gjgv","https://itunes.apple.com/br/reviews/id1736449062","1","Esse jogo é uma m***","Eu instalei o jogo e os jogos estavam bloqueados fui fazer o login mas ele não aceitava,trava muito e não presta,se eu pudese dar menos de uma estrela eu daria 👎👎👎","0","2025-07-16T04:47:23-07:00","12898210715","8.2","0","4","Piores avaliadas"
"m23laura","https://itunes.apple.com/br/reviews/id1574874204","1","Decepcionante","O tempo é muito curto e quando criança eu jogava muito mas o tempo era muito curto e o meu pai não podia pagar e eu desinstalava e ficava triste e a minha prima quebrou celular dela porque ela ficou com raiva sério deixa gratuito isso é roubo e lavagem de dinheiro isso é chato sabia era só colocar anúncios e vocês não vão se criticados péssimo","0","2025-07-23T11:16:37-07:00","12927672393","8.2","0","4","Piores avaliadas"
"Loloi doida","https://itunes.apple.com/br/reviews/id1609809892","1","Muitas coisas pagas 💸💵💳","Este aplicativo é bom tenho 9 anos e adoro,mas ele tem muitas coisas pagas e isso prejudica muito o aplicativo por favor de uma melhorada nisso 😬😥😔","0","2025-06-29T15:09:19-07:00","12832868554","8.2","0","4","Piores avaliadas"
"Deveriam avaliar","https://itunes.apple.com/br/reviews/id1558508502","1","Cobrança","A assinatura diz ser ANUAL, mas TODO MÊS vocês descontam e se eu não pagar bloqueiam o app ????? Então por que dizem ser anual?","0","2025-08-07T12:15:24-07:00","12988234526","8.3","0","4","Piores avaliadas"
"GabiiiiButteraXD","https://itunes.apple.com/br/reviews/id1272181459","2","Estou decepcionada","Eu jogava sago mini na minha infância e o jogo era bom muito legal mesmo. Mas desde que essa empresa compro, tudo ficou pago! Tudo! Estragou a experiência inteira, eu sinto tanta falta de sago mini e toca boca antigamente, nem pra ter alguns jogos grátis, uns 5 ou mais. 😞😞😞estragou tudo!! Agora as empresas só pensam em dinheiro, e estraga toda
a experiência do consumidor.","0","2025-11-17T07:30:54-07:00","13409377008","8.4.1572","0","4","Piores avaliadas"
"Jubartek","https://itunes.apple.com/br/reviews/id198417713","2","Stopped working after last update","After the most recent update, it stopped working on IOS 12.5.7, an old iPad mini. Before, it worked perfectly. Can you fix it?","0","2025-11-10T12:59:48-07:00","13382085979","8.4","0","4","Piores avaliadas"
"Flor🌸🌸","https://itunes.apple.com/br/reviews/id1735446592","3","Blé","🥺","0","2025-11-01T16:12:35-07:00","13344314170","8.3.1538","0","4","Piores avaliadas"
"Suelen1990","https://itunes.apple.com/br/reviews/id1337549079","4","😡😡","Tem que pagar tudo tudinho mesmo","0","2025-09-22T14:11:21-07:00","13171700080","8.3.1536","0","4","Piores avaliadas"
"Julianarfr","https://itunes.apple.com/br/reviews/id200820428","5","Maya","Tenho 8 anos e gosto de jogar o jogo","0","2025-08-04T11:11:59-07:00","12975869629","8.2","0","4","Piores avaliadas"
"JubirubaOFC","https://itunes.apple.com/br/reviews/id1279667419","5","Melhor do mundo!!!","pago R$17,99 por ano, isso vale uma pena, obrigado! Mas vamos falar sobre outros assuntos.
Tem cinquenta jogos divertidos, aliás é muito jogo; valeu uma pena! Da pra você brincar com os bichinhos, a Jinja, o harvei, o jac, o robin, e a rouze.
OBRIGADO!","0","2025-07-25T15:39:55-07:00","12936445317","8.2","0","4","Piores avaliadas"
"GuiFrames","https://itunes.apple.com/br/reviews/id390099434","5","Melhor jogo","Meu filho ama!","0","2025-10-02T16:19:55-07:00","13215686605","8.3.1538","0","4","Piores avaliadas"
"Marina N H","https://itunes.apple.com/br/reviews/id1739478985","5","Excelente ⭐️⭐️⭐️⭐️⭐️","Tem muita coisa para comprar eu me divirto muito com isso e você pode se divertir com a sua família 👌👍👏🎉","0","2025-10-27T07:30:23-07:00","13321164730","8.3.1538","0","4","Piores avaliadas"
"weeeeebunny","https://itunes.apple.com/br/reviews/id1660780278","5","Suggestion","I love this game!! It's so cute and safe with no ads. My only suggestion would be to have the option to buy the minigames forever, even if it's one at a time. It would be very good!!","0","2025-11-18T07:08:18-07:00","13413112738","8.4.1572","0","4","Piores avaliadas"
