query,value
bitcoin hoje,100
bitcoin dolar,50
dolar,47
dólar,33
bitcoin dólar,33
bitcoin dólar hoje,21
bitcoin usd,20
dólar hoje,19
valor bitcoin,17
bitcoin hoje dolar,16
dolar hoje,16
bitcoin real,14
cotação bitcoin,12
bitcoin usd hoje,10
bitcoin em dolar,9
ethereum,8
bitcoin real hoje,7
valor do bitcoin,7
bitcoin agora,7
gráfico bitcoin,7
