regiao,valor
Roraima,100
Santa Catarina,98
Distrito Federal,98
Acre,93
Pará,91
Rio Grande do Sul,89
Mato Grosso,88
Mato Grosso do Sul,86
Tocantins,86
São Paulo,85
Espírito Santo,85
Paraná,84
Rio Grande do Norte,80
Rio de Janeiro,79
Ceará,77
Goiás,77
Rondônia,77
Amazonas,76
Minas Gerais,75
Alagoas,69
