query,value
bitcoin hoje,100
bitcoin dolar,51
dolar,51
bitcoin dólar,36
dólar,36
bitcoin usd,21
bitcoin dólar hoje,21
dólar hoje,20
bitcoin valor,18
dolar hoje,17
bitcoin hoje dolar,16
bitcoin real,16
cotação bitcoin,13
bitcoin usd hoje,11
ethereum,9
bitcoin em dolar,9
valor do bitcoin,8
bitcoin real hoje,8
bitcoin agora,7
gráfico bitcoin,7
