"query","value"
"cripto moeda","100"
"bitcoin","88"
"mercado cripto","85"
"cripto hoje","75"
"binance","64"
"comprar cripto","63"
"cripto moedas","63"
"criptomoedas","53"
"crypto","53"
"carteira cripto","48"
"o que é cripto","46"
"criptomoeda","34"
"solana","29"
"btc","29"
"cripto solana","27"
"cripto xrp","25"
"xrp","25"
"usdt","22"
"ethereum","20"
"imposto cripto","19"
