"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Mórra","https://itunes.apple.com/br/reviews/id274387204","5","Aplicativo ótimo","O horóscopo é muito bom e o tarôt parece até mágico, rs","0","2022-09-27T05:11:16-07:00","9126692490","5.8.3","0","1","Mais novos"
"Mjuzumas","https://itunes.apple.com/br/reviews/id151445261","5","Loved","AMO recomendo muito! Tem os significados das cartas de tarot (em inglês né) mas é muito útil","0","2017-10-25T10:07:56-07:00","1874455365","3.1","0","1","Mais novos"
"Lets10","https://itunes.apple.com/br/reviews/id194815576","5","Muito bom!","Muito bom!","0","2016-10-04T17:21:04-07:00","1461129325","2.3","0","1","Mais novos"
"Juro que eh o melhor","https://itunes.apple.com/br/reviews/id494626012","5","The most Powerfull tarot EVER!","Amazing!!","0","2016-08-08T07:12:36-07:00","1429278214","2.3","0","1","Mais novos"
"Alguém que não gosta de games","https://itunes.apple.com/br/reviews/id419995948","4","Muito bom","Gostei!","0","2015-10-18T10:25:59-07:00","1273683488","2.2","0","1","Mais novos"
