author,rating,title,content,votes,date
Marcio Ângelo,5,Ótimo,10,0,2025-12-09T11:29:34-07:00
Van-bu,5,Melhor APP,"Melhor APP, Agil, fácil e muito útil para o dia a dia",0,2025-12-08T18:56:04-07:00
Celamaxy,5,Amo,Incrível,0,2025-12-06T08:08:35-07:00
FadaNana@,1,Não adiciona o cartão,Não tô conseguindo adicionar meus cartões,0,2025-12-06T05:43:09-07:00
bekadina,1,Cartão do SUS,"Não consigo colocar o cartão do Sus na carteira, sempre aparece erro. 
Já desinstalei e instalei novamente e sempre dá erro.",0,2025-12-06T02:10:42-07:00
Vt453,5,Opção de senha,"Queria sugerir uma senha diferente do FACE ID. igual ao notas, para melhor segurança financeira",0,2025-12-05T06:48:51-07:00
UMA SUGESTÃO ✋,3,recusamento de pagamento,"recusa pagento dos outros, eu quero fazer a compra meu fi",0,2025-12-05T05:19:49-07:00
Prado2904,3,Problema pra add,"Sempre dando problema pra adicionar um cartão a carteira, tá difícil em",0,2025-12-02T16:33:25-07:00
heloisa.fr,1,Não consigo adicionar o cartão.,"Troquei de celular recentemente (Iphone para Iphone) e desde então, nesse celular atual que estou, não consigo mais adicionar nenhum cartão ao wallet, independente do banco. Já entrei em contato com as administradoras dos cartões e todos eles me falaram que está tudo ok! Fora que também não consigo excluir o cartão naquela aba “cartões encontrados para você”. Arrumem isso o mais rápido possível!",0,2025-12-02T12:37:11-07:00
rodrigoscsc,3,Ao excluir cartão e voltar para o app o cartão não foi excluído,Ao excluir cartão e voltar para o app o cartão não foi excluído,0,2025-12-02T08:02:03-07:00
Gabi Scussel,1,Não está funcionando,Sempre da erro para eu incluir o meu cartão,0,2025-12-02T06:35:43-07:00
querenzinha,1,Cartão Nubank,"Eu tinha o cartão da Nubank adicionado, só que ouve uma compra que não foi eu e tive que cancelar o cartão e fiz outro e tento adicionar na carteira da Apple e só dá erro! O que está acontecendo?",0,2025-12-01T05:25:56-07:00
R.L.Ott,1,Carrega e não adiciona,Ao tentar adicionar o cartão o app fica carregando eternamente e não consigo prosseguir.,0,2025-11-30T04:26:16-07:00
PauloXytake,1,"O básico, não tem. 😂",Não poder dar apelido aos cartões que na imagem da carteira são idênticos é a falta de liberdade e criatividade que só a Apple sabe proporcionar.,0,2025-11-27T13:13:11-07:00
alex pressao,1,Aos desenvolvedores do app,"Não consigo adicionar nenhum cartão 
Já troquei até de banco mas o problema é o app mesmo 
Vamos tentar resolver por favor",0,2025-11-24T09:45:35-07:00
Yohannp77,1,Não add cartão e ainda joga o problema na adm do cartao,Não funciona,0,2025-11-21T07:27:01-07:00
Daniel.Salid,1,Cartão devido,"Tirem essa viadagem de comprar as coisas somente no créditos. Permitem adicionar a opção débito também, porque é muita viadagem isso",0,2025-11-20T04:40:00-07:00
Eumaaykon,2,.,"Não dá para adicionar nenhum cartão de transporte do Brasil , só dá opção de cartão pra fora ..",0,2025-11-18T05:40:31-07:00
O conciente,5,Carteira Fulvio,"Ótimo,",0,2025-11-17T13:29:03-07:00
Domingos de Campos,5,Ótimo,"Prática , fácil e seguro",0,2025-11-17T10:44:58-07:00
cfranceschini,5,Excelente app!!,"Resolve tudo, não me preocupo com papel!!",0,2025-11-16T14:37:24-07:00
Lucas.reinaldos,1,Bem ruim,Saí da carteira do Google recentemente e percebi uma piora significativa. Infelizmente essa carteira não permite envio de pix e não aceita o cartão alelo,0,2025-11-15T08:24:44-07:00
Ane231,5,Bom,Muito útil para dias corridos,0,2025-11-15T05:35:31-07:00
NelsonC7Lopez9,1,Avisar cliente,1,0,2025-11-14T04:01:47-07:00
Le eee,5,Gosto,Gosto muito! Praticidade dms.,0,2025-11-12T06:59:57-07:00
GabrielCaetano,1,Erro crônico!,"Está impossível de usar o aplicativo Apple Pay, não consigo cadastrar nenhum dos meus cartões, pede pra contatar a operadora. Mais está tudo certo, aplena o aplicativo está me impedindo de cadastra e de pagar. Lamentável",1,2025-11-12T03:27:33-07:00
UHHUULL😜,1,ERRO AO ADICIONAR CARTÃO,Não consigo colocar meu cartão Will bank,0,2025-11-11T18:16:05-07:00
Vini1404,1,Não adiciona cartão,"Mesmo problema de todo mundo, não adicionar cartão e fala para entrar em contato com a administradora, mas está tudo certo",0,2025-11-11T16:10:09-07:00
analu_prtg,5,Muito bom e prático,"Amei, prático e tecnológico",0,2025-11-10T15:52:12-07:00
Dihgaum,1,Cartão de crédito no celular,"Não consigo incluir meus cartões na carteira , só da erro com a administradora do cartão está tudo certo!! Atualizei tudo porém não dá certo !!! Ficou péssimo",0,2025-11-09T01:17:38-07:00
LCGM2025,1,Não consigo adicionar cartões de empresas que estão na lista de parceiros!,Preciso de ajuda,0,2025-11-06T11:40:29-07:00
Milhões de vantagens,5,Viviane MSS,"Muito eficaz, prático e fácil de usar. Estou amando!",0,2025-11-05T09:54:41-07:00
Well6787,1,Cartão inválido,Não funciona,0,2025-11-04T17:52:12-07:00
Clebinhomenezes,1,Não está adicionando o cartão Santander,Ja entrei em contato com a administradora e o problema parece ser mesmo no aplicativo da Apple,0,2025-11-04T14:09:40-07:00
Luciano262,1,Não consigo retirar cartão carteira,Péssimo,0,2025-11-04T05:02:48-07:00
RHUANN20,1,Não consigo cadastra meu cartão,Erro ao cadastrar o cartão,0,2025-11-02T09:07:51-07:00
Joao Rennó,4,Atalhos,Poderia colocar um atalho para toda vez que fizer um pagamento abrir um scripts e colocar em um app ou planilha,0,2025-11-01T19:45:01-07:00
guta0304,5,Praticidade,Muito top usar essa comodidade.,0,2025-11-01T17:39:26-07:00
Zick jr,5,Ótimo App,👏👏👏,0,2025-11-01T16:53:23-07:00
ThaliAparecida,1,Não adiciona meus cartões,"Não consigo adicionar meus cartões, já tentei várias vezes e só dá erro. Entrei em contato com a administradora do cartão e lá está tudo certo. O problema é o aplicativo.",0,2025-11-01T12:29:05-07:00
