author,rating,title,content,votes,date
vmpa63,1,Pessimo,Não abre no Microsoft Edge. Quando tento abrir no chrome pede registration key que nem sei onde encontrar pois não veio no e-mail e tão pouco no spam.,0,2020-07-28T18:34:07-07:00
dacor,4,"Excelente funcionalidade, interface de usuário pode melhorar","Aplicativo muito bom, mais a interface de usuário não é muito amigável nem moderna, especialmente quando usado em iphone",0,2019-12-09T05:04:09-07:00
GuilhermoReis,1,Nem version has bug,When I include a new item every time I click on Edit Buttom the app close.,0,2015-11-25T09:55:27-07:00
Igor Valsichi,5,Excelente,"Simplesmente nao da pra ficar sem
Melhor ainda seria se a versao PC sincronizasse via iCloud tbm",0,2015-01-18T05:05:12-07:00
Octaviano Andrade,4,Nice but ...,The app is awesome but needs to be updated to use the Touch ID !!!,0,2014-12-24T04:48:08-07:00
wktsugue,1,Wasted my money!,I wasted my money! I must buy in-purchase Premium to be able to sync among my Mac and iPad / iPhone devices using Dropbox. I'm going to buy 1Password just now!,0,2014-07-25T05:35:15-07:00
Fangtasiadream,5,Não vivo sem!!!!,"É tanto login, senha, dados bancários, que o Data Vault Asciendo me dá a segurança de ter tudo reunido, para quando eu precisar, sem estar preocupada em esquecer iu carregando sempre comigo cartões. Minhas informações reservadas, sempre comigo. Muito bom. Me faz sentir segura. Acho ruim apenas a perda dos dados no caso da troca do aparelho, no meu caso, o iphone. Mas gosto demais e acho de extrema utilidade o aplicativo, que além de tudo é fácil de usar!",0,2014-03-09T19:50:37-07:00
Brockhof,5,Very Good!,Easy to use and Reliable,0,2014-01-29T04:19:12-07:00
fafs47,5,Aprovado,Aplicativo atende perfeitamente as minhas necessidades.,0,2013-07-15T06:17:16-07:00
Marcelodua,5,Muito bom,Muito bom! Muito útil!,0,2013-04-19T20:50:55-07:00
Tonilife,5,Excelente,Nao da para ficar sem este App.,0,2013-03-16T16:08:22-07:00
lilybs,4,Excelente!,Vale a pena confiar! So sinto falta de poder anexar imagens a itens...,0,2012-11-25T17:12:20-07:00
Scooby_br,4,mto bom,bastante útil...,0,2012-07-12T07:15:01-07:00
JoB/2010,5,Muito bom,Uso permanentemente,0,2012-06-29T11:20:06-07:00
Henriqy,5,Excelente aplicativo. Recomendo a todos.,"Ótimo aplicativo para guardar todos os dados confidenciais. Sincronizo todos os meus dados tanto no Desktop quanto no Iphone quanto no Ipad. Quando preciso, está tudo à mão. Henriqy",1,2010-12-09T04:30:52-07:00
