"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Joseilson 669","https://itunes.apple.com/br/reviews/id1446077133","2","Perdendo a graça!","Eu salvo o gráfico de um jeito, mas sempre que fecho e volto outro dia, as marcações ficam fora do lugar. Isso é irritante!","0","2025-12-07T05:28:27-07:00","13485916237","2.121.0","0","1","Mais novos"
"Gtfsetbv","https://itunes.apple.com/br/reviews/id195832772","5","Eric","Super intuitivo","0","2025-12-01T07:14:44-07:00","13462879403","2.120.2","0","1","Mais novos"
"DoctorFelippe","https://itunes.apple.com/br/reviews/id484161959","5","Bom!","Eficiente.","0","2025-11-29T02:55:31-07:00","13454207001","2.120.2","0","1","Mais novos"
"Volnistem","https://itunes.apple.com/br/reviews/id824989253","5","Bom app","App muito bom","0","2025-11-20T08:41:45-07:00","13420810448","2.120.1","0","1","Mais novos"
"HMoreira51","https://itunes.apple.com/br/reviews/id1857560532","2","Widgets dando erro","O app é muito bom, mas quase toda hora o widget da erro e não exibe as informações","0","2025-11-18T07:36:34-07:00","13413205329","2.120.1","0","1","Mais novos"
"edsc_","https://itunes.apple.com/br/reviews/id738798947","2","Última atualização sumiu o gráfico de 60minutos","Gosto muito do aplicativo e minha nota deveria ser 5 porém hoje fui atualizar e “sumiu” a possibilidade de ver o gráfico de 60minutos diretamente pela lista (normalmente eu vou passando de forma mais rápida direto na lista) agora tem semanal, 5 minutos, 120 minutos e 240 minutos. Por favor voltem com o de 60minutos ou me expliquem como volto para a versão anterior. Obrigado","0","2025-11-12T04:44:01-07:00","13388543031","2.119.3","0","1","Mais novos"
"Cicosk8","https://itunes.apple.com/br/reviews/id1349339144","5","Cícero","Muito bom","0","2025-11-01T08:08:01-07:00","13342647723","2.118.1","0","1","Mais novos"
"Marcio Ferro","https://itunes.apple.com/br/reviews/id145515982","5","Muito bom","Até para iniciantes é muito bom, ferramentas inclíveis","0","2025-10-28T12:35:18-07:00","13326463987","2.118.1","0","1","Mais novos"
"Breno Santana Bruno","https://itunes.apple.com/br/reviews/id1173910209","5","Good tool","If are you looking for a good toolkit to help you with your decision… you find","0","2025-10-21T10:14:37-07:00","13296138788","2.118.1","0","1","Mais novos"
"de Badek","https://itunes.apple.com/br/reviews/id608408979","3","⚠️ Por favor eu suplico","🆙 Adicionem a função Portfólio para a versão app. Chega ser absurdo vocês perderem o 1º lugar para o Yahoo Finanças por não terem o Portfólio disponível no app. Que mancada. Atualizem e sejam os melhores. 🎯","0","2025-10-15T04:08:55-07:00","13269100225","2.118.1","0","1","Mais novos"
