"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"higorhms","https://itunes.apple.com/br/reviews/id523263695","5","higor","bom demais","0","2025-11-18T03:56:41-07:00","13412477357","5.3.0","0","1","Mais novos"
"ftoquet","https://itunes.apple.com/br/reviews/id581290176","5","Best one","The Perfect one app for risk market","0","2025-11-01T07:49:21-07:00","13342569489","5.2.0","0","1","Mais novos"
"Rido@","https://itunes.apple.com/br/reviews/id1800864752","5","Excelente","Muito Boa Corretora Para Crypto E Nos Orienta E Informa Da Maneira Adequada!","0","2025-10-18T02:13:55-07:00","13281530606","5.1.0","0","1","Mais novos"
"Felipe Laraaa","https://itunes.apple.com/br/reviews/id911170066","5","Sem widget","Aplicativo ótimo e completo!! Porém, está sem widget depois das atualizações. Não sei se foi algo proposital ou por engano. Se for proposital, uma pena!  Se foi um erro, que erro problemático, fiquei achando que era meu celular ou algo assim.","0","2025-09-02T17:24:56-07:00","13092040865","4.78.1","0","1","Mais novos"
"Calango mago","https://itunes.apple.com/br/reviews/id1759599592","1","Removeram os widget com atualização.","Agora não consigo mais ver na minha tela principal o valor de mercado. Parabéns!","0","2025-08-06T15:04:20-07:00","12984641831","4.76.1","0","1","Mais novos"
"Ryomen yagami","https://itunes.apple.com/br/reviews/id1408843094","5","Melhor app","Do seguimento de monitorar bitcoin, esse é o melhor app que já usei, parabéns aos devs e a comunidade","0","2025-07-15T02:07:48-07:00","12893792795","4.75.0","0","1","Mais novos"
"junior sombra 123","https://itunes.apple.com/br/reviews/id1288313209","1","When will you update $BOB? Missing to include in markets:","@CoinMarketCap @coingecko 

When will you update $BOB? Missing to include in markets: 

@HTX_Global @Poloniex @MEXC_Official 

@BOB_bnbbuilder","0","2025-06-06T21:12:18-07:00","12745035853","4.72.1","0","1","Mais novos"
"Dangelord1","https://itunes.apple.com/br/reviews/id1431087735","5","Excelente!!!!","Tem muita credibilidade, as informações são verdadeiras e verdadeiras e importantes para tomadas de decisão!!!!","0","2025-05-01T03:33:18-07:00","12606281185","4.70.0","0","1","Mais novos"
"DanielCurcioCabral","https://itunes.apple.com/br/reviews/id224468716","1","Lixo, adiciono o ativo, mas não soma, bug!","Lixo, adicionamos o ativo e não soma. Erro de versão primária.","0","2025-04-02T18:19:31-07:00","12496730186","4.68.0","0","1","Mais novos"
"ggoggigguff","https://itunes.apple.com/br/reviews/id1314132018","5","Yes","App muito bom, com muitas funções que outros não tem é muito ágio!!!
E dá pra usar para tudo e muito mais.","0","2025-03-03T14:39:09-07:00","12378791816","4.65.3","0","1","Mais novos"
