title,developer,rating,ratings_count,id,url
Binance: Compre BTC e Cripto,Binance Switzerland AG,4.8,152354,1436799971,https://apps.apple.com/br/app/binance-compre-btc-e-cripto/id1436799971?uo=4
Bybit: Compre e negocie cripto,Bybit Fintech Limited,4.9,14188,1488296980,https://apps.apple.com/br/app/bybit-compre-e-negocie-cripto/id1488296980?uo=4
Bitcoin.com Cryptocurrency Cap,Bitcoin.com,4.8,248,1252903728,https://apps.apple.com/br/app/bitcoin-com-cryptocurrency-cap/id1252903728?uo=4
MB | Mercado Bitcoin: criptos,Mercado Bitcoin,4.6,22212,1439360986,https://apps.apple.com/br/app/mb-mercado-bitcoin-criptos/id1439360986?uo=4
Bitybank: Bitcoin e Crypto,Biscoint,4.9,8466,1588152503,https://apps.apple.com/br/app/bitybank-bitcoin-e-crypto/id1588152503?uo=4
Bitcoin!,Ketchapp,4.1,1671,1319025639,https://apps.apple.com/br/app/bitcoin/id1319025639?uo=4
NovaDAX - Bitcoin Exchange,NOVADAX BRASIL PAGAMENTOS LTDA,4.6,2644,1472203612,https://apps.apple.com/br/app/novadax-bitcoin-exchange/id1472203612?uo=4
Trust: Crypto & Bitcoin Wallet,DApps Platform Software Services Ltd.,4.7,11523,1288339409,https://apps.apple.com/br/app/trust-crypto-bitcoin-wallet/id1288339409?uo=4
"Crypto.com: Compre Cripto, BTC",Crypto.com,4.7,8390,1262148500,https://apps.apple.com/br/app/crypto-com-compre-cripto-btc/id1262148500?uo=4
Bitcoin Miner - Crypto Mining,Lowhill Games Oy,4.6,696,6468313323,https://apps.apple.com/br/app/bitcoin-miner-crypto-mining/id6468313323?uo=4
