author,rating,title,content,votes,date
dani_sepol,5,Loved it!,"I was looking for something like this for quite a while, and when i found Uxcel I was so excited! This platform is amazing and it’s really helping me a lot to always keep learning about Design.",0,2025-03-27T13:29:42-07:00
helloLoremipsum,5,it was a very good way to learn another language and improve my skills like a UX,The app helps me while i’m searching for jobs!,0,2025-03-16T08:29:15-07:00
donald norman,1,Portuguese versión,"I would pay if there was a Portuguese version. The app has great content but, the minimum requirement is to support other languages.",0,2025-03-03T18:07:52-07:00
Uramaki Fan,4,Nice app,"Pretty cool and have a lot of information, well based and smooth. It’s clearly a project from who like UI/UX Universe. I didn’t give five stars because there’s something to improve like more languages. I could assign a premium version if you have these options.",0,2024-06-05T06:58:47-07:00
294728478238,4,Very good but some polish needed,"Overall I have been enjoying it very much!

The app is good, the interactions are nice and the content is top notch.

There are just a couple points that I have found so far, in my first week using, that needs to be addressed:

1 - I go to bookmarks tab, it tells me that I don’t have any courses bookmarked, so I go to the courses page as instructed, but there are no way to bookmark the courses there, which is confusing.

2 - Another point is there’s no way to redo the test of a section, revisiting the topic you studied is crucial for learning, please add this possibility, it’s just redoing the same test that I just did.",0,2024-03-06T02:45:32-07:00
nandi.gab,4,Great platform,"I was expecting so much this app to be released. It’s great, the only thing is when I open the app it lead me to a course I’ve finished already. I was lost trying to find the other courses and go to the one I’m doing now. This is the only thing, all the rest is great!",0,2023-08-22T05:19:19-07:00
Gabe Attilio,4,Easier courses access,"Loved to have a smooth access to the courses, the experience is really simple and easy. What I miss is the relation with the career paths, and ability to make the assessments, that I believe that would be nice to have in the future.",0,2023-08-22T04:44:22-07:00
Aanuoluwapo 001,5,Way better than expected,I have been looking forward to using UXCEL on my cellphone and they didn’t disappoint at all.,0,2023-08-22T04:29:39-07:00
