query,value
bitcoin hoje,100
dolar,49
bitcoin dolar,48
bitcoin dólar,34
dólar,34
bitcoin usd,20
dólar hoje,19
bitcoin dólar hoje,19
bitcoin valor,18
bitcoin dolar hoje,16
dolar hoje,16
bitcoin real,15
bitcoin cotação,12
bitcoin usd hoje,10
ethereum,9
bitcoin em dolar,8
bitcoin agora,7
valor do bitcoin,7
bitcoin real hoje,7
bitcoin preço,7
