regiao,valor
Roraima,100
Pará,98
Santa Catarina,96
Distrito Federal,95
Acre,93
Espírito Santo,88
Mato Grosso,87
Rio Grande do Sul,86
São Paulo,84
Paraná,83
Tocantins,83
Amazonas,83
Mato Grosso do Sul,82
Rio de Janeiro,80
Rondônia,77
Rio Grande do Norte,76
Ceará,75
Goiás,74
Minas Gerais,74
Amapá,67
