regiao,valor
Tocantins,100
Rio Grande do Norte,56
Mato Grosso,53
Santa Catarina,39
Espírito Santo,38
Paraná,37
São Paulo,35
Goiás,32
Bahia,28
Minas Gerais,26
Maranhão,25
Rio de Janeiro,25
Distrito Federal,24
Rio Grande do Sul,23
Ceará,22
Pará,20
Pernambuco,13
Piauí,0
Amazonas,0
Paraíba,0
