regiao,valor
Rondônia,100
Sergipe,99
Alagoas,92
Bahia,79
Paraíba,74
Santa Catarina,74
Ceará,73
Pernambuco,72
Rio de Janeiro,71
Distrito Federal,70
Goiás,69
Pará,68
Espírito Santo,64
Rio Grande do Sul,62
Mato Grosso do Sul,62
São Paulo,62
Paraná,61
Piauí,58
Amazonas,58
Maranhão,53
Minas Gerais,52
Mato Grosso,51
Rio Grande do Norte,48
Acre,0
Roraima,0
