"autor","autorId","autorUrl","comentario","likes","publicado_em","atualizado_em","canReply","isPublic","totalReplyCount","replyCount","replies","video_id","video_titulo","ordenacao_comentario","ordenacao_comentario_nome"
"@shaamjaan2667","UC9Qsu0LQdBiR68hbYn2lYTg","http://www.youtube.com/@shaamjaan2667","Moye moye ho gya 
😂😅😅😂","57","2024-02-03T05:56:31Z","2024-02-03T05:56:31Z","True","True","2","2","[{'autor': '@MahamadAhamboubar', 'comentario': '😂😂😂😂😂😂😢😢😮😮💔💔💔😭😭😭', 'likes': 1, 'publicado_em': '2024-10-08T08:49:32Z'}, {'autor': '@РоманСадыгов-ц5н', 'comentario': '😊😊😊😊😊😊', 'likes': 0, 'publicado_em': '2024-12-21T05:12:43Z'}]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@ساليطه-ن7ط","UCUtzM6HHXRipVhlttb-bGOA","http://www.youtube.com/@%D8%B3%D8%A7%D9%84%D9%8A%D8%B7%D9%87-%D9%867%D8%B7","نتلوبوالبيززظ😢😢😢😢😢","6","2023-05-27T09:00:44Z","2023-05-27T09:00:44Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@officail_balliram_patel","UCcfEpOQuwnWq9gH4z30bgsQ","http://www.youtube.com/@officail_balliram_patel","Dimag Sahi lalaya","5","2022-08-23T15:07:28Z","2022-08-23T15:07:28Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@shankarsinghsingh8746","UCEoI4NCvK93Jz64BMRZ_N4w","http://www.youtube.com/@shankarsinghsingh8746","Super","5","2022-10-05T16:53:59Z","2022-10-05T16:53:59Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@mimotito6178","UCLgDY0w2aVzToKejKndOYvw","http://www.youtube.com/@mimotito6178","Hhhhhhh 😂🤣🤣","4","2022-12-01T07:53:10Z","2022-12-01T07:53:10Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@emadulislam7166","UClCTI6jncHqaN6Tpf-PB8Wg","http://www.youtube.com/@emadulislam7166","Ok","3","2023-03-17T14:49:11Z","2023-03-17T14:49:11Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@9TOWNBOY","UCBPVTBLv4oAMwvRxckQuDuQ","http://www.youtube.com/@9TOWNBOY","""How both greed and swindling works in one video""","0","2025-03-31T17:24:42Z","2025-03-31T17:24:42Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@احمدراغب-ح2ك","UClGiQd_L8Us7LEmKRzJ1Dqw","http://www.youtube.com/@%D8%A7%D8%AD%D9%85%D8%AF%D8%B1%D8%A7%D8%BA%D8%A8-%D8%AD2%D9%83","😂😂😢","0","2023-07-14T09:25:58Z","2023-07-14T09:25:58Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@Kellyn.lup1","UCdjivU6O-DyKBSwaOdw6yXQ","http://www.youtube.com/@Kellyn.lup1","😢😢😢","0","2024-04-15T02:04:16Z","2024-04-15T02:04:16Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@SHOOGRAME","UC0FBadYNCpXxiGtEGXrIFUg","http://www.youtube.com/@SHOOGRAME","😂😂😂😂😂😂😂😂😂😂😂😂","0","2023-07-10T10:52:45Z","2023-07-10T10:52:45Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","3","Mais curtidos"
"@officail_balliram_patel","UCcfEpOQuwnWq9gH4z30bgsQ","http://www.youtube.com/@officail_balliram_patel","Dimag Sahi lalaya","5","2022-08-23T15:07:28Z","2022-08-23T15:07:28Z","True","True","0","0","[]","8aYr2ueCFvs","HOW CRYPTOCURRENCY WORKS  💸💶","2","Mais antigos"
