"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Reusabilidade","https://itunes.apple.com/br/reviews/id221182505","5","Player","Parabéns pelo melhor player música espírita e rádio que toda a família pode ouvir","0","2025-03-01T17:46:43-07:00","12371382006","1.2.3","0","1","Mais novos"
"Bedi [<o>]","https://itunes.apple.com/br/reviews/id259135840","5","Excelente","Recomendo o aplicativo da emissora da fraternidade! Programação espírita de alta qualidade.","0","2023-08-22T01:51:45-07:00","10286214646","1.1.6","0","1","Mais novos"
"Iammarinasilva","https://itunes.apple.com/br/reviews/id243922063","5","Excelente!","Impossível não ouvir todos os dias! Bálsamo para quem vive neste mundo! Obrigada a todos pelo excelente trabalho!","0","2023-08-21T09:51:13-07:00","10283990300","1.1.6","0","1","Mais novos"
