"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Paulo Vitor Rocha","https://itunes.apple.com/br/reviews/id265645972","5","Companheiro de viagem","O app é incrível quando não estamos no rio é a alegria 😬","0","2015-06-20T17:04:25-07:00","1215361886","6.3","0","3","Melhores avaliadas"
"Wagner Cabral","https://itunes.apple.com/br/reviews/id444424988","5","Otimo app","Instalei e gostei...","0","2017-02-04T09:58:24-07:00","1537190022","6.8.01","0","3","Melhores avaliadas"
"FaPira43","https://itunes.apple.com/br/reviews/id480906886","5","Muito bom","Muito o Timer  para desligar o app.","0","2015-12-31T12:11:58-07:00","1309181463","6.6","0","3","Melhores avaliadas"
"Fui Faboz","https://itunes.apple.com/br/reviews/id378149013","4","Falta","Tem que mostrar o nome da música e do artista que está tocando e qual será a próxima música. Só falta isso...","0","2015-12-25T20:39:24-07:00","1306254488","6.6","0","3","Melhores avaliadas"
"fabioluizcs","https://itunes.apple.com/br/reviews/id41414216","4","Mara saudade","Como carioca que vive em Bh com este app mato saudades do Rio. Vale a pena à rádio é de otima qualidade","0","2015-03-01T04:42:44-07:00","1161100585","6.3","0","3","Melhores avaliadas"
"Vicky Silva","https://itunes.apple.com/br/reviews/id262249566","3",". ""Erro no áudio""","O app esta com problemas... ""Erro no áudio""","0","2014-01-09T02:53:38-07:00","922611849","3.0","0","3","Melhores avaliadas"
"danielec12","https://itunes.apple.com/br/reviews/id224974021","2","A rádio é ótima, já o app...","Infelizmente no meu iPhone trava toda hora... Já tentei desentalar e reinstalar e nada. 
Pena, pois adoro trabalhar ouvindo a radio","0","2014-06-16T07:31:49-07:00","1011348670","3.0","0","3","Melhores avaliadas"
"Cmt03","https://itunes.apple.com/br/reviews/id388375556","2","Não fornece informações da música","Seguindo na contramão das outras rádios. Não fornece informação alguma sobre o que está tocando, como radinho de pilha.","0","2014-12-24T11:21:59-07:00","1118621356","6.3","0","3","Melhores avaliadas"
"rlfabri","https://itunes.apple.com/br/reviews/id368968853","1","Infelizmente app ñ funciona!","Infelizmente app ñ funciona!","0","2013-12-30T16:42:57-07:00","917407536","3.0","0","3","Melhores avaliadas"
"Pedro da Bahia","https://itunes.apple.com/br/reviews/id343486676","1","Não funciona mesmo","Graças a Deuuuuus voltou a funcionar !!!!!!","0","2014-01-10T16:11:03-07:00","923377974","3.0","0","3","Melhores avaliadas"
"mathiasbs","https://itunes.apple.com/br/reviews/id127093592","1","Ta ruim","Só está dando um erro dizendo que o servidor da rádio não está respondendo. Isso também está acontecendo no tunein. A rádio é muito boa, mas não está dando a devida atenção aos seus ouvintes.","0","2014-08-24T21:42:56-07:00","1052883455","3.0","0","3","Melhores avaliadas"
"robson cranio","https://itunes.apple.com/br/reviews/id654729569","1","Não funciona não tem como ouvir as músicas","Não funciona não tem como ouvir as músicas","0","2021-04-18T09:53:49-07:00","7236969137","6.8.01","0","3","Melhores avaliadas"
"Eu amo cg","https://itunes.apple.com/br/reviews/id544754847","1","App","Não está funcionando nada, fico triste porque e uma rádio que gosto e gostaria de ter em meu aparelho 😢","0","2021-02-24T09:55:38-07:00","7033797536","6.8.01","0","3","Melhores avaliadas"
"Bye nai","https://itunes.apple.com/br/reviews/id309363090","1","Não vale a pena","A rádio é excelente, mas toda hora trava, irritante isso 😡","0","2016-05-11T16:05:03-07:00","1377149903","6.7.1","0","3","Melhores avaliadas"
"CHPSWORLD","https://itunes.apple.com/br/reviews/id306513944","1","Depois da ultima atualização o App nunca mais funcionou","Depois da ultima atualização o App nunca mais funcionou","0","2016-06-08T16:19:08-07:00","1391191016","6.8.01","0","3","Melhores avaliadas"
"camillambauer","https://itunes.apple.com/br/reviews/id439670919","1","Não funciona","Não funciona 😒😒","0","2016-09-04T07:08:58-07:00","1444450343","6.8.01","0","3","Melhores avaliadas"
"Cassia84","https://itunes.apple.com/br/reviews/id454877963","1","Não funciona!","Trava o tempo inteiro. Não funciona!","0","2017-01-16T19:22:21-07:00","1523844464","6.8.01","0","3","Melhores avaliadas"
"Jenifferlinhares","https://itunes.apple.com/br/reviews/id189823901","1","Não funciona","O App abre e não toca música alguma","0","2018-01-22T10:15:50-07:00","2115766887","6.8.01","0","3","Melhores avaliadas"
"Raphaellages","https://itunes.apple.com/br/reviews/id232073484","1","Nao funciona","Nao toca nada","0","2018-10-04T14:44:58-07:00","3264052275","6.8.01","0","3","Melhores avaliadas"
"Elite2014","https://itunes.apple.com/br/reviews/id368853042","1","Contra","Essa merda não funciona!!","0","2013-12-30T05:06:24-07:00","917135204","3.0","0","3","Melhores avaliadas"
