"query","value"
"bitcoin hoje","100"
"gráfico bitcoin","37"
"bitcoin dolar","32"
"bitcoin grafico","31"
"bitcoin real","27"
"bitcoin agora","25"
"mercado bitcoin","22"
"logo bitcoin","22"
"bitcoin tattoo","20"
"bitcoin moeda","19"
"bitcoin valor","17"
"bitcoin hoje dólar","15"
"bitcoin usd","15"
"valor bitcoin hoje","13"
"gráfico bitcoin dólar","13"
"bitcoin de hoje","12"
"quanto vale um bitcoin","12"
"bitcoin gif","11"
"solana","11"
"ethereum","10"
