"regiao","valor"
"Santa Catarina","100"
"Distrito Federal","96"
"Rio Grande do Sul","92"
"São Paulo","90"
"Paraná","88"
"Tocantins","87"
"Mato Grosso do Sul","86"
"Ceará","85"
"Espírito Santo","85"
"Pará","84"
"Rio de Janeiro","84"
"Mato Grosso","83"
"Roraima","81"
"Rondônia","77"
"Minas Gerais","76"
"Goiás","73"
"Rio Grande do Norte","73"
"Alagoas","67"
"Paraíba","67"
"Maranhão","66"
