engine,rank,title,link,snippet,displayLink,formattedUrl,htmlTitle,htmlSnippet,htmlFormattedUrl,kind,cacheId,metatags_title,metatags_description,metatags_image,regiao,idioma,termo,tentativa
google,1,Gato é capturado pela polícia depois de disparar alarme em banco ...,https://www.bbc.com/portuguese/articles/cg4n151wr42o,"1 de dez. de 2025 ... A polícia da Turquia atendeu a um chamado após o alarme de um banco da cidade de Aydin disparar. Mas, chegando lá, descobriu que ele tinha ...",www.bbc.com,https://www.bbc.com/portuguese/articles/cg4n151wr42o,<b>Gato</b> é capturado pela polícia depois de disparar alarme em banco ...,"1 de dez. de 2025 <b>...</b> A polícia da Turquia atendeu a um chamado após o alarme de um banco da cidade de Aydin disparar. Mas, chegando lá, descobriu que ele tinha&nbsp;...",https://www.bbc.com/portuguese/articles/cg4n151wr42o,customsearch#result,,Gato é capturado pela polícia depois de disparar alarme em banco - BBC News Brasil,Animal ficou preso do lado de dentro de uma agência na Turquia,https://ichef.bbci.co.uk/news/1024/branded_portuguese/2a43/live/a1a6b630-cee7-11f0-8c06-f5d460985095.jpg,br,pt,gato,1
google,2,Gato se perde dentro de avião durante voo e a aventura arranca ...,https://extra.globo.com/blogs/page-not-found/post/2025/12/gato-se-perde-dentro-de-aviao-durante-voo-e-a-aventura-arranca-sorrisos-dos-passageiros.ghtml,"2 de dez. de 2025 ... A Southwest Airlines permite que passageiros levem gatos a bordo de voos domésticos por US$ 125 (R$ 670) por trecho, desde que o companheiro de ...",extra.globo.com,https://extra.globo.com/.../gato-se-perde-dentro-de-aviao-durante-voo-e-a-a...,<b>Gato</b> se perde dentro de avião durante voo e a aventura arranca ...,"2 de dez. de 2025 <b>...</b> A Southwest Airlines permite que passageiros levem <b>gatos</b> a bordo de voos domésticos por US$ 125 (R$ 670) por trecho, desde que o companheiro de&nbsp;...",https://extra.globo.com/.../<b>gato</b>-se-perde-dentro-de-aviao-durante-voo-e-a-a...,customsearch#result,,Gato se perde dentro de avião durante voo e a aventura arranca sorrisos dos passageiros,A confusão gerada por um passageiro peludo que escapou da caixa de transporte arrancou sorrisos de um avião lotado de viajantes que comemoravam o Dia de Ação de Graças,https://s2-extra.glbimg.com/M3jsKJHFVZiU4mbMNxGlOEq2HJQ=/1200x/smart/filters:cover():strip_icc()/i.s3.glbimg.com/v1/AUTH_1f551ea7087a47f39ead75f64041559a/internal_photos/bs/2025/i/5/43mFmQT5OHJtA4j3EIiw/arte-21-.png,br,pt,gato,1
google,3,"Gato – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Gato,"O gato (nome científico: Felis catus) ou gato doméstico é um mamífero carnívoro da família dos felídeos, muito popular como animal de estimação.",pt.wikipedia.org,https://pt.wikipedia.org/wiki/Gato,"<b>Gato</b> – Wikipédia, a enciclopédia livre","O <b>gato</b> (nome científico: Felis catus) ou <b>gato</b> doméstico é um mamífero carnívoro da família dos felídeos, muito popular como animal de estimação.",https://pt.wikipedia.org/wiki/<b>Gato</b>,customsearch#result,,"Gato – Wikipédia, a enciclopédia livre",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Cat_August_2010-4.jpg/1200px-Cat_August_2010-4.jpg,br,pt,gato,1
google,4,Cadastrar cães e gatos,https://www.gov.br/pt-br/servicos/cadastrar-caes-e-gatos,"Tem por objetivo centralizar as informações sobre cães e gatos e seus tutores, em conformidade com a Lei nº 15.046, de 17 de dezembro de 2024, e com o Decreto ...",www.gov.br,https://www.gov.br/pt-br/servicos/cadastrar-caes-e-gatos,Cadastrar cães e <b>gatos</b>,"Tem por objetivo centralizar as informações sobre cães e <b>gatos</b> e seus tutores, em conformidade com a Lei nº 15.046, de 17 de dezembro de 2024, e com o Decreto&nbsp;...",https://www.gov.br/pt-br/servicos/cadastrar-caes-e-<b>gato</b>s,customsearch#result,,,,,br,pt,gato,1
google,5,Medalhão Língua de Gato 149G - Kopenhagen,https://www.kopenhagen.com.br/medalhao-lingua-de-gato-149g/p,"O clássico Língua de Gato em formato de medalhões de chocolate ao leite, em nova embalagem especial para o Natal. Ingredientes. açúcar, leite em pó integral, ...",www.kopenhagen.com.br,https://www.kopenhagen.com.br/medalhao-lingua-de-gato-149g/p,Medalhão Língua de <b>Gato</b> 149G - Kopenhagen,"O clássico Língua de <b>Gato</b> em formato de medalhões de chocolate ao leite, em nova embalagem especial para o Natal. Ingredientes. açúcar, leite em pó integral,&nbsp;...",https://www.kopenhagen.com.br/medalhao-lingua-de-<b>gato</b>-149g/p,customsearch#result,,"Medalhão Língua de Gato 149G - Home - Chocolates, Doces Finos, Trufas e mais na Loja Kopenhagen","O clássico Língua de Gato em formato de medalhões de chocolate ao leite, em nova embalagem especial para o Natal.",https://kopenhagen.vtexassets.com/arquivos/ids/170896/Medalhao-Lingua-de-Gato-149G.png?v=638968376042270000,br,pt,gato,1
google,6,"Homem que ""não gosta de gatos"" é desmentido pela esposa na web",https://www.metropoles.com/colunas/e-o-bicho/homem-que-nao-gosta-de-gatos-e-desmentido-pela-esposa-na-web,"13 de nov. de 2025 ... Um casal viveu uma história engraçada e comum quando se trata de gatos. Quando alguém diz não ser fã deles, o final quase sempre é ...",www.metropoles.com,https://www.metropoles.com/.../homem-que-nao-gosta-de-gatos-e-desmenti...,Homem que &quot;não gosta de <b>gatos</b>&quot; é desmentido pela esposa na web,"13 de nov. de 2025 <b>...</b> Um casal viveu uma história engraçada e comum quando se trata de <b>gatos</b>. Quando alguém diz não ser fã deles, o final quase sempre é&nbsp;...",https://www.metropoles.com/.../homem-que-nao-gosta-de-<b>gato</b>s-e-desmenti...,customsearch#result,,"Homem que ""não gosta de gatos"" é desmentido pela esposa na web","Um casal viveu uma história engraçada e comum quando se trata de gatos. Quando alguém diz não ser fã deles, o final quase sempre é conhecido",https://uploads.metroimg.com/wp-content/uploads/2025/11/12161016/Design-sem-nome-1-332.jpg,br,pt,gato,1
google,7,Gato: itens essenciais para o cuidado do animal,https://www.petz.com.br/gato,"Está procurando ração, areia, brinquedos, medicamentos e mais itens para seu gato? Confira as opções na Petz e mude a rotina do seu gato!",www.petz.com.br,https://www.petz.com.br/gato,<b>Gato</b>: itens essenciais para o cuidado do animal,"Está procurando ração, areia, brinquedos, medicamentos e mais itens para seu <b>gato</b>? Confira as opções na Petz e mude a rotina do seu <b>gato</b>!",https://www.petz.com.br/<b>gato</b>,customsearch#result,,,,https://images.petz.com.br/images/logo.png,br,pt,gato,1
google,8,Tablete Recheado Língua de Gato 90G - Kopenhagen,https://www.kopenhagen.com.br/tablete-recheado-lingua-de-gato-90g/p,"Ingredientes: açúcar, leite em pó integral, manteiga de cacau, pasta de cacau, gordura vegetal, creme de leite em pó (creme de leite, leite em pó desnatado, ...",www.kopenhagen.com.br,https://www.kopenhagen.com.br/tablete-recheado-lingua-de-gato-90g/p,Tablete Recheado Língua de <b>Gato</b> 90G - Kopenhagen,"Ingredientes: açúcar, leite em pó integral, manteiga de cacau, pasta de cacau, gordura vegetal, creme de leite em pó (creme de leite, leite em pó desnatado,&nbsp;...",https://www.kopenhagen.com.br/tablete-recheado-lingua-de-<b>gato</b>-90g/p,customsearch#result,,"Tablete Recheado Língua de Gato 90G - Home - Chocolates, Doces Finos, Trufas e mais na Loja Kopenhagen",O clássico Língua de Gato na versão Tablete Recheado! Toda a cremosidade e sabor do chocolate ao leite Kopenhagen pensado exclusivamente para você. Garanta o seu e se delicie!,https://kopenhagen.vtexassets.com/arquivos/ids/169657/Tablete-Recheado-Lingua-de-Gato-90G.png?v=638890769132500000,br,pt,gato,1
google,9,Nova Zelândia pretende erradicar milhões de gatos selvagens até ...,https://noticias.uol.com.br/meio-ambiente/ultimas-noticias/redacao/2025/12/01/nova-zelandia-pretende-erradicar-milhoes-de-gatos-selvagens-ate-2050.htm,"1 de dez. de 2025 ... O governo da Nova Zelândia pretende erradicar os gatos selvagens até 2050. O anúncio foi feito recentemente por Tama Potaka, ministro da ...",noticias.uol.com.br,https://noticias.uol.com.br/.../nova-zelandia-pretende-erradicar-milhoes-de-...,Nova Zelândia pretende erradicar milhões de <b>gatos</b> selvagens até ...,"1 de dez. de 2025 <b>...</b> O governo da Nova Zelândia pretende erradicar os <b>gatos</b> selvagens até 2050. O anúncio foi feito recentemente por Tama Potaka, ministro da&nbsp;...",https://noticias.uol.com.br/.../nova-zelandia-pretende-erradicar-milhoes-de-...,customsearch#result,,Governo da Nova Zelândia pretende erradicar milhões de gatos até 2050,"O governo da Nova Zelândia pretende erradicar os gatos selvagens até 2050. O anúncio foi feito recentemente por Tama Potaka, ministro da Conservação do país.O que aconteceuA espécie foi incluída na lista do programa Predator Free 2050, iniciativa que v",https://conteudo.imguol.com.br/c/noticias/a3/2025/11/25/gatos-selvagens-podem-ser-erradicados-na-nova-zelandia-1764105456414_v2_615x300.png,br,pt,gato,1
google,10,Panettone Trufado Gato Mia 630g - Brasil Cacau,https://www.brasilcacau.com.br/panettone--trufado-gato-mia-630g/p,"Panettone de massa branca com gotas de chocolate ao leite, com recheio tradicional, e parcialmente coberto de chocolate ao leite.",www.brasilcacau.com.br,https://www.brasilcacau.com.br/panettone--trufado-gato-mia-630g/p,Panettone Trufado <b>Gato</b> Mia 630g - Brasil Cacau,"Panettone de massa branca com gotas de chocolate ao leite, com recheio tradicional, e parcialmente coberto de chocolate ao leite.",https://www.brasilcacau.com.br/panettone--trufado-<b>gato</b>-mia-630g/p,customsearch#result,,Panettone Trufado Gato Mia 630g - Brasil Cacau | Chocolates,"Panettone de massa branca com gotas de chocolate ao leite, com recheio tradicional, e parcialmente coberto de chocolate ao leite.",https://brasilcacau.vtexassets.com/arquivos/ids/164537/Panettone--Trufado-Gato-Mia-630g.png?v=638991731297100000,br,pt,gato,1
