rank,titulo,autores,autores_lista,data,data_completa,link,resumo,categorias,categorias_lista,arxiv_id,doi,comment,journal_ref,primary_category,updated,published_parsed,termo
11,"Galaxy Activity, Torus and Outflow Survey (GATOS) X: Molecular gas clumpiness under the influence of AGN","Federico Esposito, Almudena Alonso-Herrero, Santiago García-Burillo, Ismael García-Bernete, Françoise Combes, Richard Davies, Enrique Lopez-Rodriguez, Omaira González-Martín, Cristina Ramos Almeida, Anelise Audibert, Erin K. S. Hicks, Miguel Querejeta, Claudio Ricci, Enrica Bellocchi, Peter Boorman, Andrew J. Bunker, Steph Campbell, Daniel E. Delaney, Tanio Díaz-Santos, Donaji Esparza-Arredondo, Sebastian Hönig, Álvaro Labiano Ortega, Nancy A. Levenson, Chris Packham, Miguel Pereira-Santaella, Rogemar A. Riffel, Dimitra Rigopoulou, David J. Rosario, Antonio Usero, Lulu Zhang","[""Federico Esposito"", ""Almudena Alonso-Herrero"", ""Santiago Garc\u00eda-Burillo"", ""Ismael Garc\u00eda-Bernete"", ""Fran\u00e7oise Combes"", ""Richard Davies"", ""Enrique Lopez-Rodriguez"", ""Omaira Gonz\u00e1lez-Mart\u00edn"", ""Cristina Ramos Almeida"", ""Anelise Audibert"", ""Erin K. S. Hicks"", ""Miguel Querejeta"", ""Claudio Ricci"", ""Enrica Bellocchi"", ""Peter Boorman"", ""Andrew J. Bunker"", ""Steph Campbell"", ""Daniel E. Delaney"", ""Tanio D\u00edaz-Santos"", ""Donaji Esparza-Arredondo"", ""Sebastian H\u00f6nig"", ""\u00c1lvaro Labiano Ortega"", ""Nancy A. Levenson"", ""Chris Packham"", ""Miguel Pereira-Santaella"", ""Rogemar A. Riffel"", ""Dimitra Rigopoulou"", ""David J. Rosario"", ""Antonio Usero"", ""Lulu Zhang""]",2025-10-21,2025-10-21T18:00:01Z,https://arxiv.org/abs/2510.18957v1,"The distribution of molecular gas on small scales regulates star formation and the growth of supermassive black holes in galaxy centers, yet the role of active galactic nuclei (AGN) feedback in shaping this distribution remains poorly constrained. We investigate how AGN influence the small-scale structure of molecular gas in galaxy centers, by measuring the clumpiness of CO(3 - 2) emission observed with the Atacama Large Millimeter/submillimeter Array (ALMA) in the nuclear regions (50 - 200 pc from the AGN) of 16 nearby Seyfert galaxies from the Galaxy Activity, Torus, and Outflow Survey (GATOS). To quantify clumpiness, we apply three different methods: (1) the median of the pixel-by-pixel contrast between the original and smoothed maps; (2) the ratio of the total excess flux to the total flux, after substracting the background smoothed emission; and (3) the fraction of total flux coming from clumpy regions, interpreted as the mass fraction in clumps. We find a negative correlation between molecular gas clumpiness and AGN X-ray luminosity (L_X), suggesting that higher AGN activity is associated with smoother gas distributions. All methods reveal a turnover in this relation around L_X = 10^{42} erg/s, possibly indicating a threshold above which AGN feedback becomes efficient at dispersing dense molecular structures and suppressing future star formation. Our findings provide new observational evidence that AGN feedback can smooth out dense gas structures in galaxy centers.",astro-ph.GA,"[""astro-ph.GA""]",2510.18957v1,,"14 pages, 13 figures, accepted for publication by Astronomy & Astrophysics",,astro-ph.GA,2025-10-21T18:00:01Z,"[2025, 10, 21, 18, 0, 1, 1, 294, 0]",gato
12,"The Galaxy Activity, Torus and Outflow Survey (GATOS) I. ALMA images of dusty molecular tori in Seyfert galaxies","S. García-Burillo, A. Alonso-Herrero, C. Ramos Almeida, O. González-Martín, F. Combes, A. Usero, S. Hönig, M. Querejeta, E. K. S. Hicks, L. K. Hunt, D. Rosario, R. Davies, P. G. Boorman, A. J. Bunker, L. Burtscher, L. Colina, T. Díaz-Santos, P. Gandhi, I. García-Bernete, B. García-Lorenzo, K. Ichikawa, M. Imanishi, T. Izumi, A. Labiano, N. A. Levenson, E. López-Rodríguez, C. Packham, M. Pereira-Santaella, C. Ricci, D. Rigopoulou, D. Rouan, T. Shimizu, M. Stalevski, K. Wada, D. Williamson","[""S. Garc\u00eda-Burillo"", ""A. Alonso-Herrero"", ""C. Ramos Almeida"", ""O. Gonz\u00e1lez-Mart\u00edn"", ""F. Combes"", ""A. Usero"", ""S. H\u00f6nig"", ""M. Querejeta"", ""E. K. S. Hicks"", ""L. K. Hunt"", ""D. Rosario"", ""R. Davies"", ""P. G. Boorman"", ""A. J. Bunker"", ""L. Burtscher"", ""L. Colina"", ""T. D\u00edaz-Santos"", ""P. Gandhi"", ""I. Garc\u00eda-Bernete"", ""B. Garc\u00eda-Lorenzo"", ""K. Ichikawa"", ""M. Imanishi"", ""T. Izumi"", ""A. Labiano"", ""N. A. Levenson"", ""E. L\u00f3pez-Rodr\u00edguez"", ""C. Packham"", ""M. Pereira-Santaella"", ""C. Ricci"", ""D. Rigopoulou"", ""D. Rouan"", ""T. Shimizu"", ""M. Stalevski"", ""K. Wada"", ""D. Williamson""]",2021-04-20,2021-04-20T20:01:28Z,https://arxiv.org/abs/2104.10227v2,"We present the first results of the Galaxy Activity, Torus and Outflow Survey (GATOS), a project aimed at understanding the properties of the dusty molecular tori and their connection to the host galaxy in nearby Seyfert galaxies. Our project expands the range of AGN luminosities and Eddington ratios covered by previous surveys of Seyferts conducted by ALMA and allows us to study the gas feeding and feedback cycle in a combined sample of 19 Seyferts. We used ALMA to obtain new images of the emission of molecular gas and dust using the CO(3-2) and HCO+(4-3) lines as well as their underlying continuum emission at 870 microns with high spatial resolutions (0.1'' ~ 7 - 13 pc) in the CND of 10 nearby (D < 28 Mpc) Seyfert galaxies. Our new ALMA observations detect 870 micron continuum and CO line emission from spatially resolved disks located around the AGN in all the sources. The bulk of the continuum flux can be accounted for by thermal emission from dust in the majority of the targets. For most of the sources the disks show a preponderant orientation perpendicular to the AGN wind axes, as expected for dusty molecular tori. The median diameters and molecular gas masses of the tori are ~ 42 pc, and ~ 6 x 10**5 Msun, respectively. We find a positive correlation between the line-of-sight gas column densities responsible for the absorption of X-rays and the molecular gas column densities derived from CO towards the AGN in our sources. The radial distributions of molecular gas in the CND of our combined sample show signs of nuclear-scale molecular gas deficits. We also detect molecular outflows in the sources that show the most extreme nuclear-scale gas deficits in our sample. These observations find for the first time supporting evidence that the imprint of AGN feedback is more extreme in higher luminosity and/or higher Eddington ratio Seyfert galaxies.",astro-ph.GA,"[""astro-ph.GA""]",2104.10227v2,10.1051/0004-6361/202141075,"41 pages, new version revised and accepted by A&A on the 22nd of June 2021","A&A 652, A98 (2021)",astro-ph.GA,2021-06-22T17:36:39Z,"[2021, 4, 20, 20, 1, 28, 1, 110, 0]",gato
13,"The Galaxy Activity, Torus, and Outflow Survey (GATOS). V: Unveiling PAH survival and resilience in the circumnuclear regions of AGN with JWST","I. García-Bernete, D. Rigopoulou, F. R. Donnan, A. Alonso-Herrero, M. Pereira-Santella, T. Shimizu, R. Davies, P. F. Roche, S. García-Burillo, A. Labiano, L. Hermosa Muñoz, L. Zhang, A. Audibert, E. Bellocchi, A. Bunker, F. Combes, D. Delaney, D. Esparza-Arredondo, P. Gandhi, O. González-Martín, S. F. Hönig, M. Imanishi, E. K. S. Hicks, L. Fuller, M. Leist, N. A. Levenson, E. Lopez-Rodriguez, C. Packham, C. Ramos Almeida, C. Ricci, M. Stalevski, M. Villar Martín, M. J. Ward","[""I. Garc\u00eda-Bernete"", ""D. Rigopoulou"", ""F. R. Donnan"", ""A. Alonso-Herrero"", ""M. Pereira-Santella"", ""T. Shimizu"", ""R. Davies"", ""P. F. Roche"", ""S. Garc\u00eda-Burillo"", ""A. Labiano"", ""L. Hermosa Mu\u00f1oz"", ""L. Zhang"", ""A. Audibert"", ""E. Bellocchi"", ""A. Bunker"", ""F. Combes"", ""D. Delaney"", ""D. Esparza-Arredondo"", ""P. Gandhi"", ""O. Gonz\u00e1lez-Mart\u00edn"", ""S. F. H\u00f6nig"", ""M. Imanishi"", ""E. K. S. Hicks"", ""L. Fuller"", ""M. Leist"", ""N. A. Levenson"", ""E. Lopez-Rodriguez"", ""C. Packham"", ""C. Ramos Almeida"", ""C. Ricci"", ""M. Stalevski"", ""M. Villar Mart\u00edn"", ""M. J. Ward""]",2024-09-09,2024-09-09T15:00:13Z,https://arxiv.org/abs/2409.05686v1,"We analyze JWST MIRI/MRS observations of the infrared PAH bands in the nuclear and circumnuclear regions of local AGN from the GATOS Survey. In this work, we examine the PAH properties in the circumnuclear regions of AGN and AGN-outflows, and compare them to those in star-forming regions and the innermost regions of AGN. This study employs 4.9-28.1 micron sub-arcsecond angular resolution data to investigate the properties of PAH in three nearby sources (DL~30-40 Mpc). Our findings align with previous JWST studies, showing that the central regions of AGN show a larger fraction of neutral PAH molecules (i.e. elevated 11.3/6.2 and 11.3/7.7 PAH ratios) compared to star-forming galaxies. We find that the AGN might affect not only the PAH population in the innermost region but also in the extended regions up to ~kpc scales. By comparing our observations to PAH diagnostic diagrams, we find that, in general, regions located in the projected direction of the AGN-outflow occupy similar positions on the PAH diagnostic diagrams as those of the innermost regions of AGN. Star-forming regions that are not affected by the AGN in these galaxies share the same part of the diagram as Star-forming galaxies. We examine the potential of the PAH-H2 diagram to disentangle AGN versus star-forming activity. Our results suggest that in Sy-like AGN, illumination and feedback from the AGN might affect the PAH population at nuclear and kpc scales, in particular, the ionization state of the PAH grains. However, PAH sizes are rather similar. The carriers of the ionized PAH bands (6.2 and 7.7 micron) are less resilience than those of neutral PAH bands (11.3 micron), which might be particularly important for strongly AGN-host coupled systems. Therefore, caution must be applied when using PAH bands as star-formation rate indicators in these systems even at kpc scales, with the ionized ones being more affected by the AGN.","astro-ph.GA, astro-ph.CO","[""astro-ph.GA"", ""astro-ph.CO""]",2409.05686v1,10.1051/0004-6361/202450086,"Accepted for publication in A&A. 21 pages, 13 Figures","A&A 691, A162 (2024)",astro-ph.GA,2024-09-09T15:00:13Z,"[2024, 9, 9, 15, 0, 13, 0, 253, 0]",gato
14,"The Galaxy Activity, Torus and Outflow Survey (GATOS): II. Torus and polar dust emission in nearby Seyfert galaxies","A. Alonso-Herrero, S. García-Burillo, S. F. Hoenig, I. García-Bernete, C. Ramos Almeida, O. González-Martín, E. López-Rodríguez, P. G. Boorman, A. J. Bunker, L. Burtscher, F. Combes, R. Davies, T. Díaz-Santos, P. Gandhi, B. García-Lorenzo, E. K. S. Hicks, L. K. Hunt, K. Ichikawa, M. Imanishi, T. Izumi, A. Labiano, N. A. Levenson, C. Packham, M. Pereira-Santaella, C. Ricci, D. Rigopoulou, P. Roche, D. J. Rosario, D. Rouan, T. Shimizu, M. Stalevski, K. Wada, D. Williamson","[""A. Alonso-Herrero"", ""S. Garc\u00eda-Burillo"", ""S. F. Hoenig"", ""I. Garc\u00eda-Bernete"", ""C. Ramos Almeida"", ""O. Gonz\u00e1lez-Mart\u00edn"", ""E. L\u00f3pez-Rodr\u00edguez"", ""P. G. Boorman"", ""A. J. Bunker"", ""L. Burtscher"", ""F. Combes"", ""R. Davies"", ""T. D\u00edaz-Santos"", ""P. Gandhi"", ""B. Garc\u00eda-Lorenzo"", ""E. K. S. Hicks"", ""L. K. Hunt"", ""K. Ichikawa"", ""M. Imanishi"", ""T. Izumi"", ""A. Labiano"", ""N. A. Levenson"", ""C. Packham"", ""M. Pereira-Santaella"", ""C. Ricci"", ""D. Rigopoulou"", ""P. Roche"", ""D. J. Rosario"", ""D. Rouan"", ""T. Shimizu"", ""M. Stalevski"", ""K. Wada"", ""D. Williamson""]",2021-07-01,2021-07-01T06:44:33Z,https://arxiv.org/abs/2107.00244v2,"We compare mid-IR and ALMA far-IR images of 12 nearby Seyferts selected from GATOS. The mid-IR unresolved emission contributes more than 60% of the nuclear emission in most galaxies. By contrast, the ALMA 870micron continuum emission is mostly resolved and typically along the torus equatorial direction (Paper I, Garcia-Burillo et al. 2021). The Eddington ratios and nuclear hydrogen column densities NH of half the sample are favorable to launching polar and/or equatorial dusty winds, according to simulations. Six show mid-IR extended emission in the polar direction as traced by the NLR and perpendicular to the ALMA emission. In a few, the nuclear NH might be too high to uplift large quantities of dusty material along the polar direction. Five galaxies have low NH and/or Eddington ratios and thus polar dusty winds are not likely. We generate new CAT3D-WIND disk-wind model images. At low wind-to-disk cloud ratios the far-IR model images have disk- and ring-like morphologies. The X-shape associated with dusty winds is seen better in the far-IR at intermediate-high inclinations for the extended-wind configurations. In most models, the mid-IR emission comes from the inner part of the disk/cone. Extended bi-conical and one-sided polar mid-IR emission is seen in extended-wind configurations and high wind-to-disk cloud ratios. When convolved to our resolution, the model images reproduce qualitative aspects of the observed morphologies. Low-intermediate wind-to-disk ratios are required to account for the large fractions of unresolved mid-IR emission. This work and Paper I provide observational support for the torus+wind scenario. The wind component is more relevant at high Eddington ratios and/or AGN luminosities, and polar dust emission is predicted at NH of up to $10^{24}$cm$^{-2}$. The torus/disk component, on the other hand, prevails at low luminosities and/or Eddington ratios. (Abridged)",astro-ph.GA,"[""astro-ph.GA""]",2107.00244v2,10.1051/0004-6361/202141219,"27 pages, 27 figures. Accepted for publication in A&A",,astro-ph.GA,2021-07-02T14:12:27Z,"[2021, 7, 1, 6, 44, 33, 3, 182, 0]",gato
15,"The Galaxy Activity, Torus, and Outflow Survey (GATOS): TBD. Unveiling physical processes in local active galaxies. Unsupervised hierarchical clustering of JWST MIRI/MRS observations","L. Hermosa Muñoz, J. R. González Fernández, A. Alonso-Herrero, I. García-Bernete, O. González-Martín, M. Pereira-Santaella, E. López-Rodríguez, C. Ramos Almeida, S. García-Burillo, L. Zhang, A. Audibert, E. Bellochi, F. Combes, T. Díaz-Santos, D. Esparza-Arredondo, B. García-Lorenzo, M. García-Marín, E. K. S. Hicks, Á. Labiano, N. A. Levenson, M. Martínez-Paredes, C. Packham, R. A. Riffel, D. Rigopoulou, J. Schneider, M. Villar-Martín","[""L. Hermosa Mu\u00f1oz"", ""J. R. Gonz\u00e1lez Fern\u00e1ndez"", ""A. Alonso-Herrero"", ""I. Garc\u00eda-Bernete"", ""O. Gonz\u00e1lez-Mart\u00edn"", ""M. Pereira-Santaella"", ""E. L\u00f3pez-Rodr\u00edguez"", ""C. Ramos Almeida"", ""S. Garc\u00eda-Burillo"", ""L. Zhang"", ""A. Audibert"", ""E. Bellochi"", ""F. Combes"", ""T. D\u00edaz-Santos"", ""D. Esparza-Arredondo"", ""B. Garc\u00eda-Lorenzo"", ""M. Garc\u00eda-Mar\u00edn"", ""E. K. S. Hicks"", ""\u00c1. Labiano"", ""N. A. Levenson"", ""M. Mart\u00ednez-Paredes"", ""C. Packham"", ""R. A. Riffel"", ""D. Rigopoulou"", ""J. Schneider"", ""M. Villar-Mart\u00edn""]",2025-09-17,2025-09-17T14:25:15Z,https://arxiv.org/abs/2509.14019v1,"With the rise of the integral field spectroscopy, we are currently dealing with large amounts of spatially resolved data, whose analysis has become challenging, especially when observing complex objects such as nearby galaxies. We aim to develop a method to automatically separate different physical regions within the central parts (1""~160 pc, on average) of galaxies. This can allow us to better understand the systems, and provide an initial characterisation of the main ionisation sources affecting its evolution. We have developed an unsupervised hierarchical clustering algorithm to analyse data cubes based on spectral similarity. It clusters together spaxels with similar spectra, which is useful to disentangle between different physical processes. We have applied this method to a sample of 15 nearby (distances <100 Mpc) galaxies, 7 from the Galaxy Activity, Torus, and Outflow Survey (GATOS) and 8 archival sources, all observed with the medium resolution spectrometer (MRS) of the Mid-Infrared Instrument (MIRI) on board of the JWST. From the clusters, we computed their median spectrum and measured the line and continuum properties. We used these measurements to train random forest models and create several empirical mid-IR diagnostic diagrams for the MRS channel 3 wavelength range, including among others the bright [Ne II], [Ne III], and [Ne V] lines, several H2 transitions, and PAH features. The clustering technique allows to differentiate emission coming from an AGN, the disc, and star forming regions in galaxies, and other composite regions, potentially ionised by several sources simultaneously. This is supported by the results from the empirical diagnostic diagrams, that are indeed able to separate physically distinct regions. This innovative method serves as a tool to identify regions of interest in any data cube prior to an in-depth analysis of the sources. [abridged]","astro-ph.GA, astro-ph.IM","[""astro-ph.GA"", ""astro-ph.IM""]",2509.14019v1,,Submitted to A&A,,astro-ph.GA,2025-09-17T14:25:15Z,"[2025, 9, 17, 14, 25, 15, 2, 260, 0]",gato
16,Determinant Formula for the Topological N=2 Superconformal Algebra,"Matthias Doerrzapf, Beatriz Gato-Rivera","[""Matthias Doerrzapf"", ""Beatriz Gato-Rivera""]",1999-05-10,1999-05-10T20:34:04Z,https://arxiv.org/abs/hep-th/9905063v2,"The Kac determinant for the Topological N=2 superconformal algebra is presented as well as a detailed analysis of the singular vectors detected by the roots of the determinants. In addition we identify the standard Verma modules containing `no-label' singular vectors (which are not detected directly by the roots of the determinants). We show that in standard Verma modules there are (at least) four different types of submodules, regarding size and shape. We also review the chiral determinant formula, for chiral Verma modules, adding new insights. Finally we transfer the results obtained to the Verma modules and singular vectors of the Ramond N=2 algebra, which have been very poorly studied so far. This work clarifies several misconceptions and confusing claims appeared in the literature about the singular vectors, Verma modules and submodules of the Topological N=2 superconformal algebra.","hep-th, math-ph, math.OA, math.QA, math.RT","[""hep-th"", ""math-ph"", ""math.OA"", ""math.QA"", ""math.RT""]",9905063v2,10.1016/S0550-3213(99)00427-7,"42 pages, 10 figures, Latex. References to the work of M. Yu and collaborators added. Minor improvements in footnotes 3 and 14. Very similar to the version published in Nucl. Phys. B",Nucl.Phys. B558 (1999) 503-544,hep-th,1999-12-14T10:44:40Z,"[1999, 5, 10, 20, 34, 4, 0, 130, 0]",gato
17,Analog of Menchov-Trokhimchuk theorem for monogenic functions in subspace of the three-dimensional commutative algebra,M. V. Tkachuk,"[""M. V. Tkachuk""]",2024-12-02,2024-12-02T10:02:11Z,https://arxiv.org/abs/2412.01870v1,The aim of this work is to weaken the conditions of monogenity for functions that take values in subspaces of one concrete three-dimensional commutative algebras over the field of complex numbers. The monogenity of the function understood as a combination of its continuity with the existence of a Gato derivative.,"math.CV, math.AP","[""math.CV"", ""math.AP""]",2412.01870v1,,"14 pages, in Ukrainian",,math.CV,2024-12-02T10:02:11Z,"[2024, 12, 2, 10, 2, 11, 0, 337, 0]",gato
18,A Generalist Agent,"Scott Reed, Konrad Zolna, Emilio Parisotto, Sergio Gomez Colmenarejo, Alexander Novikov, Gabriel Barth-Maron, Mai Gimenez, Yury Sulsky, Jackie Kay, Jost Tobias Springenberg, Tom Eccles, Jake Bruce, Ali Razavi, Ashley Edwards, Nicolas Heess, Yutian Chen, Raia Hadsell, Oriol Vinyals, Mahyar Bordbar, Nando de Freitas","[""Scott Reed"", ""Konrad Zolna"", ""Emilio Parisotto"", ""Sergio Gomez Colmenarejo"", ""Alexander Novikov"", ""Gabriel Barth-Maron"", ""Mai Gimenez"", ""Yury Sulsky"", ""Jackie Kay"", ""Jost Tobias Springenberg"", ""Tom Eccles"", ""Jake Bruce"", ""Ali Razavi"", ""Ashley Edwards"", ""Nicolas Heess"", ""Yutian Chen"", ""Raia Hadsell"", ""Oriol Vinyals"", ""Mahyar Bordbar"", ""Nando de Freitas""]",2022-05-12,2022-05-12T16:03:26Z,https://arxiv.org/abs/2205.06175v3,"Inspired by progress in large-scale language modeling, we apply a similar approach towards building a single generalist agent beyond the realm of text outputs. The agent, which we refer to as Gato, works as a multi-modal, multi-task, multi-embodiment generalist policy. The same network with the same weights can play Atari, caption images, chat, stack blocks with a real robot arm and much more, deciding based on its context whether to output text, joint torques, button presses, or other tokens. In this report we describe the model and the data, and document the current capabilities of Gato.","cs.AI, cs.CL, cs.LG, cs.RO","[""cs.AI"", ""cs.CL"", ""cs.LG"", ""cs.RO""]",2205.06175v3,,"Published at TMLR, 42 pages","Transactions on Machine Learning Research, 11/2022, https://openreview.net/forum?id=1ikK0kHjvj",cs.AI,2022-11-11T10:04:29Z,"[2022, 5, 12, 16, 3, 26, 3, 132, 0]",gato
19,Analog of Menchov-Trokhimchuk theorem for monogenic functions in three-dimensional commutative algebra,"M. V. Tkachuk, S. A. Plaksa","[""M. V. Tkachuk"", ""S. A. Plaksa""]",2020-06-20,2020-06-20T12:57:38Z,https://arxiv.org/abs/2006.12492v1,The aim of this work is to weaken the conditions of monogenity for functions that take values in one concrete three-dimensional commutative algebras over the field of complex numbers. The monogenity of the function understood as a combination of its continuity with the existence of a Gato derivative.,"math.CA, math.CV","[""math.CA"", ""math.CV""]",2006.12492v1,,"11 pages, in Ukrainian",,math.CA,2020-06-20T12:57:38Z,"[2020, 6, 20, 12, 57, 38, 5, 172, 0]",gato
20,"AvatarGPT: All-in-One Framework for Motion Understanding, Planning, Generation and Beyond","Zixiang Zhou, Yu Wan, Baoyuan Wang","[""Zixiang Zhou"", ""Yu Wan"", ""Baoyuan Wang""]",2023-11-28,2023-11-28T04:10:07Z,https://arxiv.org/abs/2311.16468v1,"Large Language Models(LLMs) have shown remarkable emergent abilities in unifying almost all (if not every) NLP tasks. In the human motion-related realm, however, researchers still develop siloed models for each task. Inspired by InstuctGPT, and the generalist concept behind Gato, we introduce AvatarGPT, an All-in-One framework for motion understanding, planning, generations as well as other tasks such as motion in-between synthesis. AvatarGPT treats each task as one type of instruction fine-tuned on the shared LLM. All the tasks are seamlessly interconnected with language as the universal interface, constituting a closed-loop within the framework. To achieve this, human motion sequences are first encoded as discrete tokens, which serve as the extended vocabulary of LLM. Then, an unsupervised pipeline to generate natural language descriptions of human action sequences from in-the-wild videos is developed. Finally, all tasks are jointly trained. Extensive experiments show that AvatarGPT achieves SOTA on low-level tasks, and promising results on high-level tasks, demonstrating the effectiveness of our proposed All-in-One framework. Moreover, for the first time, AvatarGPT enables a principled approach by iterative traversal of the tasks within the closed-loop for unlimited long-motion synthesis.",cs.CV,"[""cs.CV""]",2311.16468v1,,"22 pages, 21 figures",,cs.CV,2023-11-28T04:10:07Z,"[2023, 11, 28, 4, 10, 7, 1, 332, 0]",gato
