rank,titulo,url,url_mobile,resumo,extract_html,thumbnail,thumbnail_width,thumbnail_height,originalimage,originalimage_width,originalimage_height,lang,dir,timestamp,description,coordinates,snippet,size,wordcount,titlesnippet,sectiontitle,termo,idioma
11,Gato-bravo,https://pt.wikipedia.org/wiki/Gato-bravo,https://pt.wikipedia.org/wiki/Gato-bravo,"O gato-selvagem, também conhecido como gato-cabeçana ou gato-montês, é um pequeno felídeo do gênero Felis, natural da Europa, África e Ásia. A espécie é bastante versátil e ocupa habitats diversificados como savanas, florestas e estepes. O gato-doméstico evoluiu a partir do gato-selvagem e é considerado como sua subespécie.","<p>O <b>gato-selvagem</b>, também conhecido como <b>gato-cabeçana</b> ou <b>gato-montês</b>, é um pequeno felídeo do gênero <i>Felis</i>, natural da Europa, África e Ásia. A espécie é bastante versátil e ocupa habitats diversificados como savanas, florestas e estepes. O gato-doméstico evoluiu a partir do gato-selvagem e é considerado como sua subespécie.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Felis_silvestris_silvestris_Luc_Viatour.jpg/330px-Felis_silvestris_silvestris_Luc_Viatour.jpg,320,480,https://upload.wikimedia.org/wikipedia/commons/d/d0/Felis_silvestris_silvestris_Luc_Viatour.jpg,2723,4085,pt,ltr,2025-08-25T13:16:34Z,raça de gato,,"O <span class=""searchmatch"">gato</span>-selvagem (nome científico: Felis silvestris), também conhecido como <span class=""searchmatch"">gato</span>-cabeçana ou <span class=""searchmatch"">gato</span>-montês, é um pequeno felídeo do gênero Felis, natural",9248,1023,,,gato,pt
12,Le Maître chat ou le Chat botté,https://pt.wikipedia.org/wiki/Le_Ma%C3%AEtre_chat_ou_le_Chat_bott%C3%A9,https://pt.wikipedia.org/wiki/Le_Ma%C3%AEtre_chat_ou_le_Chat_bott%C3%A9,"Le Maître chat ou le Chat botté ou O Mestre Gato é um conto de fadas da autoria do escritor francês Charles Perrault, incluído no livro Les contes de ma mère l'Oye, publicado em 1697.[controverso]","<p><span style=""font-weight:bold;font-style:italic"">Le Maître chat ou le Chat botté</span> ou <i><b>O Mestre Gato</b></i> é um conto de fadas da autoria do escritor francês Charles Perrault, incluído no livro <i>Les contes de ma mère l'Oye</i>, publicado em 1697.<sup><span style=""color:gray"">[<span><span style=""color:gray"">controverso</span></span>]</span></sup></p>",https://upload.wikimedia.org/wikipedia/commons/8/84/Gustave_Dore_le_chat_botte.jpg,316,416,https://upload.wikimedia.org/wikipedia/commons/8/84/Gustave_Dore_le_chat_botte.jpg,316,416,pt,ltr,2025-07-07T21:14:13Z,conto de fada francês de 1697,," Nota: &quot;O <span class=""searchmatch"">Gato</span> de Botas&quot; redireciona para este artigo. Para outros significados, veja O <span class=""searchmatch"">Gato</span> de Botas (desambiguação). Le Maître chat ou le Chat botté",3413,442,,,gato,pt
13,Gato-pingado,https://pt.wikipedia.org/wiki/Gato-pingado,https://pt.wikipedia.org/wiki/Gato-pingado,"Gato-pingado é uma expressão dentro de uma expressão com numerosas variações: meia dúzia de gatos-pingados - entretanto, o uso dessa expressão carrega quase sempre um significado depreciativo.","<p><b>Gato-pingado</b> é uma expressão dentro de uma expressão com numerosas variações: <i>meia dúzia de gatos-pingados</i> - entretanto, o uso dessa expressão carrega quase sempre um significado depreciativo.</p>",,0,0,,0,0,pt,ltr,2025-12-10T00:17:19Z,,,"<span class=""searchmatch"">Gato</span>-pingado é uma expressão dentro de uma expressão com numerosas variações: meia dúzia de <span class=""searchmatch"">gatos</span>-pingados - entretanto, o uso dessa expressão carrega",1393,135,,,gato,pt
14,Gato preto,https://pt.wikipedia.org/wiki/Gato_preto,https://pt.wikipedia.org/wiki/Gato_preto,"Um gato preto ou gato negro, é um gato doméstico com melanismo, o que lhe confere a coloração escura de sua pelagem. Em diversas outras culturas os gatos pretos são reverenciados, sendo associados a presença de boa sorte.","<p>Um <b>gato preto</b> ou <b>gato negro</b>, é um gato doméstico com melanismo, o que lhe confere a coloração escura de sua pelagem. Em diversas outras culturas os gatos pretos são reverenciados, sendo associados a presença de boa sorte.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Black_cat_in_Pamukkale%2C_Turkey.jpg/330px-Black_cat_in_Pamukkale%2C_Turkey.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/1/1a/Black_cat_in_Pamukkale%2C_Turkey.jpg,1486,991,pt,ltr,2024-10-23T13:04:05Z,felino doméstico de coloração escura,,"Edgar Allan Poe, veja O <span class=""searchmatch"">Gato</span> Preto.  Nota: Para a loja portuguesa, veja <span class=""searchmatch"">Gato</span> Preto (loja). Um <span class=""searchmatch"">gato</span> preto ou <span class=""searchmatch"">gato</span> negro, é um <span class=""searchmatch"">gato</span> doméstico com melanismo",13307,1540,,,gato,pt
15,Jaguarundi,https://pt.wikipedia.org/wiki/Jaguarundi,https://pt.wikipedia.org/wiki/Jaguarundi,"O jaguarundi, também chamado eirá, gato-mourisco, gato-preto, gato-do-mato-vermelho e maracajá-preto, é um mamífero carnívoro da família dos felídeos (felidae) nativo do sul da América do Norte, e de boa parte da América Central e América do Sul, passando por quase todo o Brasil até o norte da Argentina. É de porte médio e esguio. Sua coloração é uniforme com duas formas de cores, cinza e vermelho. Apresenta corpo alongado, com pernas relativamente curtas, cabeça pequena e estreita, orelhas pequenas e redondas, focinho curto e cauda longa, lembrando mustelídeos nesses aspectos. É cerca de duas vezes maior que um gato doméstico, atingindo quase 360 milímetros no ombro e pesa 3,5–7 quilos.","<p>O <b>jaguarundi</b>, também chamado <b>eirá</b>, <b>gato-mourisco</b>, <b>gato-preto</b>, <b>gato-do-mato-vermelho</b> e <b>maracajá-preto</b>, é um mamífero carnívoro da família dos felídeos (<i>felidae</i>) nativo do sul da América do Norte, e de boa parte da América Central e América do Sul, passando por quase todo o Brasil até o norte da Argentina. É de porte médio e esguio. Sua coloração é uniforme com duas formas de cores, cinza e vermelho. Apresenta corpo alongado, com pernas relativamente curtas, cabeça pequena e estreita, orelhas pequenas e redondas, focinho curto e cauda longa, lembrando mustelídeos nesses aspectos. É cerca de duas vezes maior que um gato doméstico, atingindo quase 360 milímetros no ombro e pesa 3,5–7 quilos.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Puma_yaguarondi2.jpg/330px-Puma_yaguarondi2.jpg,320,163,https://upload.wikimedia.org/wikipedia/commons/7/7b/Puma_yaguarondi2.jpg,1100,560,pt,ltr,2025-08-25T21:27:37Z,Mamífero,,"antigo ou Puma yagouaroundi mais recente), também chamado eirá, <span class=""searchmatch"">gato</span>-mourisco, <span class=""searchmatch"">gato</span>-preto, <span class=""searchmatch"">gato</span>-do-mato-vermelho e maracajá-preto, é um mamífero carnívoro",48136,4706,,,gato,pt
16,Gato de Cheshire,https://pt.wikipedia.org/wiki/Gato_de_Cheshire,https://pt.wikipedia.org/wiki/Gato_de_Cheshire,"O Gato de Cheshire, Gato Risonho, Gato Listrado ou Gato Que Ri é um gato fictício famoso através do livro Alice no País das Maravilhas de Lewis Carroll.
A personagem é principalmente caracterizada pelo seu sorriso pronunciado. Embora mais celebrado relacionando-se a Alice no País das Maravilhas, o Gato de Cheshire antecede o romance de 1865 e transcende o contexto de literatura. Evidencia-se também na cultura popular e na mídia - da propaganda política à televisão -, sendo alvo de diversos estudos.
Uma da suas características mais distintas é que, de tempos em tempos, o seu corpo desaparece, com a última parte visível sendo o seu icônico sorriso.","<p>O <b>Gato de <i>Cheshire</i></b>, <b>Gato Risonho</b>, <b>Gato Listrado</b> ou <b>Gato Que Ri</b> é um gato fictício famoso através do livro Alice no País das Maravilhas de Lewis Carroll.
A personagem é principalmente caracterizada pelo seu sorriso pronunciado. Embora mais celebrado relacionando-se a <i>Alice no País das Maravilhas</i>, o Gato de Cheshire antecede o romance de 1865 e transcende o contexto de literatura. Evidencia-se também na cultura popular e na mídia - da propaganda política à televisão -, sendo alvo de diversos estudos.
Uma da suas características mais distintas é que, de tempos em tempos, o seu corpo desaparece, com a última parte visível sendo o seu icônico sorriso.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Cheshire_Cat_Tenniel.png/330px-Cheshire_Cat_Tenniel.png,320,320,https://upload.wikimedia.org/wikipedia/commons/1/1e/Cheshire_Cat_Tenniel.png,427,427,pt,ltr,2025-11-02T14:24:19Z,,,"O <span class=""searchmatch"">Gato</span> de Cheshire, <span class=""searchmatch"">Gato</span> Risonho, <span class=""searchmatch"">Gato</span> Listrado ou <span class=""searchmatch"">Gato</span> Que Ri é um <span class=""searchmatch"">gato</span> fictício famoso através do livro Alice no País das Maravilhas de Lewis Carroll",16854,2304,,,gato,pt
17,Gato-de-iriomote,https://pt.wikipedia.org/wiki/Gato-de-iriomote,https://pt.wikipedia.org/wiki/Gato-de-iriomote,O gato-de-iriomote é uma espécie de gato selvagem que vive exclusivamente na ilha de Iriomote no Japão.,<p>O <b>gato-de-iriomote</b> é uma espécie de gato selvagem que vive exclusivamente na ilha de Iriomote no Japão.</p>,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Iriomote_cat_Stuffed_specimen.jpg/330px-Iriomote_cat_Stuffed_specimen.jpg,320,240,https://upload.wikimedia.org/wikipedia/commons/f/f7/Iriomote_cat_Stuffed_specimen.jpg,3264,2448,pt,ltr,2022-12-14T21:31:55Z,,,"O <span class=""searchmatch"">gato</span>-de-iriomote (Prionailurus iriomotensis) é uma espécie de <span class=""searchmatch"">gato</span> selvagem que vive exclusivamente na ilha de Iriomote no Japão. O Commons possui uma",1080,75,,,gato,pt
18,Borba Gato,https://pt.wikipedia.org/wiki/Borba_Gato,https://pt.wikipedia.org/wiki/Borba_Gato,"Manuel de Borba Gato foi um juiz ordinário e bandeirante paulista, tendo iniciado suas atividades com o sogro, Fernão Dias Paes.","<p><b>Manuel de Borba Gato</b> foi um juiz ordinário e bandeirante paulista, tendo iniciado suas atividades com o sogro, Fernão Dias Paes.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Manuel_de_Borba_Gato.png/330px-Manuel_de_Borba_Gato.png,320,411,https://upload.wikimedia.org/wikipedia/commons/b/b9/Manuel_de_Borba_Gato.png,434,558,pt,ltr,2025-12-10T00:11:53Z,juiz e bandeirante paulista,," Nota: Para outros significados, veja Borba <span class=""searchmatch"">Gato</span> (desambiguação). Manuel de Borba <span class=""searchmatch"">Gato</span> (São Paulo dos Campos de Piratininga, 1649 – Nossa Senhora da Conceição",33102,4721,,,gato,pt
19,Mulher-Gato,https://pt.wikipedia.org/wiki/Mulher-Gato,https://pt.wikipedia.org/wiki/Mulher-Gato,"Mulher-Gato é o alter ego de Selina Kyle, uma personagem fictícia de histórias em quadrinhos; publicada pela editora estadunidense DC Comics, comumente em associação com o Batman. Criada por Bill Finger e Bob Kane, teve sua primeira aparição na edição número 1 de Batman, em 1940, no qual é conhecida como ""A Gata"". Mulher Gato foi tradicionalmente retratada como vilã do Batman, mas desde o final da década de 1960, ela veem sendo escrita mais simpática. Com a sua série mensal dos anos 1990, Selina Kyle foi restabelecida como anti-heroína no cânone da DC. Mulher Gato é conhecida por compartilhar uma rivalidade e romance complexo com Batman, permanecendo o mais longo interesse amoroso do super-herói.","<p><b>Mulher-Gato</b> é o alter ego de <b>Selina Kyle</b>, uma personagem fictícia de histórias em quadrinhos; publicada pela editora estadunidense DC Comics, comumente em associação com o Batman. Criada por Bill Finger e Bob Kane, teve sua primeira aparição na edição número 1 de <i>Batman,</i> em 1940, no qual é conhecida como ""A Gata"". Mulher Gato foi tradicionalmente retratada como vilã do Batman, mas desde o final da década de 1960, ela veem sendo escrita mais simpática. Com a sua série mensal dos anos 1990, Selina Kyle foi restabelecida como anti-heroína no cânone da DC. Mulher Gato é conhecida por compartilhar uma rivalidade e romance complexo com Batman, permanecendo o mais longo interesse amoroso do super-herói.</p>",https://upload.wikimedia.org/wikipedia/pt/8/8a/Mulher-gato.jpg,320,480,https://upload.wikimedia.org/wikipedia/pt/8/8a/Mulher-gato.jpg,320,480,pt,ltr,2025-11-29T22:26:29Z,personagem fictícia da DC,,"<span class=""searchmatch"">Gato</span>&quot;, veja Birds of Prey (série de televisão).  Nota: Para &quot;Mulher <span class=""searchmatch"">Gato</span>&quot; canção da cantora Wanessa Camargo, veja Mulher <span class=""searchmatch"">Gato</span> (canção). Mulher-<span class=""searchmatch"">Gato</span> (em",29053,3251,,,gato,pt
20,Família Borba Gato,https://pt.wikipedia.org/wiki/Fam%C3%ADlia_Borba_Gato,https://pt.wikipedia.org/wiki/Fam%C3%ADlia_Borba_Gato,"Os Borba Gato são uma importante família de origem açoriana, que no Brasil, se desenvolveu principalmente no estado de São Paulo, tendo entre seus membros muitos bandeirantes. A família surgiu no final do século XVI, na Ilha Terceira, como um fruto da união entre Isabel Afonso da Borba e Pedro Dias Gato.","<p>Os <b>Borba Gato</b> são uma importante família de origem açoriana, que no Brasil, se desenvolveu principalmente no estado de São Paulo, tendo entre seus membros muitos bandeirantes. A família surgiu no final do século XVI, na Ilha Terceira, como um fruto da união entre Isabel Afonso da Borba e Pedro Dias Gato.</p>",,0,0,,0,0,pt,ltr,2025-02-13T20:12:42Z,,,"Borba <span class=""searchmatch"">Gato</span> Maria de Borba <span class=""searchmatch"">Gato</span> Suzana Rodrigues de Borba <span class=""searchmatch"">Gato</span> Paulina de Borba <span class=""searchmatch"">Gato</span> Anna de Borba <span class=""searchmatch"">Gato</span> Isabel de Borba <span class=""searchmatch"">Gato</span> Manuel Pacheco <span class=""searchmatch"">Gato</span> — açoriano",3424,417,,,gato,pt
