rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,Bento e Totó - Bola Bolinha (Desenho Infantil),https://www.youtube.com/watch?v=tyerFps5ma8,tyerFps5ma8,Bento e Totó,UCeVpY5P9nvQavvVMaGadIyg,2023-02-16T18:00:23Z,"Bento e Totó - Bola Bolinha

Inscreva-se no nosso canal para assistir aos vídeos da série sempre em primeira mão.

➡️ Conheça o site oficial de Bento e Totó: 👇
http://www.bentoetoto.com.br 

👕 Confira as novas estampas da loja oficial do Bento e Totó: 👇
http://bit.ly/lojinha_bentoetoto

🎭 PRÓXIMOS SHOWS 🎭
https://bentoetoto.com.br/#shows
Para maiores informações sobre os shows: (11) 94036-8022

🥳 Acesse http://www.bentoetoto.com.br/festas
e saiba onde encontrar a linha de artigos 
de festas oficiais Tema Festas® Bento e Totó®

🎵 Ouça Bento e Totó no Spotify: 👇
https://bit.ly/bentoetoto_spotify

LETRA DA MÚSICA

Hey! Hey!
Hey! Hey! Hey!

Futebol usa bola
Ping-pong bolinha
A laranja é uma bola
a cereja é bolinha
A cebola é uma bola
a ervilha é bolinha
O melão é uma bola
e a uva é bolinha

Bola, bolinha, bola
Bolinha, bola, bolinha
Bola, rebola, embola
Escolhe a cor da bolinha

Oooooi... Azul!

Pega essa bola e rola
Quica essa bolinha
Descola do chão e decola
na piscina de bolinha

Hey! Hey!
Hey! Hey! Hey!

Tem bola de piscina
e Piscina de bolinha
A Terra é uma bola
e a Lua é bolinha

Se a linha embola
Desembola a linha
O chiclete faz bola
O sabão faz bolinha

Bola, bolinha, bola
Bolinha, bola, bolinha
Bola, rebola, embola
Escolhe a cor da bolinha

Oooooi... Vermelha!

(BIS)

#bentoetoto #bolabolinha #músicadabolinha

---------------------------------------------------------------------------

Bento e Totó
Produzido por: Xogoot Estúdio
Distribuído por: A2 Filmes

Autor: Paulo Santoro
Direção: Bruno Santoro
Cantora: Carolline Fernandes
Arranjos: Anderson Junior
Animação: Bruno Santoro
Personagens e Cenário: Paulo Santoro",685276385,756603,0,0,0,PT2M43S,hd,false,"bebê, criança, infantil, clipe musical, clipe animado, animação, desenho animado, cantiga de roda, cantiga infantil, clipezinho, videozinho, musiquinha, desenhinho, filho, filha, irmãozinho, irmãzinha, mamãe, papai, música infantil",1,pt,pt,none,https://i.ytimg.com/vi/tyerFps5ma8/default.jpg,https://i.ytimg.com/vi/tyerFps5ma8/hqdefault.jpg,https://i.ytimg.com/vi/tyerFps5ma8/maxresdefault.jpg,,,br,pt,bola,viewCount
2,Ayo!!! Mencari bola bersama!!!,https://www.youtube.com/watch?v=Nf9W3lK9xvs,Nf9W3lK9xvs,Zona Bermain Anak,UCuq1VSp1AewfAT_PsxxA6sw,2022-05-21T05:09:08Z,"Ayo teman teman, kita mencari bola bersama, mencari bola dikebun, ada banyak bola teman teman, lets go teman teman.. jangan lupa di like dan subscribe ya teman teman.. terima kasih

#balon 
#bermainbalon 
#balloons
#balloon
#poppingballoon
#meletuskanbalon
#mainbalon
#balonbersalju
#balonair
#balonberhadiah
#balonwarnawarni
#balonrainbow 
#surprise
#surpriseballoon
#waterballoons
#water
#bola
#bolabola
#bolakaret
#bolabesar
#bolalol
#bolakucing
#bolakelinci
#bolapanda
#boladunia
#bolasepak
#bolabasket
#bolafrozen
#bolamcqueen
#bolaunicorn
#bolawarnawarni
#bolaemoji 
#bolapelangi
#bolaangka
#bolaspiderman
#bolaultraman
#bolakecil
#ball
#football
#popit
#popitrainbow
#popittas
#mainpopit
#bermainpopit
#ice
#icecream
#eskrim 
#boba
#bonekaboba
#bermainboba 
#mainboba
#permen
#permenyupi
#permenenak
#lolipop
#mainan
#play
#game
#toys
#video
#videos
#subcribers
#subscribe
#mantul
#mantap
#keren
#seru
#nice
#lucu
#like
#likes
#likeforlike
#likeforlikes
#zona
#zonaanak
#Zonabermain
#anakbermain
#bermainanak
#zonabermainanak",340602621,413769,0,0,0,PT2M46S,hd,true,"bola, mencari bola, bermain bola, ball videos, ball video, ball, yummy yummy song, cocomelon, balloon cartoon, ball videos for babies, ball cartoon, cocomelon abc, balloon video, yummy yummy, daddy finger song",24,id,id,none,https://i.ytimg.com/vi/Nf9W3lK9xvs/default.jpg,https://i.ytimg.com/vi/Nf9W3lK9xvs/hqdefault.jpg,https://i.ytimg.com/vi/Nf9W3lK9xvs/maxresdefault.jpg,,,br,pt,bola,viewCount
3,Bento e Totó - Joga Bola (Desenho Infantil),https://www.youtube.com/watch?v=z4M1380R_hw,z4M1380R_hw,Bento e Totó,UCeVpY5P9nvQavvVMaGadIyg,2018-01-05T13:00:06Z,"Bento e Totó - Joga Bola
Oferecimento: BMart
Conheça os endereços das Lojas em http://www.bmart.com.br

➡️ Conheça o site oficial de Bento e Totó: 👇
http://www.bentoetoto.com.br 

👕 Confira as novas estampas da loja oficial do Bento e Totó: 👇
http://bit.ly/lojinha_bentoetoto

🎭 PRÓXIMOS SHOWS 🎭
https://bentoetoto.com.br/#shows
Para maiores informações sobre os shows: (11) 94036-8022

🥳 Acesse http://www.bentoetoto.com.br/festas
e saiba onde encontrar a linha de artigos 
de festas oficiais Tema Festas® Bento e Totó®

🎵 Ouça Bento e Totó no Spotify: 👇
https://bit.ly/bentoetoto_spotify

LETRA DA MÚSICA

Jogar bola é brincadeira, é festa, é...
alegria e pura diversão
A bola rola, quica, sobe e encesta
Dribla, chuta, é gol!

Joga bola, joga bola
com o pé e com a mão
Joga bola, joga bola
para o alto e para o chão

Jogar bola é energia à beça e...
faz você virar um campeão
Pega a bola chuta ou arremessa
Subiu, bateu, voltou

Joga bola, joga bola
com o pé e com a mão
Joga bola, joga bola
para o alto e para o chão

Vem pra brincadeira
Vem pra diversão
Jogue como quiser
Nosso time agora vai ser o campeão!

Joga bola, joga bola
com o pé e com a mão
Joga bola, joga bola
para o alto e para o chão

---------------------------------------------------------------------------

Bento e Totó
Produzido por: Xogoot Estúdio
Licenciado por: A2 Filmes

Autor: Paulo Santoro
Direção: Bruno Santoro
Cantores: Enzo Santoro e Carolline Fernandes
Arranjos: Anderson Junior
Animação: Bruno Santoro
Personagens e Cenário: Paulo Santoro",317967736,340327,0,0,0,PT2M33S,hd,false,"bebê, criança, infantil, clipe musical, clipe animado, animação, desenho animado, cantiga de roda, cantiga infantil, clipezinho, videozinho, musiquinha, desenhinho, filho, filha, irmãozinho, irmãzinha, irmão, irmã, mamãe",1,pt,pt,none,https://i.ytimg.com/vi/z4M1380R_hw/default.jpg,https://i.ytimg.com/vi/z4M1380R_hw/hqdefault.jpg,https://i.ytimg.com/vi/z4M1380R_hw/maxresdefault.jpg,,,br,pt,bola,viewCount
4,BOLA PARA SEMPRE !! #shorts,https://www.youtube.com/watch?v=op5hDr4D7YQ,op5hDr4D7YQ,Anninha,UC7-xgj9qGUt4qL_2zcR7Clg,2024-12-10T15:01:00Z,,291191377,1878616,0,4149,0,PT12S,hd,false,,24,pt-BR,pt-BR,none,https://i.ytimg.com/vi/op5hDr4D7YQ/default.jpg,https://i.ytimg.com/vi/op5hDr4D7YQ/hqdefault.jpg,https://i.ytimg.com/vi/op5hDr4D7YQ/maxresdefault.jpg,,,br,pt,bola,viewCount
5,"NOVO! Aprendendo as cores com Bolas de Futebol, Bento e Totó (Vídeos Educativos)",https://www.youtube.com/watch?v=FQsVNBH13FA,FQsVNBH13FA,Bento e Totó,UCeVpY5P9nvQavvVMaGadIyg,2019-07-21T15:41:58Z,"Bento e Totó - Aprendendo as Cores - Bolas de Futebol Coloridas

Inscreva-se no nosso canal para assistir aos vídeos da série sempre em primeira mão.

➡️ Conheça o site oficial de Bento e Totó: 👇
http://www.bentoetoto.com.br 

👕 Confira as novas estampas da loja oficial do Bento e Totó: 👇
http://bit.ly/lojinha_bentoetoto

🎭 PRÓXIMOS SHOWS 🎭
https://bentoetoto.com.br/#shows
Para maiores informações sobre os shows: (11) 94036-8022

🥳 Acesse http://www.bentoetoto.com.br/festas
e saiba onde encontrar a linha de artigos 
de festas oficiais Tema Festas® Bento e Totó®

🎵 Ouça Bento e Totó no Spotify: 👇
https://bit.ly/bentoetoto_spotify

---------------------------------------------------------------------------

Bento e Totó
Produzido por: Xogoot Estúdio
Licenciado por: A2 Filmes",103266447,191403,0,0,0,PT10M34S,hd,false,"bebê, criança, infantil, desenho animado, cantiga de roda, cantiga infantil, clipezinho, videozinho, musiquinha, desenhinho, irmãozinho, irmãzinha, música infantil, aprenda as cores, ensinando as cores, Desenho do Play Kids, ensinar as cores, as cores em português, as cores para aprender, colors kids",1,pt,pt,none,https://i.ytimg.com/vi/FQsVNBH13FA/default.jpg,https://i.ytimg.com/vi/FQsVNBH13FA/hqdefault.jpg,https://i.ytimg.com/vi/FQsVNBH13FA/maxresdefault.jpg,,,br,pt,bola,viewCount
6,Aku Mengisi Seluruh Kolam Renang Dengan Bola!,https://www.youtube.com/watch?v=PaIECPP9bNE,PaIECPP9bNE,Jess No Limit,UCvh1at6xpV1ytYOAzxmqUsA,2023-08-13T01:00:09Z,#shorts,97416530,4738574,0,13132,0,PT50S,hd,false,"challenge, koran, newspaper, berat badan, vector, Vector, mrbeast, Mrbeast, jess, jessno, Jess No Limit, JessNoLimit, jes, ilusi, ilusion, magic, Butuh Berapa Banyak Bola Untuk Penuhin 1 Kolam Renang?, berapa banyak, jesse, airack",24,id,id,none,https://i.ytimg.com/vi/PaIECPP9bNE/default.jpg,https://i.ytimg.com/vi/PaIECPP9bNE/hqdefault.jpg,https://i.ytimg.com/vi/PaIECPP9bNE/maxresdefault.jpg,,,br,pt,bola,viewCount
7,Canção da Família Papai Dedo | Brinque com bolas | Leo em Português - Canções Infantis,https://www.youtube.com/watch?v=H4VDnVJsIqI,H4VDnVJsIqI,Leo em Português - Canções Infantis,UC6pcifBmqOrruwTfwjfCTWA,2024-08-30T11:00:17Z,"Canção da Família Papai Dedo | Brinque com bolas | Leo em Português - Canções Infantis

#bolas #bola #bolascoloridas #fingerfamily #daddyfingersong #familiadededos #brazil 

👉 Aproveite Mais Canções Divertidas por aqui!: https://www.youtube.com/playlist?list=PLIetuh_oRWuSxMYEOFHhw714mWuWNiVgU

👉 Se inscreva para assistir nossos novos vídeos todos os dias: https://www.youtube.com/@LeoemPortugues-CancoesIn-pz4vn

#LeoemPortuguês #bebe #Crianças #préescola #CançõesInfantil #desenhoinfantil #MúsicasInfantis #desenhosanimados #educaçãoinfantil #vídeosinfantis #vídeosparacrianças #musicaparabebes",82953088,171175,0,0,0,PT8M57S,hd,false,"Leo em Português, bebê, criança, desenho infantil, desenhos animados, músicas infantis, canção infantil, canção de bebê, música para crianças, música para bebés, história infantil, vídeos infantis, educação infantil, vídeos para crianças, vídeos educativos, crianças aprendendo vídeo, pré escola, cores, aprender as cores, familia de dedos",10,pt-PT,pt,none,https://i.ytimg.com/vi/H4VDnVJsIqI/default.jpg,https://i.ytimg.com/vi/H4VDnVJsIqI/hqdefault.jpg,https://i.ytimg.com/vi/H4VDnVJsIqI/maxresdefault.jpg,,,br,pt,bola,viewCount
8,MOST IMPOSSIBLE Goalkeeper Saves in Football #1,https://www.youtube.com/watch?v=yxvaURdWJS8,yxvaURdWJS8,TKHD,UCSpvzqzfRAJGAWcuYjxWRbw,2021-04-16T10:00:35Z,"Best and impossible goalkeeper saves in football. De Gea, ter Stegen, Neuer, Jan Oblak, Courtois, Donnarumma, Lloris and more in video!

⚽ Goalkeeper Saves Part 2 👉 https://youtu.be/NwRk7KRlTVo

C'mon guys subscribe!😍",68537950,360432,0,5228,0,PT8M40S,hd,false,"Goalkeeper, Goalkeeper Saves, Football goalkeeper, Football saves, TKHD, impossible save, football history",17,en,en,none,https://i.ytimg.com/vi/yxvaURdWJS8/default.jpg,https://i.ytimg.com/vi/yxvaURdWJS8/hqdefault.jpg,https://i.ytimg.com/vi/yxvaURdWJS8/maxresdefault.jpg,,,br,pt,bola,viewCount
9,KOLAM RENANG BOLA RAKSASA!!,https://www.youtube.com/watch?v=yvefq9DjqI8,yvefq9DjqI8,Willie Salim,UCPCaXSwaos-QI03iZtx8I6g,2023-07-14T05:13:43Z,,62328283,0,0,27769,0,PT52S,hd,false,,22,id,id,none,https://i.ytimg.com/vi/yvefq9DjqI8/default.jpg,https://i.ytimg.com/vi/yvefq9DjqI8/hqdefault.jpg,https://i.ytimg.com/vi/yvefq9DjqI8/maxresdefault.jpg,,,br,pt,bola,viewCount
10,É uma bola?,https://www.youtube.com/watch?v=KIipIQpJ7uQ,KIipIQpJ7uQ,Goleiro Sem Capacete,UCyWfZ4j_WnSQ7hvaTDvKZgQ,2023-10-15T15:30:00Z,,54615248,851139,0,953,0,PT9S,hd,false,"goleiro de capacete, goleiro de capacete shorts, treino de goleiro, meme de goleiro, erros de goleiro, goleiro, luva de goleiro, frangos de goleiro, erro de goleiro, goleiro shorts, defesas de goleiro, luvas de goleiro, piores frangos de goleiro, treinamento de goleiro, defesas de goleiros, goleiro meme, goleiro de varzea, tipos de goleiro, papo de goleiro, erros engraçados de goleiros",17,pt-PT,pt-PT,none,https://i.ytimg.com/vi/KIipIQpJ7uQ/default.jpg,https://i.ytimg.com/vi/KIipIQpJ7uQ/hqdefault.jpg,https://i.ytimg.com/vi/KIipIQpJ7uQ/maxresdefault.jpg,,,br,pt,bola,viewCount
