author,rating,title,content,votes,date
Zarrachess,5,Getting better every day,I like it,0,2021-05-08T00:48:07-07:00
Praxedes Augusto,5,Great,❤️,0,2021-05-01T18:31:55-07:00
Silvanewton,1,Don’t work,This app don’t work.,0,2021-01-05T19:19:24-07:00
Nicollyger,5,Love this bot,🤗,0,2021-01-05T02:22:34-07:00
Patatiba4U,5,Love it,I am not a trader though I really feel like one with this app.,0,2020-12-24T16:07:54-07:00
Ajifoensifnshfosb,1,Couldn’t Login,"The app doesn’t let me login. Although i tried several times, with the right password, it just shows a “{}” in red, but nothing happens.",0,2020-11-06T10:54:37-07:00
Mauricio mzfshark,5,Muito usual,App ajuda muito com notificacoes e permite acoes rapidas (caso nao esteja proximo do PC),0,2020-08-18T14:43:11-07:00
Bernardo Fortes,5,Really cool,Lots of features. Smaller bugs not an issue,0,2020-02-27T15:38:42-07:00
Askrauthein,1,Não é efetivo,É uma boa forma de perder dinheiro.,0,2019-11-21T06:27:02-07:00
Eufrasio Neto,1,So many bugs,"At first sight, its clean and organized, but have sony many crash bugs that it become useless. 

The notifications are working fine, but the app still crashes when try to open anyway.",0,2019-11-13T16:46:08-07:00
