"autor","autorId","autorUrl","comentario","likes","publicado_em","atualizado_em","canReply","isPublic","totalReplyCount","replyCount","replies","video_id","video_titulo","ordenacao_comentario","ordenacao_comentario_nome"
"@ismaellfernandes2684","UC3boJr-gpUCtrIf1DQU7x8Q","http://www.youtube.com/@ismaellfernandes2684","Se não morrer bandido a operação foi um fracasso","0","2025-12-12T05:12:45Z","2025-12-12T05:12:45Z","True","True","0","0","[]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","1","Mais novos"
"@turmalinanegra369","UCfjDtlcDfaLIr3deLIPN3lg","http://www.youtube.com/@turmalinanegra369","Deus ilumine e abençoe! 🕊️🕊️🕊️","0","2025-12-12T04:54:26Z","2025-12-12T04:54:26Z","True","True","0","0","[]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","1","Mais novos"
"@pauloroberto9904","UCKpyls0Hj2TlmR3A5ESZa0A","http://www.youtube.com/@pauloroberto9904","Parabéns policiais, não entreguem o nosso país na mão do crime organizado, como o desgoverno corrupto quer.","2","2025-12-12T02:41:13Z","2025-12-12T02:41:13Z","True","True","1","1","[{'autor': '@oliver1500-h8h', 'comentario': 'sei de nada..', 'likes': 0, 'publicado_em': '2025-12-12T04:23:14Z'}]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","1","Mais novos"
"@danilomarques4322","UCYHUGBTXtbKl59-GeL6VWCA","http://www.youtube.com/@danilomarques4322","Deve esta escondido  sendo protegidos  por algum juiz em algum tribunal","0","2025-12-12T02:10:19Z","2025-12-12T02:10:19Z","True","True","0","0","[]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","1","Mais novos"
"@SoAsiaticaOficial","UChO9LycfLnmAz6ORUReebaw","http://www.youtube.com/@SoAsiaticaOficial","Manda o lula pra lá pro meio do fogo cruzado.pra ele fazer a pacificação.","3","2025-12-11T23:28:53Z","2025-12-11T23:28:53Z","True","True","1","1","[{'autor': '@MarianaSilva-d4i', 'comentario': 'Boa ideia', 'likes': 1, 'publicado_em': '2025-12-12T00:48:33Z'}]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","1","Mais novos"
"@tieno3379","UCpG2JUQc61rnSkfwe697ucQ","http://www.youtube.com/@tieno3379","Mil policiais contra os eleitores do PT e da esquerda em geral","4","2025-12-11T22:41:04Z","2025-12-11T22:41:04Z","True","True","3","3","[{'autor': '@Yuri_salas', 'comentario': 'Nada eleitor do bolso gado maltido', 'likes': 0, 'publicado_em': '2025-12-12T02:48:18Z'}, {'autor': '@tieno3379', 'comentario': '\u200b@Yuri_salasputa de  corruptos \nTudo eleitor de petista é marmita de bandido.', 'likes': 0, 'publicado_em': '2025-12-12T02:51:57Z'}, {'autor': '@LuisRobertoMarques-wb7bq', 'comentario': 'Valeu gado velho', 'likes': 0, 'publicado_em': '2025-12-12T03:23:24Z'}]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","1","Mais novos"
"@tieno3379","UCpG2JUQc61rnSkfwe697ucQ","http://www.youtube.com/@tieno3379","Mil policiais contra os eleitores do PT e da esquerda em geral","4","2025-12-11T22:41:04Z","2025-12-11T22:41:04Z","True","True","3","3","[{'autor': '@Yuri_salas', 'comentario': 'Nada eleitor do bolso gado maltido', 'likes': 0, 'publicado_em': '2025-12-12T02:48:18Z'}, {'autor': '@tieno3379', 'comentario': '\u200b@Yuri_salasputa de  corruptos \nTudo eleitor de petista é marmita de bandido.', 'likes': 0, 'publicado_em': '2025-12-12T02:51:57Z'}, {'autor': '@LuisRobertoMarques-wb7bq', 'comentario': 'Valeu gado velho', 'likes': 0, 'publicado_em': '2025-12-12T03:23:24Z'}]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","2","Mais antigos"
"@SoAsiaticaOficial","UChO9LycfLnmAz6ORUReebaw","http://www.youtube.com/@SoAsiaticaOficial","Manda o lula pra lá pro meio do fogo cruzado.pra ele fazer a pacificação.","3","2025-12-11T23:28:53Z","2025-12-11T23:28:53Z","True","True","1","1","[{'autor': '@MarianaSilva-d4i', 'comentario': 'Boa ideia', 'likes': 1, 'publicado_em': '2025-12-12T00:48:33Z'}]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","2","Mais antigos"
"@danilomarques4322","UCYHUGBTXtbKl59-GeL6VWCA","http://www.youtube.com/@danilomarques4322","Deve esta escondido  sendo protegidos  por algum juiz em algum tribunal","0","2025-12-12T02:10:19Z","2025-12-12T02:10:19Z","True","True","0","0","[]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","2","Mais antigos"
"@pauloroberto9904","UCKpyls0Hj2TlmR3A5ESZa0A","http://www.youtube.com/@pauloroberto9904","Parabéns policiais, não entreguem o nosso país na mão do crime organizado, como o desgoverno corrupto quer.","2","2025-12-12T02:41:13Z","2025-12-12T02:41:13Z","True","True","1","1","[{'autor': '@oliver1500-h8h', 'comentario': 'sei de nada..', 'likes': 0, 'publicado_em': '2025-12-12T04:23:14Z'}]","A_uPMriepI0","Polícia realiza operação contra Comando Vermelho no Rio de Janeiro | Jornal da Band","2","Mais antigos"
