regiao,valor
Roraima,100
Distrito Federal,95
Acre,91
Pará,91
Santa Catarina,90
Espírito Santo,87
Mato Grosso do Sul,86
Mato Grosso,85
Rio Grande do Sul,85
São Paulo,83
Tocantins,81
Paraná,80
Rio Grande do Norte,78
Rio de Janeiro,78
Goiás,77
Rondônia,76
Ceará,74
Amazonas,74
Minas Gerais,73
Alagoas,67
