regiao,valor
Tocantins,100
Mato Grosso,60
Rio Grande do Norte,53
Paraná,51
Espírito Santo,49
Goiás,48
São Paulo,46
Bahia,38
Minas Gerais,34
Maranhão,32
Santa Catarina,32
Ceará,31
Pará,30
Rio Grande do Sul,28
Rio de Janeiro,28
Distrito Federal,28
Pernambuco,19
Alagoas,0
Paraíba,0
Mato Grosso do Sul,0
