query,value
ethereum,128700
bitcoin gif,114750
gráfico bitcoin hoje,900
grafico bitcoin agora,170
bitcoin hoje usd,150
gladson bitcoin,120
daniel fraga bitcoin,120
bitcoin hoje real,120
bitcoin hoje dólar,110
moeda bitcoin,80
quanto vale um bitcoin,70
bitcoin usd,60
bitcoin dólar,50
mercado bitcoin,50
