query,value
bitcoin hoje,100
dolar,50
bitcoin dolar,48
bitcoin dólar,33
dólar,32
bitcoin usd,20
bitcoin hoje dólar,19
dólar hoje,18
bitcoin valor,17
bitcoin dolar hoje,15
bitcoin real,15
dolar hoje,15
cotação bitcoin,12
bitcoin usd hoje,10
bitcoin em dolar,8
ethereum,8
bitcoin agora,7
bitcoin hoje real,7
valor do bitcoin,7
gráfico bitcoin,7
