engine,rank,title,link,snippet,displayLink,formattedUrl,htmlTitle,htmlSnippet,htmlFormattedUrl,kind,cacheId,metatags_title,metatags_description,metatags_image,regiao,idioma,termo,tentativa
google,11,Prof. Dr. Héctor Luis Saint-Pierre - Corpo Docente - DERI - Unesp ...,https://www.franca.unesp.br/#!/departamentos/relacoes-internacionais/corpo-docente/hector/,"24 de jul. de 2019 ... Doutorado em Filosofia (Conceito CAPES 6). Universidade Estadual de Campinas, UNICAMP, Brasil. Título: Fundamentos Teóricos da Guerra ...",www.franca.unesp.br,https://www.franca.unesp.br/#!/departamentos/relacoes.../corpo.../hector/,Prof. Dr. <b>Héctor</b> Luis Saint-Pierre - Corpo Docente - DERI - Unesp ...,"24 de jul. de 2019 <b>...</b> Doutorado em Filosofia (Conceito CAPES 6). Universidade Estadual de Campinas, UNICAMP, Brasil. Título: Fundamentos Teóricos da Guerra&nbsp;...",https://www.franca.unesp.br/#!/departamentos/relacoes.../corpo.../<b>hector</b>/,customsearch#result,,Faculdade de Ciências Humanas e Sociais - Câmpus de Franca,Unesp - Universidade Estadual Paulista Júlio de Mesquita Filho,https://www.franca.unesp.br/images/logo-open-graph.jpg,br,pt,hector,1
google,12,Pizzaria Temática Hector,https://brockerturismo.com.br/servicos/restaurantes/jantar-na-pizzaria-tematica-hector,"Um dos mais famosos rodízios de pizza de Gramado, a Hector Pizzaria é muito mais do que ir comer pizza. Você vai ser encantado pelos personagens de um mundo de ...",brockerturismo.com.br,https://brockerturismo.com.br/servicos/.../jantar-na-pizzaria-tematica-hector,Pizzaria Temática <b>Hector</b>,"Um dos mais famosos rodízios de pizza de Gramado, a <b>Hector</b> Pizzaria é muito mais do que ir comer pizza. Você vai ser encantado pelos personagens de um mundo de&nbsp;...",https://brockerturismo.com.br/servicos/.../jantar-na-pizzaria-tematica-<b>hector</b>,customsearch#result,,Brocker Turismo,Agência de Turismo Receptivo - Especialistas em Serra Gaúcha,https://brockerturismo.com.br/uploads/imagens/og_image.png,br,pt,hector,1
google,13,Conheça as Lojas do MorumbiShopping - HECTOR ALBERTAZZI,https://www.morumbishopping.com.br/lojas/hector-albertazzi-2/,Categoria · Acompanhe nossas redes sociais! · Telefones · Endereço · Contatos · Institucional · Institucional Multiplan. A Multiplan · Inovação.,www.morumbishopping.com.br,https://www.morumbishopping.com.br/lojas/hector-albertazzi-2/,Conheça as Lojas do MorumbiShopping - <b>HECTOR</b> ALBERTAZZI,Categoria &middot; Acompanhe nossas redes sociais! &middot; Telefones &middot; Endereço &middot; Contatos &middot; Institucional &middot; Institucional Multiplan. A Multiplan &middot; Inovação.,https://www.morumbishopping.com.br/lojas/<b>hector</b>-albertazzi-2/,customsearch#result,,HECTOR ALBERTAZZI,,https://assets.multiplan.com.br/Multiplan/filer_public/8b/6f/8b6fd6b8-1fd8-4666-9c9d-fa24479ce24c/hector_mbs.webp,br,pt,hector,1
google,14,"""...Na de ser sua família, teu Hector Bonilha De fé, ter você, minha ...",https://www.facebook.com/EmicidaOficial/posts/na-de-ser-sua-fam%C3%ADlia-teu-hector-bonilhade-f%C3%A9-ter-voc%C3%AA-minha-mulher-maravilha/611311342259875/,"14 de nov. de 2013 ... ""...Na de ser sua família, teu Hector Bonilha De fé, ter você, minha Mulher Maravilha...""",www.facebook.com,https://www.facebook.com/.../posts/na...hector.../611311342259875/,"&quot;...Na de ser sua família, teu <b>Hector</b> Bonilha De fé, ter você, minha ...","14 de nov. de 2013 <b>...</b> &quot;...Na de ser sua família, teu <b>Hector</b> Bonilha De fé, ter você, minha Mulher Maravilha...&quot;",https://www.facebook.com/.../posts/na...<b>hector</b>.../611311342259875/,customsearch#result,,Emicida,"""...Na de ser sua família, teu Hector Bonilha
De fé, ter você, minha Mulher Maravilha...""",https://external-atl3-1.xx.fbcdn.net/emg1/v/t13/14116074697866529753?url=http%3a%2f%2fi1.ytimg.com%2fvi%2fputVAoPb044%2fmaxresdefault.jpg%3ffeature%3dog&fb_obo=1&utld=ytimg.com&stp=c0.5000x0.5000f_dst-jpg_e15_flffffff_p600x600_q65_tt6&_nc_gid=mLJjbCW-sO76yqDb101l8A&_nc_oc=Adk5YVECkAACVIyEXe6pryW76cpE4VTiYKMR3XqG29RnIGiI7jtXdscgYZ0xPK-1GCM&ccb=13-1&oh=06_Q3-5AcJpXkt1267Nk3dLRyudSa1Y9NX59cX1rdyaQTwXPC7f&oe=6936DCAB&_nc_sid=867500,br,pt,hector,1
google,15,Hector® | Corteva Agriscience,https://www.corteva.com/pt/produtos-e-solucoes/protecao-de-cultivos/Hector.html,HECTOR® é um herbicida sistémico para o controlo de mono e dicotiledoneas anuais e vivazes na cultura do milho para grão e forragem/silagem.,www.corteva.com,https://www.corteva.com/pt/produtos-e-solucoes/protecao.../Hector.html,<b>Hector</b>® | Corteva Agriscience,<b>HECTOR</b>® é um herbicida sistémico para o controlo de mono e dicotiledoneas anuais e vivazes na cultura do milho para grão e forragem/silagem.,https://www.corteva.com/pt/produtos-e-solucoes/protecao.../<b>Hector</b>.html,customsearch#result,,Hector® | Corteva Agriscience,"HECTOR® é um herbicida sistémico para o controlo de mono e dicotiledoneas
anuais e vivazes na cultura do milho para grão e forragem/silagem.",https://assets.corteva.com/is/image/Corteva/LG-Hector-Corteva_EU_PT?ts=1707128060122,br,pt,hector,1
google,16,Hector Marks,https://www.facebook.com/hectormarksoficial/,Mais de 100 mil no TikTok. E eu sigo aqui tentando entender como algo que nasceu tão simples virou algo tão gigante. O Diário deixou de ser só um vídeo. Virou ...,www.facebook.com,https://www.facebook.com/hectormarksoficial/,<b>Hector</b> Marks,Mais de 100 mil no TikTok. E eu sigo aqui tentando entender como algo que nasceu tão simples virou algo tão gigante. O Diário deixou de ser só um vídeo. Virou&nbsp;...,https://www.facebook.com/<b>hector</b>marksoficial/,customsearch#result,,Hector Marks,"Hector Marks. 14,369 likes · 7,644 talking about this. Hector Marks*

www.facebook.com/hectormarksoficial",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100057942555184,br,pt,hector,1
google,17,Hector Dragão: Parceiros Comerciais,https://www.hectorexperience.com.br/,"Viver um dia como aprendiz de feiticeiro e saborear os deliciosos discos de sabor no refeitório da escola de magia onde vive Hector, o Mago Dragão?",www.hectorexperience.com.br,https://www.hectorexperience.com.br/,<b>Hector</b> Dragão: Parceiros Comerciais,"Viver um dia como aprendiz de feiticeiro e saborear os deliciosos discos de sabor no refeitório da escola de magia onde vive <b>Hector</b>, o Mago Dragão?",https://www.<b>hector</b>experience.com.br/,customsearch#result,,,,,br,pt,hector,1
google,18,"Morre Hector Benoit, professor aposentado do IFCH | Unicamp",https://unicamp.br/unicamp/noticias/2022/12/07/morre-hector-benoit-professor-aposentado-do-ifch,"7 de dez. de 2022 ... Nascido em 02 de setembro de 1951 em Montevideo, Uruguai, Benoit fez toda sua carreira acadêmica no Brasil. Graduou-se em Filosofia, em 1974, ...",unicamp.br,https://unicamp.br/.../morre-hector-benoit-professor-aposentado-do-ifch,"Morre <b>Hector</b> Benoit, professor aposentado do IFCH | Unicamp","7 de dez. de 2022 <b>...</b> Nascido em 02 de setembro de 1951 em Montevideo, Uruguai, Benoit fez toda sua carreira acadêmica no Brasil. Graduou-se em Filosofia, em 1974,&nbsp;...",https://unicamp.br/.../morre-<b>hector</b>-benoit-professor-aposentado-do-ifch,customsearch#result,,"Morre Hector Benoit, professor aposentado do IFCH",,,br,pt,hector,1
google,19,Prof. Hector Bessa Silveira,https://posautomacao.ufsc.br/ver-mais-docente-hector/,"Prof. Hector Bessa Silveira · Áreas de Interesse: Controle Não-Linear, Teoria de Controle Geométrica, Platitude Diferencial, Sistemas Quânticos, Sistemas ...",posautomacao.ufsc.br,https://posautomacao.ufsc.br/ver-mais-docente-hector/,Prof. <b>Hector</b> Bessa Silveira,"Prof. <b>Hector</b> Bessa Silveira &middot; Áreas de Interesse: Controle Não-Linear, Teoria de Controle Geométrica, Platitude Diferencial, Sistemas Quânticos, Sistemas&nbsp;...",https://posautomacao.ufsc.br/ver-mais-docente-<b>hector</b>/,customsearch#result,,,,,br,pt,hector,1
google,20,Concerto | Ensaio aberto: A fantástica música de Hector Berlioz,https://salasaopaulo.com.br/osesp/pt/concerto/397?date=2025-09-25T13:00:00.000Z,"25 de set. de 2025 ... A Abertura de _Fosca_, de Carlos Gomes, inicia este programa, que tem regência de Thierry Fischer. Em seguida, ouviremos o _Concerto para ...",salasaopaulo.com.br,https://salasaopaulo.com.br/osesp/pt/concerto/397?date=2025-09...00...,Concerto | Ensaio aberto: A fantástica música de <b>Hector</b> Berlioz,"25 de set. de 2025 <b>...</b> A Abertura de _Fosca_, de Carlos Gomes, inicia este programa, que tem regência de Thierry Fischer. Em seguida, ouviremos o _Concerto para&nbsp;...",https://salasaopaulo.com.br/osesp/pt/concerto/397?date=2025-09...00...,customsearch#result,,Concerto | Ensaio aberto: A fantástica música de Hector Berlioz,"A Abertura de _Fosca_, de Carlos Gomes, inicia este programa, que tem regência de Thierry Fischer. Em seguida, ouviremos o _Concerto para piano_ do norueguês Edvard Grieg, com Javier Perianes, e a _Sinfonia fantástica_ de Berlioz.",https://osesp.art.br/_image?href=https://docs.osesp.net.br/Ensaio_aberto_capa_site_72e722089d.jpg&w=1600&q=medium&f=jpg,br,pt,hector,1
