engine,rank,title,link,snippet,displayed_link,date,position,about_this_result,sitelinks,regiao,termo,tentativa
bing,1,Hector Dragão,https://hectordragao.com.br/,"Hector Dragão é um personagem de história que inspirou uma pizzaria e uma fondue temática em Gramado, RS. Conheça a experiência de comer e se divertir com Hector e sua trupe de Ônyra.",https://hectordragao.com.br,,1,,,br,hector,1
bing,2,Significado do nome Hector - Dicionário de Nomes Próprios,https://www.dicionariodenomesproprios.com.br/hector/,"Hector é um nome masculino de origem grega que significa “o que guarda”, “o que retém” ou “o que possui”. É um nome popular em países de língua espanhola e …",https://www.dicionariodenomesproprios.com.br › hector,,2,,,br,hector,1
