rank,nome,url,descricao,estrelas,watchers,forks,linguagem,criado,atualizado,pushed_at,tamanho,licenca,licenca_spdx,topics,open_issues,default_branch,archived,disabled,private,fork,owner,owner_type,owner_url,owner_avatar,has_issues,has_projects,has_wiki,has_pages,has_downloads,allow_forking,is_template,web_commit_signoff_required,visibility,forks_url,clone_url,homepage,termo
11,tu-darmstadt-ros-pkg/hector_navigation,https://github.com/tu-darmstadt-ros-pkg/hector_navigation,hector_navigation provides packages related to navigation of unmanned vehicles in USAR environments.,127,127,89,C++,2013-05-15T12:13:46Z,2025-05-28T06:36:49Z,2021-04-27T19:11:49Z,346,,,,18,melodic-devel,False,False,False,False,tu-darmstadt-ros-pkg,Organization,https://github.com/tu-darmstadt-ros-pkg,https://avatars.githubusercontent.com/u/2592207?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/tu-darmstadt-ros-pkg/hector_navigation/forks,https://github.com/tu-darmstadt-ros-pkg/hector_navigation.git,,hector
12,JGCRI/hector,https://github.com/JGCRI/hector,The Hector Simple Climate Model,122,122,49,C++,2014-08-12T21:20:53Z,2025-10-24T15:07:57Z,2025-12-12T11:10:09Z,81003,GNU General Public License v3.0,GPL-3.0,"climate, climate-change, climate-model, hector, science",47,main,False,False,False,False,JGCRI,Organization,https://github.com/JGCRI,https://avatars.githubusercontent.com/u/8431983?v=4,True,True,False,True,True,True,False,False,public,https://api.github.com/repos/JGCRI/hector/forks,https://github.com/JGCRI/hector.git,http://jgcri.github.io/hector/,hector
13,NickL77/RPLidar_Hector_SLAM,https://github.com/NickL77/RPLidar_Hector_SLAM,Hector SLAM without odometry data on ROS with the RPLidar A1,113,113,52,C++,2017-07-09T06:45:11Z,2025-05-28T06:36:47Z,2020-09-08T06:25:59Z,214,,,,5,master,False,False,False,False,NickL77,User,https://github.com/NickL77,https://avatars.githubusercontent.com/u/8673939?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/NickL77/RPLidar_Hector_SLAM/forks,https://github.com/NickL77/RPLidar_Hector_SLAM.git,,hector
14,RAFALAMAO/hector-quadrotor-noetic,https://github.com/RAFALAMAO/hector-quadrotor-noetic,Hector Quadrotor ported to ROS Noetic with Gazebo 11,93,93,44,C++,2021-09-22T21:04:10Z,2025-12-08T10:26:28Z,2024-01-15T15:46:33Z,7512,,,"camera, drone, gazebo, gazebo-11, hector, hector-quadrotor, imu, noetic, quadrotor, ros, ros-noetic, ubuntu, ubuntu2004",2,main,False,False,False,False,RAFALAMAO,User,https://github.com/RAFALAMAO,https://avatars.githubusercontent.com/u/86860721?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/RAFALAMAO/hector-quadrotor-noetic/forks,https://github.com/RAFALAMAO/hector-quadrotor-noetic.git,,hector
15,tu-darmstadt-ros-pkg/hector_localization,https://github.com/tu-darmstadt-ros-pkg/hector_localization,"The hector_localization stack is a collection of packages, that provide the full 6DOF pose of a robot or platform.",85,85,61,C++,2013-05-14T08:04:53Z,2025-07-13T15:28:59Z,2021-02-15T23:56:24Z,3838,,,,11,catkin,False,False,False,False,tu-darmstadt-ros-pkg,Organization,https://github.com/tu-darmstadt-ros-pkg,https://avatars.githubusercontent.com/u/2592207?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/tu-darmstadt-ros-pkg/hector_localization/forks,https://github.com/tu-darmstadt-ros-pkg/hector_localization.git,,hector
16,zznate/hector-examples,https://github.com/zznate/hector-examples,Various examples of using the Hector API to access Apache Cassandra,80,80,25,Java,2010-06-18T00:07:19Z,2022-08-11T17:32:22Z,2021-04-26T18:26:49Z,1701,MIT License,MIT,,6,master,False,False,False,False,zznate,User,https://github.com/zznate,https://avatars.githubusercontent.com/u/185570?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/zznate/hector-examples/forks,https://github.com/zznate/hector-examples.git,,hector
17,MarkipTheMudkip/in-class-project-2,https://github.com/MarkipTheMudkip/in-class-project-2,"According to all known laws of aviation,     there is no way a bee should be able to fly.     Its wings are too small to get its fat little body off the ground.     The bee, of course, flies anyway     because bees don't care what humans think is impossible.     Yellow, black. Yellow, black. Yellow, black. Yellow, black.     Ooh, black and yellow! Let's shake it up a little.     Barry! Breakfast is ready!     Ooming!     Hang on a second.     Hello?     - Barry? - Adam?     - Oan you believe this is happening? - I can't. I'll pick you up.     Looking sharp.     Use the stairs. Your father paid good money for those.     Sorry. I'm excited.     Here's the graduate. We're very proud of you, son.     A perfect report card, all B's.     Very proud.     Ma! I got a thing going here.     - You got lint on your fuzz. - Ow! That's me!     - Wave to us! We'll be in row 118,000. - Bye!     Barry, I told you, stop flying in the house!     - Hey, Adam. - Hey, Barry.     - Is that fuzz gel? - A little. Special day, graduation.     Never thought I'd make it.     Three days grade school, three days high school.     Those were awkward.     Three days college. I'm glad I took a day and hitchhiked around the hive.     You did come back different.     - Hi, Barry. - Artie, growing a mustache? Looks good.     - Hear about Frankie? - Yeah.     - You going to the funeral? - No, I'm not going.     Everybody knows, sting someone, you die.     Don't waste it on a squirrel. Such a hothead.     I guess he could have just gotten out of the way.     I love this incorporating an amusement park into our day.     That's why we don't need vacations.     Boy, quite a bit of pomp... under the circumstances.     - Well, Adam, today we are men. - We are!     - Bee-men. - Amen!     Hallelujah!     Students, faculty, distinguished bees,     please welcome Dean Buzzwell.     Welcome, New Hive Oity graduating class of...     ...9:15.     That concludes our ceremonies.     And begins your career at Honex Industries!     Will we pick ourjob today?     I heard it's just orientation.     Heads up! Here we go.     Keep your hands and antennas inside the tram at all times.     - Wonder what it'll be like? - A little scary.     Welcome to Honex, a division of Honesco     and a part of the Hexagon Group.     This is it!     Wow.     Wow.     We know that you, as a bee, have worked your whole life     to get to the point where you can work for your whole life.     Honey begins when our valiant Pollen Jocks bring the nectar to the hive.     Our top-secret formula     is automatically color-corrected, scent-adjusted and bubble-contoured     into this soothing sweet syrup     with its distinctive golden glow you know as...     Honey!     - That girl was hot. - She's my cousin!     - She is? - Yes, we're all cousins.     - Right. You're right. - At Honex, we constantly strive     to improve every aspect of bee existence.     These bees are stress-testing a new helmet technology.     - What do you thi",71,71,37,HTML,2017-05-05T01:34:48Z,2025-12-05T00:37:11Z,2022-06-04T11:05:38Z,10240,,,,15,master,False,False,False,False,MarkipTheMudkip,User,https://github.com/MarkipTheMudkip,https://avatars.githubusercontent.com/u/28420623?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/MarkipTheMudkip/in-class-project-2/forks,https://github.com/MarkipTheMudkip/in-class-project-2.git,,hector
18,H3c702/Hector9000,https://github.com/H3c702/Hector9000,Fancy barbot with lots of needless features and ...of course... WiFi and a bunch of blinky LEDs,66,66,37,Python,2018-10-04T19:56:12Z,2025-07-03T19:08:50Z,2024-11-01T21:27:15Z,587,MIT License,MIT,"barbot, cocktails, drinks, hacktoberfest, hector, hector9000, python, raspberry-pi",4,master,False,False,False,False,H3c702,Organization,https://github.com/H3c702,https://avatars.githubusercontent.com/u/42513359?v=4,True,False,False,False,True,True,False,False,public,https://api.github.com/repos/H3c702/Hector9000/forks,https://github.com/H3c702/Hector9000.git,http://hectorbot.de,hector
19,tu-darmstadt-ros-pkg/hector_models,https://github.com/tu-darmstadt-ros-pkg/hector_models,hector_models contains (urdf) models of sensors and robot components.,61,61,47,CMake,2013-04-18T21:23:44Z,2025-10-17T07:28:13Z,2024-11-15T13:29:38Z,24627,,,,3,melodic-devel,False,False,False,False,tu-darmstadt-ros-pkg,Organization,https://github.com/tu-darmstadt-ros-pkg,https://avatars.githubusercontent.com/u/2592207?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/tu-darmstadt-ros-pkg/hector_models/forks,https://github.com/tu-darmstadt-ros-pkg/hector_models.git,http://www.ros.org/wiki/hector_models,hector
20,tahsinkose/hector-moveit,https://github.com/tahsinkose/hector-moveit,Hector Quadrotor with MoveIt! Motion Planning Framework,61,61,13,C++,2018-08-01T19:54:09Z,2025-10-06T13:37:00Z,2018-12-07T19:59:55Z,5924,MIT License,MIT,"exploration, gazebo-simulator, hector-quadrotor, motion-planning, moveit, object-detection, octomap, robotic-manipulation, ros, tensorflow",5,melodic-devel,False,False,False,False,tahsinkose,User,https://github.com/tahsinkose,https://avatars.githubusercontent.com/u/10549928?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/tahsinkose/hector-moveit/forks,https://github.com/tahsinkose/hector-moveit.git,,hector
