rank,nome,url,descricao,estrelas,watchers,forks,linguagem,criado,atualizado,pushed_at,tamanho,licenca,licenca_spdx,topics,open_issues,default_branch,archived,disabled,private,fork,owner,owner_type,owner_url,owner_avatar,has_issues,has_projects,has_wiki,has_pages,has_downloads,allow_forking,is_template,web_commit_signoff_required,visibility,forks_url,clone_url,homepage,termo
1,tu-darmstadt-ros-pkg/hector_slam,https://github.com/tu-darmstadt-ros-pkg/hector_slam,hector_slam contains ROS packages related to performing SLAM in unstructed environments like those encountered in the Urban Search and Rescue (USAR) scenarios of the RoboCup Rescue competition.,702,702,458,C++,2013-05-14T08:06:47Z,2025-11-21T16:42:55Z,2025-05-30T14:14:40Z,588,,,,26,noetic-devel,False,False,False,False,tu-darmstadt-ros-pkg,Organization,https://github.com/tu-darmstadt-ros-pkg,https://avatars.githubusercontent.com/u/2592207?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/tu-darmstadt-ros-pkg/hector_slam/forks,https://github.com/tu-darmstadt-ros-pkg/hector_slam.git,http://wiki.ros.org/hector_slam,hector
2,hector-client/hector,https://github.com/hector-client/hector,a high level client for cassandra,642,642,296,Java,2010-02-10T14:32:34Z,2025-08-13T11:08:37Z,2022-02-26T00:46:49Z,36704,MIT License,MIT,,130,master,False,False,False,False,hector-client,User,https://github.com/hector-client,https://avatars.githubusercontent.com/u/1637915?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/hector-client/hector/forks,https://github.com/hector-client/hector.git,http://prettyprint.me/2010/02/23/hector-a-java-cassandra-client/,hector
3,DRCL-USC/Hector_Simulation,https://github.com/DRCL-USC/Hector_Simulation,Simulation Software (ROS/MATLAB) for HECTOR Humanoid Robot Locomotion Control/Bipedal Locomotion Control/Force-and-moment-based MPC,504,504,131,C++,2023-10-09T23:38:19Z,2025-12-11T19:34:41Z,2025-01-13T17:05:32Z,110358,Other,NOASSERTION,"bipedal-locomotion-control, humanoid, humanoid-control, legged-robots, locomotion, mpc, optimal-control, robot",4,ROS_Simulation,False,False,False,False,DRCL-USC,Organization,https://github.com/DRCL-USC,https://avatars.githubusercontent.com/u/58859819?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/DRCL-USC/Hector_Simulation/forks,https://github.com/DRCL-USC/Hector_Simulation.git,https://youtu.be/NcW-NFwjMh0,hector
4,xlvector/hector,https://github.com/xlvector/hector,Golang machine learning lib,489,489,106,Go,2013-10-31T02:45:50Z,2025-10-01T13:30:16Z,2016-03-25T15:17:17Z,4452,MIT License,MIT,,9,master,False,False,False,False,xlvector,User,https://github.com/xlvector,https://avatars.githubusercontent.com/u/100203?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/xlvector/hector/forks,https://github.com/xlvector/hector.git,,hector
5,tu-darmstadt-ros-pkg/hector_quadrotor,https://github.com/tu-darmstadt-ros-pkg/hector_quadrotor,"hector_quadrotor contains packages related to modeling, control and simulation of quadrotor UAV systems.",395,395,277,C++,2013-05-04T20:38:26Z,2025-12-08T10:26:27Z,2024-04-24T13:35:50Z,855,Other,NOASSERTION,,58,noetic-devel,False,False,False,False,tu-darmstadt-ros-pkg,Organization,https://github.com/tu-darmstadt-ros-pkg,https://avatars.githubusercontent.com/u/2592207?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/tu-darmstadt-ros-pkg/hector_quadrotor/forks,https://github.com/tu-darmstadt-ros-pkg/hector_quadrotor.git,,hector
6,TommyZihao/raspberrypi-slam-ros-car,https://github.com/TommyZihao/raspberrypi-slam-ros-car,基于ROS机器人操作系统的树莓派智能小车，通过激光雷达、摄像头、IMU感知环境并构建地图，可实现多点自动导航、循迹、避障、跟随、hector算法构建slam地图、karto算法构建slam地图、opencv图像处理等功能。可通过安卓手机app进行地图构建与多点导航。,381,381,55,,2019-03-09T12:37:39Z,2025-12-09T19:51:41Z,2021-09-09T14:16:55Z,24,GNU General Public License v3.0,GPL-3.0,,4,master,False,False,False,False,TommyZihao,User,https://github.com/TommyZihao,https://avatars.githubusercontent.com/u/36354458?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/TommyZihao/raspberrypi-slam-ros-car/forks,https://github.com/TommyZihao/raspberrypi-slam-ros-car.git,,hector
7,tu-darmstadt-ros-pkg/hector_gazebo,https://github.com/tu-darmstadt-ros-pkg/hector_gazebo,"hector_gazebo provides packages related to the simulation of robots using gazebo (gazebo plugins, world files etc.).",196,196,158,C++,2013-04-18T20:35:46Z,2025-11-25T16:31:58Z,2023-10-10T06:25:30Z,2312,,,,28,melodic-devel,False,False,False,False,tu-darmstadt-ros-pkg,Organization,https://github.com/tu-darmstadt-ros-pkg,https://avatars.githubusercontent.com/u/2592207?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/tu-darmstadt-ros-pkg/hector_gazebo/forks,https://github.com/tu-darmstadt-ros-pkg/hector_gazebo.git,http://www.ros.org/wiki/hector_gazebo,hector
8,danderfer/Comp_Sci_Sem_2,https://github.com/danderfer/Comp_Sci_Sem_2,"According to all known laws of aviation, there is no way that a bee should be able to fly. Its wings are too small to get its fat little body off the ground. The bee, of course, flies anyway. Because bees don’t care what humans think is impossible.” SEQ. 75 - “INTRO TO BARRY” INT. BENSON HOUSE - DAY ANGLE ON: Sneakers on the ground. Camera PANS UP to reveal BARRY BENSON’S BEDROOM ANGLE ON: Barry’s hand flipping through different sweaters in his closet. BARRY Yellow black, yellow black, yellow black, yellow black, yellow black, yellow black...oohh, black and yellow... ANGLE ON: Barry wearing the sweater he picked, looking in the mirror. BARRY (CONT’D) Yeah, let’s shake it up a little. He picks the black and yellow one. He then goes to the sink, takes the top off a CONTAINER OF HONEY, and puts some honey into his hair. He squirts some in his mouth and gargles. Then he takes the lid off the bottle, and rolls some on like deodorant. CUT TO: INT. BENSON HOUSE KITCHEN - CONTINUOUS Barry’s mother, JANET BENSON, yells up at Barry. JANET BENSON Barry, breakfast is ready! CUT TO: ""Bee Movie"" - JS REVISIONS 8/13/07 1. INT. BARRY’S ROOM - CONTINUOUS BARRY Coming! SFX: Phone RINGING. Barry’s antennae vibrate as they RING like a phone. Barry’s hands are wet. He looks around for a towel. BARRY (CONT’D) Hang on a second! He wipes his hands on his sweater, and pulls his antennae down to his ear and mouth. BARRY (CONT'D) Hello? His best friend, ADAM FLAYMAN, is on the other end. ADAM Barry? BARRY Adam? ADAM Can you believe this is happening? BARRY Can’t believe it. I’ll pick you up. Barry sticks his stinger in a sharpener. SFX: BUZZING AS HIS STINGER IS SHARPENED. He tests the sharpness with his finger. SFX: Bing. BARRY (CONT’D) Looking sharp. ANGLE ON: Barry hovering down the hall, sliding down the staircase bannister. Barry’s mother, JANET BENSON, is in the kitchen. JANET BENSON Barry, why don’t you use the stairs? Your father paid good money for those. ""Bee Movie"" - JS REVISIONS 8/13/07 2. BARRY Sorry, I’m excited. Barry’s father, MARTIN BENSON, ENTERS. He’s reading a NEWSPAPER with the HEADLINE, “Queen gives birth to thousandtuplets: Resting Comfortably.” MARTIN BENSON Here’s the graduate. We’re very proud of you, Son. And a perfect report card, all B’s. JANET BENSON (mushing Barry’s hair) Very proud. BARRY Ma! I’ve got a thing going here. Barry re-adjusts his hair, starts to leave. JANET BENSON You’ve got some lint on your fuzz. She picks it off. BARRY Ow, that’s me! MARTIN BENSON Wave to us. We’ll be in row 118,000. Barry zips off. BARRY Bye! JANET BENSON Barry, I told you, stop flying in the house! CUT TO: SEQ. 750 - DRIVING TO GRADUATION EXT. BEE SUBURB - MORNING A GARAGE DOOR OPENS. Barry drives out in his CAR. ""Bee Movie"" - JS REVISIONS 8/13/07 3. ANGLE ON: Barry’s friend, ADAM FLAYMAN, standing by the curb. He’s reading a NEWSPAPER with the HEADLINE: “Frisbee Hits Hive: Internet Down. Bee-stander: “I heard a sound, and next thing I knew...wham-o!.” Barr",163,163,32,Python,2022-06-07T20:15:11Z,2025-12-11T20:54:48Z,2023-04-03T17:47:53Z,33941,,,,16,main,False,False,False,False,danderfer,User,https://github.com/danderfer,https://avatars.githubusercontent.com/u/97562054?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/danderfer/Comp_Sci_Sem_2/forks,https://github.com/danderfer/Comp_Sci_Sem_2.git,,hector
9,sstephenson/hector,https://github.com/sstephenson/hector,A private group chat server for people you trust,131,131,15,Ruby,2010-02-12T08:09:32Z,2024-03-11T16:56:35Z,2014-03-31T00:23:24Z,590,MIT License,MIT,,1,master,True,False,False,False,sstephenson,User,https://github.com/sstephenson,https://avatars.githubusercontent.com/u/2603?v=4,True,True,False,False,False,True,False,False,public,https://api.github.com/repos/sstephenson/hector/forks,https://github.com/sstephenson/hector.git,,hector
10,zznate/cassandra-tutorial,https://github.com/zznate/cassandra-tutorial,Basic tutorial for working with Apache Cassandra in Java via the Hector client,129,129,63,Java,2011-01-26T17:48:23Z,2025-08-25T16:24:48Z,2020-10-13T10:09:31Z,85,,,,2,master,False,False,False,False,zznate,User,https://github.com/zznate,https://avatars.githubusercontent.com/u/185570?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/zznate/cassandra-tutorial/forks,https://github.com/zznate/cassandra-tutorial.git,,hector
