"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Lotakin","https://itunes.apple.com/br/reviews/id1269896836","1","Precisa pagar pra jogar","Ao entrar no jogo está tudo bem mas ao jogar um pouco você percebe que para pegar tudo você precisa gastar dinheiro","0","2021-08-31T21:47:25-07:00","7757543826","1.2","0","2","Mais antigos"
"cocococococococcocococco","https://itunes.apple.com/br/reviews/id1186455277","1","Não entra","Eu entro no jogo mais quando vou escolher o personagem jogo sai corrija isso","0","2021-09-06T06:39:15-07:00","7777508677","1.2","0","2","Mais antigos"
"M c cabrera","https://itunes.apple.com/br/reviews/id705431364","5","N joguei","Mas já gistei","0","2021-09-20T10:48:16-07:00","7827049968","1.2","0","2","Mais antigos"
"KAKASHI.....","https://itunes.apple.com/br/reviews/id1187145536","5",":0",":0","0","2021-10-19T16:26:16-07:00","7932771439","1.2","0","2","Mais antigos"
"lixoessss","https://itunes.apple.com/br/reviews/id1224328537","1","LixoÉs","Horrível eu entro e do nada sai","1","2021-11-15T04:30:46-07:00","8026496716","2.2","0","2","Mais antigos"
"rbhghvrj","https://itunes.apple.com/br/reviews/id1074489162","5","Ótimo","Achei o jogo bem divertido sendo bem sincero","0","2021-11-28T12:56:44-07:00","8073989960","2.2","0","2","Mais antigos"
"Nob_good","https://itunes.apple.com/br/reviews/id1302648008","5","I love this game","This game is so perfect","0","2022-04-10T12:17:53-07:00","8553441321","2.4","0","2","Mais antigos"
"jerema 445","https://itunes.apple.com/br/reviews/id1245454301","5","Bom","Bom, porém eu achei que você poderia fazer os jutsus e não consegui, e também o sasuke é muito fraco, mais poder brincar com o Goku VS Naruto é legal demais","0","2022-06-12T09:51:54-07:00","8767301485","2.9","0","2","Mais antigos"
"Lucasss1001","https://itunes.apple.com/br/reviews/id553831660","2","Pior","Antes o jogo era muito melhor","0","2023-03-18T03:39:55-07:00","9725797694","3.3","0","2","Mais antigos"
"…….🗿👌🍷","https://itunes.apple.com/br/reviews/id1215487067","1","Não gostei e não recomendo","Quando entrei n tinha tutorial não explicava nada então só cliquei para jogar mas morri logo de início ,quando eu morri já começou a aparecer coisas para reviver por 4 reais jogo pay2win","0","2023-07-15T10:22:15-07:00","10143879038","3.3","0","2","Mais antigos"
