"regiao","valor"
"Rio de Janeiro","100"
"Espírito Santo","20"
"Distrito Federal","19"
"Minas Gerais","17"
"São Paulo","15"
"Acre","14"
"Piauí","13"
"Amazonas","13"
"Sergipe","13"
"Goiás","13"
"Mato Grosso","13"
"Paraíba","13"
"Rio Grande do Norte","13"
"Santa Catarina","12"
"Rondônia","12"
"Rio Grande do Sul","12"
"Tocantins","12"
"Pernambuco","12"
"Pará","12"
"Alagoas","12"
