regiao,valor
Santa Catarina,100
Distrito Federal,100
São Paulo,82
Rio de Janeiro,77
Rio Grande do Sul,72
Minas Gerais,71
Paraná,68
Espírito Santo,67
Goiás,63
Mato Grosso do Sul,58
Rondônia,53
Rio Grande do Norte,49
Bahia,46
Mato Grosso,46
Sergipe,46
Pernambuco,44
Ceará,42
Paraíba,42
Tocantins,41
Piauí,39
