"reviewId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","replyContent","repliedAt","appVersion","device","androidOsVersion"
"96ff0db2-0b5a-49dd-8183-57a60d0f9c29","Wallerson D10","https://play-lh.googleusercontent.com/a/ACg8ocIBWI_iNZSctvxVxcvOCP4eftSl9_7TsI4m-h1srWtKTRn6dA=mo","sensacional esse App recomendo para qualquer pessoa, podem baixar pessoal uso a muito tempo e nunca tive problemas.","5","1","0","2025-11-27 08:14:02","Hi Wallerson! We're thrilled to hear you've had a great experience with the app. If you have any concerns in the future, feel free to reach out to us directly here: https://help.coinbase.com/en/contact-us. We’re always here to help!","2025-11-27 08:48:36","13.42.26","",""
"1bfe0727-acae-4a2f-9eb1-d1137696a79c","Lucas Fernandes Tolotto","https://play-lh.googleusercontent.com/a-/ALV-UjW4Yx6ZfXguXg-_EazhLQND1SMMxUV_530oGcrE6AwFbHV_Y5L9_w","UX muito bom, parabéns ao profissional! Fácil de usar e claro bem mais limpo que a concorrente Entretanto, a funcionalidade de saque é muito ruim Após inserir o código de dupla autenticação, volta pra home do aplicativo e nada acontece Tentei diversas vezes e reinstalei também, na plataforma web funciona normal.","4","1","0","2025-11-28 23:37:20","","","13.43.26","",""
"77b683e5-fb97-494a-b6d8-796cd47f44c8","Plínio Patriota","https://play-lh.googleusercontent.com/a/ACg8ocIukx20XDuQ00SKyhRVBAgknagDSOCW9Hyiwjt4zX_DBZJetg=mo","Aplicativo de fácil manuseio.","5","0","0","2025-11-30 11:26:23","","","13.43.26","",""
"dc8c7d3d-f230-4425-8d48-219efe04100a","Rafael da Silva Santos","https://play-lh.googleusercontent.com/a-/ALV-UjVpdyhQwmPd5z-ltpaKwBrHjEAm1DckvrsaFaYnxTc4ItT6BsTe","ótimo app para iniciantes, estou gostando de usar por enquanto.","5","0","0","2025-11-30 16:42:47","¡Olá Rafael! ¡Obrigado pelo seu feedback! Ficamos muito felizes em saber que você está gostando do aplicativo. Se tiver alguma dúvida ou precisar de ajuda, entre em contato conosco através do seguinte link: https://help.coinbase.com/pt-br/contact-us. Estamos à sua disposição. Atenciosamente","2025-12-01 09:09:04","","",""
"993306b7-69d8-40b9-adb7-2ab93ab52ce2","ZenildaCosta_RN_","https://play-lh.googleusercontent.com/a-/ALV-UjWI8GLGMf_o_qt8cdGIH8pwHERrym_bQxdi6T4wdEw-MUqP4sAH","fácil de aprender","5","0","0","2025-11-30 17:42:29","","","13.43.26","",""
"7e150172-b3de-4984-92b8-ade4ebce58fb","Carlos Torres","https://play-lh.googleusercontent.com/a/ACg8ocJnoEOTWUhqjcRQ3hCLw4r6NGg7pl5hWGfe47I0lFTwSZvSjQ=mo","a melhor do mercado!","5","0","0","2025-11-30 18:50:12","","","","",""
"c4f647ec-cd26-4fc6-a214-49efa0f5bda4","J S","https://play-lh.googleusercontent.com/a-/ALV-UjV7Cf7W3drQl4NfSuEu5WI5g_bQ5QfEFF4GG0gaocFG7eoq8DftpA","o aplicativo tá bugando , do nada deixa os valores que tenho em conta , fico oculto e não dá pra ver o quanto tenho aplicado","1","0","0","2025-11-30 23:11:25","¡Olá, muito obrigado por entrar em contato! Isto pode acontecer devido pela se deve à ativação do recurso ""Modo de Privacidade"". Você pode encontrar etapas detalhadas para resolver isso em nosso artigo de ajuda aqui (chrome traduz os textos): https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/display-setting. Atenciosamente","2025-12-04 10:33:37","13.43.26","",""
"590756cd-ef4b-40d9-afbd-5fa1edee6e64","Antonio Martins","https://play-lh.googleusercontent.com/a/ACg8ocI2VWvAUt7vbmoYh0e2CI9N_nR1gPjlQw5ATqZaZ6KzoYeoxA=mo","top demais","5","0","0","2025-12-01 00:37:24","","","","",""
"70875fa0-778d-4b0a-9fe5-8877f596af77","User","https://play-lh.googleusercontent.com/a/ACg8ocJtySQFyrS9JbsFeMAmvEtkKSSqIbjn6GWwVKWwMAKixJ_x9a4n=mo","Há uns anos era incrível. Agora as taxas são muito altas!! Já não compensa usar...","1","0","0","2025-12-01 00:41:26","¡Olá! Obrigado pelo seu feedback. Para detalhes sobre nossos preços e taxas, confira aqui: https://help.coinbase.com/pt-br/coinbase/trading-and-funding/pricing-and-fees/fees. Precisa de mais ajuda? Entre em contato conosco a qualquer momento: https://help.coinbase.com/pt-br/contact-us","2025-12-01 15:14:24","13.43.26","",""
"1e99019a-34e9-4579-a0a6-1d9655e3e058","Maura Rodrigues da cruz lopes","https://play-lh.googleusercontent.com/a/ACg8ocJvpUX7wRalg5ddzARD26oC2a2WTz653_KN3DksYYsJcDDIpp5X=mo","tem dois dias tentando entrar no aplicativo mas mostra que esta com problemas","1","0","0","2025-12-01 08:01:35","Olá, Maura! Lamentamos o problema. Siga as etapas deste guia: https://help.coinbase.com/pt-br/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting. Se o problema persistir, entre em contato com nosso suporte aqui: https://help.coinbase.com/pt-br. Estamos aqui para ajudar!","2025-12-01 08:41:36","13.43.26","",""
