"videoId","titulo","descricao","canal","channelId","channelUrl","publicado_em","views","likes","commentCount","duration","thumbnails","tags","categoryId","link"
"uYro8SWqirM","Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB","AGORA GEMAS Altcoins Alert !!! - (R$100/mês): https://pay.hotmart.com/Y93614691E Compre AGORA Curso de Análise Técnica ...","Trade with Renato Ulianov","UCY3HJfADCXTiF9kMGH5zrMg","https://www.youtube.com/channel/UCY3HJfADCXTiF9kMGH5zrMg","2025-12-11T20:11:21Z","8384","1067","30","PT23M","{'default': {'url': 'https://i.ytimg.com/vi/uYro8SWqirM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uYro8SWqirM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uYro8SWqirM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/uYro8SWqirM/sddefault.jpg', 'width': 640, 'height': 480}}","['btc', 'bitcoin', 'eth', 'ethereum', 'XRP', 'ripple', 'blockchain', 'crypto', 'criptomoedas', 'criptomoeda', 'dot', 'ksm', 'ltc', 'polkadot', 'neymar', 'cr7', 'fantokens', 'day trade', 'daytrade', 'TRX', 'tron', 'ada', 'cardano', 'btt', 'bittorrent', 'dogecoin', 'doge', 'bnb', 'binance', 'shibatoken', 'shibainu', 'Defi', 'alts', 'altcoins', 'altseason', 'altcoin', 'chz', 'chiliz', 'pancakeswap', 'BAR', 'PSG', 'matic', 'polygon', 'AXS', 'Axie Infinity', 'sol', 'solana', 'Paris Saint-Germain', 'messi', 'poolpartyfinance', 'c98', 'mobox', 'mbox', 'vet', 'gala', 'coti', 'avax', 'luna', 'POOL', 'ENJ', 'mana', 'elrond', 'EGLD', 'one', 'Harmony', 'lazio', 'sand', 'sandbox', 'signals', 'tradingsignals']","22","https://www.youtube.com/watch?v=uYro8SWqirM"
"Gqdi1B7jKsI","BITCOIN | Você NÃO Está ENTENDENDO ISSO... (é agora)","Bitcoin realizou o movimento de SELL THE NEWS no corte de juros do FED, mas esse movimento pode ser outra armadilha para ...","Stefan Lopes - Ghost ","UCxgxWgN0T4hcXJvkzGegb4w","https://www.youtube.com/channel/UCxgxWgN0T4hcXJvkzGegb4w","2025-12-11T20:20:00Z","3085","432","33","PT13M2S","{'default': {'url': 'https://i.ytimg.com/vi/Gqdi1B7jKsI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Gqdi1B7jKsI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Gqdi1B7jKsI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Gqdi1B7jKsI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Gqdi1B7jKsI/maxresdefault.jpg', 'width': 1280, 'height': 720}}","['Stefan Lopes', 'GhostTrader', 'Criptomoedas', 'Bitcoin', 'Análise Técnica', 'Trading', 'Altcoins', 'Mercado Cripto', 'Investimentos', 'Analise Tecnica', 'Bitcon', 'Criptomoeda']","24","https://www.youtube.com/watch?v=Gqdi1B7jKsI"
"dloBqocJ39I","BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?","VENHA TRABALHAR NA ALTSIDE: https://www.linkedin.com/jobs/view/4349105418/ CONHEÇA A ALTSIDE: ...","CRIPTOMANIACOS","UCEkg0hhWS_oxD24f_6C9Qbw","https://www.youtube.com/channel/UCEkg0hhWS_oxD24f_6C9Qbw","2025-12-10T23:03:13Z","32704","4872","303","PT10M33S","{'default': {'url': 'https://i.ytimg.com/vi/dloBqocJ39I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dloBqocJ39I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dloBqocJ39I/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/dloBqocJ39I/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/dloBqocJ39I/maxresdefault.jpg', 'width': 1280, 'height': 720}}","['criptomaniacos', 'criptomoedas', 'mercado bitcoin', 'ethereum', 'comprar bitcoin', 'criptomoeda', 'btc', 'eth', 'binance', 'altcoins', 'blockchain', 'bitcoin analise', 'como comprar bitcoin', 'corretora de criptomoedas', 'comprar criptomoedas', 'corretora de bitcoin', 'trader', 'B3', 'investir na bolsa', 'mercado financeiro', 'cripto', 'crypto', 'comprar BTC', 'comprar ações', 'bolsa de valores', 'bitcoin', 'investimentos', 'melhor investimento', 'economia', 'fed', 'taxa de juros', 'trump', 'banco central americano corta juros pela 3ª vez seguida', 'liquidez', 'usdt']","22","https://www.youtube.com/watch?v=dloBqocJ39I"
"NsX0dhmdGwk","O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS","O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS ABRA SUA CONTA NA OKX     ...","Luiz Fernando","UC-xEWFsiOcmUhcmofRV9Mdg","https://www.youtube.com/channel/UC-xEWFsiOcmUhcmofRV9Mdg","2025-12-11T22:00:24Z","4239","404","60","PT18M57S","{'default': {'url': 'https://i.ytimg.com/vi/NsX0dhmdGwk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NsX0dhmdGwk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NsX0dhmdGwk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/NsX0dhmdGwk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/NsX0dhmdGwk/maxresdefault.jpg', 'width': 1280, 'height': 720}}","['criptomoedas', 'criptomoedas promissoras', 'criptomoedas hoje', 'top criptomoedas', 'melhor cripto para investir hoje', 'qual cripto vai explodir', 'criptomoedas notícias hoje', 'top 10 criptomoedas', 'top criptos', 'criptos que podem explodir', 'cripto memecoin', 'cripto', 'queda criptomoedas hoje', 'queda cripto', 'qual cripto comprar', 'melhores criptomoedas', 'bitcoin hoje', 'mercado cripto', 'memecoins', 'altcoins', 'top cripto 2025', 'cripto para iniciantes', 'bitcoin', 'solana', 'cripto caindo', 'cartão cripto', 'fed', 'okx']","27","https://www.youtube.com/watch?v=NsX0dhmdGwk"
"-dHFJ25H8p0","O FED COLOCOU O BTC RUMO A $102.000?","A decisão recente do FED pode ter colocado o BTC diretamente no caminho dos 102.000 dólares, e neste vídeo eu explico por ...","Orlando on Crypto","UCbYEDy7bIknUPwpZdHDpPww","https://www.youtube.com/channel/UCbYEDy7bIknUPwpZdHDpPww","2025-12-11T22:50:56Z","6850","975","109","PT17M42S","{'default': {'url': 'https://i.ytimg.com/vi/-dHFJ25H8p0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-dHFJ25H8p0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-dHFJ25H8p0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/-dHFJ25H8p0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/-dHFJ25H8p0/maxresdefault.jpg', 'width': 1280, 'height': 720}}","['o que o fed falou', 'reuniao fed', 'btc', 'fed', 'reuniao do fed', 'btc etf delayed', 'fed chair powell', 'btc hoje', 'btc news', 'fed juros', 'reuniao fed hoje ao vivo', 'fed pivots', 'onde esta o lucro do bitcoin', 'onde esta o lucro do bitcoin?', 'fed encurralado', 'btc price target', 'como usar o chatgpt', 'vai subir o bitcoin', 'o bitcoin vai subir', 'eleicao e o bitcoin', 'jerome powell btc', 'o farao dos bitcoins', 'etf de btc atrasado', 'onde esta o lucro do bitcoin? shorts', 'porque o bitcoin subiu tanto']","27","https://www.youtube.com/watch?v=-dHFJ25H8p0"
"rH6PLR7-2ps","BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento","PROGRAMA DE MEMBROS https://investidormoderno.net/index.php/membros Você também pode assinar pelo Youtube: ...","Investidor Moderno","UCqJh7qQbiQ-5HPZkMu_hIqg","https://www.youtube.com/channel/UCqJh7qQbiQ-5HPZkMu_hIqg","2025-12-11T15:46:17Z","9165","1097","268","PT18M7S","{'default': {'url': 'https://i.ytimg.com/vi/rH6PLR7-2ps/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rH6PLR7-2ps/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rH6PLR7-2ps/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/rH6PLR7-2ps/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/rH6PLR7-2ps/maxresdefault.jpg', 'width': 1280, 'height': 720}}","['bitcoin', 'investidor moderno', 'trading', 'bitcoin hoje', 'mercado bitcoin', 'btc', 'binance', 'day trade', 'criptomoedas', 'ethereum', 'bitcoin preço', 'backes', 'cardano', 'analise bitcoin', 'altcoins', 'bitcoin noticias', 'ripple', 'xrp', 'bitcoin trade', 'cripto', 'comprar bitcoin', 'defi', 'eth', 'ada', 'avax', 'crypto', 'solana', 'dot', 'gala', 'bnb', 'augusto backes', 'ulrich', 'vela trader', 'yubb', 'criptomaniacos', 'liga crypto', 'agix', 'sdao', 'fet', 'inteligencia artificial', 'Pablo Granier', 'Análise técnica btc', 'Investimentos', 'dog go to the moon', 'dog', 'dolar', 'dolar subindo']","27","https://www.youtube.com/watch?v=rH6PLR7-2ps"
"4r5G_EWUGqM","💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥","LINK PARA CRIAR CONTA NA BINGX: https://bingx.com/partner/criptografico Link para criar conta na hyblockcapital: ...","Criptográfico","UC_BaeqJPj3R4vtM05va-IKw","https://www.youtube.com/channel/UC_BaeqJPj3R4vtM05va-IKw","2025-12-11T16:16:35Z","3489","373","103","PT16M41S","{'default': {'url': 'https://i.ytimg.com/vi/4r5G_EWUGqM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4r5G_EWUGqM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4r5G_EWUGqM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/4r5G_EWUGqM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/4r5G_EWUGqM/maxresdefault.jpg', 'width': 1280, 'height': 720}}","['bitcoin', 'bitcoin hoje', 'bitcoin analise', 'analise bitcoin', 'valor do bitcoin', 'analise bitcoin hoje', 'bitcoin hoje analise', 'análise gráfica bitcoin', 'comprar bitcoin', 'bitcoin agora', 'bitcoin ao vivo', 'bitcoin hoje analise tecnica', 'analise tecnica bitcoin hoje', 'bitcoin noticias', 'bitcoin preço', 'altcoin', 'bitcoin queda', 'analise do bitcoin', 'mercado bitcoin', 'bitcoin hoje ao vivo', 'bitcoin trade', 'bitcoin caindo', 'criptomoedas', 'criptomoedas hoje', 'melhores criptomoedas', 'bitcoin 2025']","24","https://www.youtube.com/watch?v=4r5G_EWUGqM"
"R4dVZbD1ZdI","📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉","Torne-se membro do canal se você gosta dos conteúdos compartilhados, para ter acesso à uma call fechada por semana e para ...","João Hazim","UCkuQgEkF6nq26tcFKgCtgpg","https://www.youtube.com/channel/UCkuQgEkF6nq26tcFKgCtgpg","2025-12-11T11:07:22Z","6769","807","36","PT56M35S","{'default': {'url': 'https://i.ytimg.com/vi/R4dVZbD1ZdI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/R4dVZbD1ZdI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/R4dVZbD1ZdI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/R4dVZbD1ZdI/sddefault.jpg', 'width': 640, 'height': 480}}","[]","24","https://www.youtube.com/watch?v=R4dVZbD1ZdI"
"81PC3PYSVBA","🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum","""Comprei Bitcoin em 2010"" #bitcoin #btc #criptoativos #cripto #ethereum.","BlockTrends","UCSAXYj-E9RHN_mW3bviuTCA","https://www.youtube.com/channel/UCSAXYj-E9RHN_mW3bviuTCA","2024-05-14T22:30:03Z","3011128","164246","2610","PT38S","{'default': {'url': 'https://i.ytimg.com/vi/81PC3PYSVBA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/81PC3PYSVBA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/81PC3PYSVBA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/81PC3PYSVBA/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/81PC3PYSVBA/maxresdefault.jpg', 'width': 1280, 'height': 720}}","[]","27","https://www.youtube.com/watch?v=81PC3PYSVBA"
"BWaykbR0GVo","BITCOIN E AÇÕES EM RISCO PARA 2026?","Se torne membro do canal para aprender a deixar de ser pobre: ...","Augusto Backes","UCNGqYuEd86K7dY70jE6dhKg","https://www.youtube.com/channel/UCNGqYuEd86K7dY70jE6dhKg","2025-12-10T15:15:45Z","25920","2341","74","PT1H27M40S","{'default': {'url': 'https://i.ytimg.com/vi/BWaykbR0GVo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BWaykbR0GVo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BWaykbR0GVo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/BWaykbR0GVo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/BWaykbR0GVo/maxresdefault.jpg', 'width': 1280, 'height': 720}}","['bitcoin', 'mercado de ações', 'criptomoedas']","24","https://www.youtube.com/watch?v=BWaykbR0GVo"
