regiao,valor
Santa Catarina,100
Distrito Federal,96
Paraná,93
Rio Grande do Sul,89
Mato Grosso,85
São Paulo,83
Tocantins,81
Rio de Janeiro,80
Mato Grosso do Sul,79
Pará,78
Roraima,78
Espírito Santo,75
Minas Gerais,73
Rondônia,73
Ceará,72
Goiás,70
Rio Grande do Norte,66
Alagoas,65
Paraíba,65
Amazonas,64
