regiao,valor
Santa Catarina,100
Paraná,88
Rio Grande do Sul,82
Rio Grande do Norte,80
Espírito Santo,80
Goiás,78
São Paulo,77
Mato Grosso,72
Minas Gerais,70
Rondônia,67
Alagoas,65
Rio de Janeiro,63
Mato Grosso do Sul,58
Maranhão,58
Distrito Federal,54
Paraíba,52
Ceará,51
Bahia,49
Amazonas,49
Pará,46
