"query","value"
"bitcoin hoje","100"
"gráfico bitcoin","38"
"bitcoin dolar","32"
"bitcoin grafico","30"
"bitcoin real","27"
"bitcoin dólar","27"
"bitcoin agora","26"
"mercado bitcoin","24"
"logo bitcoin","20"
"bitcoin tattoo","20"
"bitcoin moeda","18"
"bitcoin valor","18"
"bitcoin hoje dólar","17"
"bitcoin usd","14"
"gráfico bitcoin dólar","13"
"quanto vale um bitcoin","12"
"bitcoin de hoje","12"
"solana","12"
"valor bitcoin hoje","12"
"ethereum","11"
