"title","developer","rating","ratings_count","id","url","price","currency","formattedPrice","genre","genres","description","releaseDate","currentVersionReleaseDate","version","releaseNotes","contentAdvisoryRating","screenshotUrls","ipadScreenshotUrls","appletvScreenshotUrls","artworkUrl512","artworkUrl100","supportedDevices","isGameCenterEnabled","bundleId","sellerName","fileSizeBytes","minimumOsVersion","artistId","languageCodesISO2A","privacyPolicyUrl","inAppPurchases","subscriptionInfo"
"Crypto.com: Compre Cripto, BTC","Crypto.com","4.7","8390","1262148500","https://apps.apple.com/br/app/crypto-com-compre-cripto-btc/id1262148500?uo=4","0.0","BRL","Grátis","Finance","['Finanças', 'Negócios']","A Crypto.com tem a confiança de mais de 150 milhões de usuários. Negocie com segurança, com certificações de segurança e conformidade de ponta.

Negociação de Criptomoedas

● 	Negocie BTC, ETH, SOL, CRO, XRP, e mais de 400 criptomoedas
● 	Compre e venda criptomoedas populares, incluindo Bitcoin e Ethereum, com BRL ou cartão de crédito.
● 	Configure compras recorrentes de criptomoedas diariamente, semanalmente ou mensalmente utilizando ferramentas de negociação fáceis de usar.

Apresentamos o Level Up renovado, com zero taxas de negociação* e planos de assinatura a partir de US$3,99/mês.

Além disso, obtenha benefícios em Cripto e Cartões.

Principais alterações:

Benefícios aprimorados: aproveite taxa de negociação zero* e vantagens exclusivas em Cripto e Cartões.

Mais acessível: planos de assinatura a partir de US$ 3,99/mês.
Estrutura simplificada: agora, apenas três planos claros — Plus, Pro e Private.

Flexibilidade total: Assine o plano anual e testre grátis por 30 dias.
 
* Podem ainda aplicar-se outras taxas de transação e spread.
**Disponibilidade e termos sujeitos a termos legais e restrições de jurisdição. Consulte o website da Crypto.com da sua região para saber mais.

Cartão Global Crypto.com - Até 5% de cashback em CRO em todas as compras

● 	Carregue com dólares digitais (USDC) - e outras criptos - e gaste sem incidência de IOF
● 	Reembolsos de assinatura em streamings de música, filmes e compras*** com cartões selecionados.
● 	Acesso a mais de 1400 salas VIP em aeroportos com cartões selecionados.
● 	Aceito por mais de 80 milhões de estabelecimentos em 200+ países e territórios 

Crypto.com Pay

● 	Pague com mais de 30 criptomoedas, incluindo BTC, ETH, CRO e DOGE, e ganhe recompensas.

***Estas ofertas são fornecidas pela Crypto.com de forma independente, sem parceria com comerciantes. A Crypto.com reserva-se o direito de as modificar a qualquer momento.
 
A disponibilidade dos produtos e serviços na App Crypto.com e quaisquer funcionalidades específicas de tais produtos ou serviços está sujeita a limitações jurisdicionais e aos termos e condições aplicáveis. A Crypto.com pode não oferecer determinados produtos, funcionalidades e/ou serviços na App Crypto.com em certas jurisdições devido a restrições regulamentares potenciais ou efetivas.

A App Crypto.com é oferecida no EEE pela Foris DAX MT Limited, uma empresa constituída em Malta com o número de registo de empresa C 88392 e sede registada no Level 7, Spinola Park, Triq Mikiel Ang Borg, SPK 1000, St. Julians, Malta, operando sob o nome Crypto.com e autorizada pela Autoridade de Serviços Financeiros de Malta como Prestador de Serviços de Criptoativos nos termos do Regulamento 2023/1114 sobre Mercados de Criptoativos conforme implementado em Malta pela Lei dos Mercados de Criptoativos para prestar os seguintes serviços: 1. Troca de criptoativos por fundos; 2. Troca de criptoativos por outros cripto-ativos; 3. Receção e transmissão de ordens de criptoativos em nome de clientes; 4. Execução de ordens de criptoativos em nome de clientes; 5. Serviços de transferência de criptoativos em nome de clientes; e 6. Custódia e administração de criptoativos em nome de clientes.

O cartão pré-pago Visa da Crypto.com é emitido e promovido pela Foris MT Limited ao abrigo da sua licença de Membro Principal Visa (emissão). A Foris MT Limited é uma sociedade de responsabilidade limitada constituída em Malta, com número de registo de empresa C 90348 e sede registada no Level 7, Spinola Park, Triq Mikiel Ang Borg, SPK 1000, St. Julians, Malta, devidamente autorizada pela Autoridade de Serviços Financeiros de Malta como Instituição Financeira licenciada para emitir moeda eletrónica ao abrigo do 3.º Anexo da Lei das Instituições Financeiras (Instituições de Moeda Eletrónica).

Quaisquer outros produtos ou serviços oferecidos e anunciados no website ou na App Crypto.com são fornecidos por outras empresas do grupo e não se enquadram nos serviços regulamentados da Foris DAX MT Limited.","2017-08-31T10:47:36Z","2025-12-09T07:09:05Z","3.222","Esta atualização inclui correções de bugs e aprimoramentos para melhorar a sua experiência no nosso app.","+4","['https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/bc/06/d0/bc06d0af-3ff4-a560-4a99-aab88c311df7/0bd0eae7-8fdb-411a-8f3e-4fe3bc47ba45_Home-Small.jpg/392x696bb.jpg', 'https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/9a/a7/99/9aa7993b-01f0-9abc-5956-22ae28663b67/f880a506-3d3e-4af5-a58f-43a88b3bd6ff_Welcome_Back_Small.jpg/392x696bb.jpg', 'https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/7a/03/7c/7a037cca-cb4d-1658-6b4e-60bb9cd61ecf/a576cf75-4178-4723-9dc3-bd3719cfaadf_Buy-Sell-Small.jpg/392x696bb.jpg', 'https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/b2/c0/0d/b2c00dee-8e60-9d6b-999d-52d8c1ad14b6/ab7efc41-7004-4be7-bbe6-570c3a2514ad_Card-Small.jpg/392x696bb.jpg', 'https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/f6/a6/28/f6a628d0-ca09-ffce-2da3-c82f1e003f59/94635e11-e72c-44f3-8981-d7cca2be189f_Trading-Tools-Small.jpg/392x696bb.jpg', 'https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/a2/1f/db/a21fdbef-bcb9-95f0-75da-ff2b7e7f4658/b0263da0-619f-4b4e-985a-16f3a8c6d7ea_Rewards_U002b-Small.jpg/392x696bb.jpg', 'https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/57/42/fa/5742fac7-6b97-8f3c-507b-9b4ea3b19398/57d51248-208d-4507-bdf2-dd1134fd2632_University-Small.jpg/392x696bb.jpg', 'https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/14/c6/cb/14c6cb6b-3970-7edf-b06a-af1fb1cb1560/5d77052f-4c66-40f1-b5c1-ee82633fcb5a_Missions-Small.jpg/392x696bb.jpg']","[]","[]","https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c2/8f/66/c28f6623-a993-1fb4-cc75-fa22617ef851/AppIcon-0-0-1x_U007emarketing-0-6-0-sRGB-85-220.png/512x512bb.jpg","https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c2/8f/66/c28f6623-a993-1fb4-cc75-fa22617ef851/AppIcon-0-0-1x_U007emarketing-0-6-0-sRGB-85-220.png/100x100bb.jpg","['iPhone5s-iPhone5s', 'iPadAir-iPadAir', 'iPadAirCellular-iPadAirCellular', 'iPadMiniRetina-iPadMiniRetina', 'iPadMiniRetinaCellular-iPadMiniRetinaCellular', 'iPhone6-iPhone6', 'iPhone6Plus-iPhone6Plus', 'iPadAir2-iPadAir2', 'iPadAir2Cellular-iPadAir2Cellular', 'iPadMini3-iPadMini3', 'iPadMini3Cellular-iPadMini3Cellular', 'iPodTouchSixthGen-iPodTouchSixthGen', 'iPhone6s-iPhone6s', 'iPhone6sPlus-iPhone6sPlus', 'iPadMini4-iPadMini4', 'iPadMini4Cellular-iPadMini4Cellular', 'iPadPro-iPadPro', 'iPadProCellular-iPadProCellular', 'iPadPro97-iPadPro97', 'iPadPro97Cellular-iPadPro97Cellular', 'iPhoneSE-iPhoneSE', 'iPhone7-iPhone7', 'iPhone7Plus-iPhone7Plus', 'iPad611-iPad611', 'iPad612-iPad612', 'iPad71-iPad71', 'iPad72-iPad72', 'iPad73-iPad73', 'iPad74-iPad74', 'iPhone8-iPhone8', 'iPhone8Plus-iPhone8Plus', 'iPhoneX-iPhoneX', 'iPad75-iPad75', 'iPad76-iPad76', 'iPhoneXS-iPhoneXS', 'iPhoneXSMax-iPhoneXSMax', 'iPhoneXR-iPhoneXR', 'iPad812-iPad812', 'iPad834-iPad834', 'iPad856-iPad856', 'iPad878-iPad878', 'iPadMini5-iPadMini5', 'iPadMini5Cellular-iPadMini5Cellular', 'iPadAir3-iPadAir3', 'iPadAir3Cellular-iPadAir3Cellular', 'iPodTouchSeventhGen-iPodTouchSeventhGen', 'iPhone11-iPhone11', 'iPhone11Pro-iPhone11Pro', 'iPadSeventhGen-iPadSeventhGen', 'iPadSeventhGenCellular-iPadSeventhGenCellular', 'iPhone11ProMax-iPhone11ProMax', 'iPhoneSESecondGen-iPhoneSESecondGen', 'iPadProSecondGen-iPadProSecondGen', 'iPadProSecondGenCellular-iPadProSecondGenCellular', 'iPadProFourthGen-iPadProFourthGen', 'iPadProFourthGenCellular-iPadProFourthGenCellular', 'iPhone12Mini-iPhone12Mini', 'iPhone12-iPhone12', 'iPhone12Pro-iPhone12Pro', 'iPhone12ProMax-iPhone12ProMax', 'iPadAir4-iPadAir4', 'iPadAir4Cellular-iPadAir4Cellular', 'iPadEighthGen-iPadEighthGen', 'iPadEighthGenCellular-iPadEighthGenCellular', 'iPadProThirdGen-iPadProThirdGen', 'iPadProThirdGenCellular-iPadProThirdGenCellular', 'iPadProFifthGen-iPadProFifthGen', 'iPadProFifthGenCellular-iPadProFifthGenCellular', 'iPhone13Pro-iPhone13Pro', 'iPhone13ProMax-iPhone13ProMax', 'iPhone13Mini-iPhone13Mini', 'iPhone13-iPhone13', 'iPadMiniSixthGen-iPadMiniSixthGen', 'iPadMiniSixthGenCellular-iPadMiniSixthGenCellular', 'iPadNinthGen-iPadNinthGen', 'iPadNinthGenCellular-iPadNinthGenCellular', 'iPhoneSEThirdGen-iPhoneSEThirdGen', 'iPadAirFifthGen-iPadAirFifthGen', 'iPadAirFifthGenCellular-iPadAirFifthGenCellular', 'iPhone14-iPhone14', 'iPhone14Plus-iPhone14Plus', 'iPhone14Pro-iPhone14Pro', 'iPhone14ProMax-iPhone14ProMax', 'iPadTenthGen-iPadTenthGen', 'iPadTenthGenCellular-iPadTenthGenCellular', 'iPadPro11FourthGen-iPadPro11FourthGen', 'iPadPro11FourthGenCellular-iPadPro11FourthGenCellular', 'iPadProSixthGen-iPadProSixthGen', 'iPadProSixthGenCellular-iPadProSixthGenCellular', 'iPhone15-iPhone15', 'iPhone15Plus-iPhone15Plus', 'iPhone15Pro-iPhone15Pro', 'iPhone15ProMax-iPhone15ProMax', 'iPadAir11M2-iPadAir11M2', 'iPadAir11M2Cellular-iPadAir11M2Cellular', 'iPadAir13M2-iPadAir13M2', 'iPadAir13M2Cellular-iPadAir13M2Cellular', 'iPadPro11M4-iPadPro11M4', 'iPadPro11M4Cellular-iPadPro11M4Cellular', 'iPadPro13M4-iPadPro13M4', 'iPadPro13M4Cellular-iPadPro13M4Cellular', 'iPhone16-iPhone16', 'iPhone16Plus-iPhone16Plus', 'iPhone16Pro-iPhone16Pro', 'iPhone16ProMax-iPhone16ProMax', 'iPadMiniA17Pro-iPadMiniA17Pro', 'iPadMiniA17ProCellular-iPadMiniA17ProCellular', 'iPhone16e-iPhone16e', 'iPadA16-iPadA16', 'iPadA16Cellular-iPadA16Cellular', 'iPadAir11M3-iPadAir11M3', 'iPadAir11M3Cellular-iPadAir11M3Cellular', 'iPadAir13M3-iPadAir13M3', 'iPadAir13M3Cellular-iPadAir13M3Cellular', 'iPhone17Pro-iPhone17Pro', 'iPhone17ProMax-iPhone17ProMax', 'iPhone17-iPhone17', 'iPhoneAir-iPhoneAir', 'iPadPro11M5-iPadPro11M5', 'iPadPro11M5Cellular-iPadPro11M5Cellular', 'iPadPro13M5-iPadPro13M5', 'iPadPro13M5Cellular-iPadPro13M5Cellular']","False","co.mona.Monaco","CRYPTO Technology Holdings Limited","920371200","15.1","1495932756","['AR', 'BG', 'HR', 'DA', 'NL', 'EN', 'FR', 'DE', 'EL', 'HI', 'HU', 'ID', 'IT', 'KO', 'NB', 'PL', 'PT', 'RO', 'RU', 'ZH', 'ES', 'SV', 'ZH', 'TR', 'VI']","","[]","{}"
"Binance: Compre BTC e Cripto","Binance Switzerland AG","4.8","152354","1436799971","https://apps.apple.com/br/app/binance-compre-btc-e-cripto/id1436799971?uo=4","0.0","BRL","Grátis","Finance","['Finanças', 'Utilidades']","Compre, venda e mantenha criptomoedas como Bitcoin (BTC), Ether (ETH), Solana (SOL), Notcoin (NOT) e Pepe (PEPE) com segurança e taxas de trading baixas. Usada por mais de 240 milhões de usuários em todo o mundo, a Binance é a maior corretora de criptomoedas* do mundo. Aqui está o porquê:

NEGOCIE SEUS TOKENS FAVORITOS E MAIS

Negocie mais de 350 criptomoedas listadas, incluindo Bitcoin (BTC) e Ether (ETH).
Acompanhe o mercado usando alertas de preços e negocie com ferramentas de negociação avançadas. 
Configure ordens recorrentes (DCA) para comprar criptomoedas a cada hora, dia, semana ou mês.
Aproveite a melhor liquidez em cada negociação de criptomoedas. 
Compre criptomoedas e adicione fundos na sua carteira em minutos com opções de pagamento flexíveis, incluindo cartão de crédito/débito, transferências bancárias e negociação ponto a ponto (P2P).
Encontre traders líderes e reproduza suas estratégias de negociação com um toque.

GANHE RECOMPENSAS DIÁRIAS COM SEUS ATIVOS PARADOS

Ganhe recompensas com staking e rendimento de farm. Aproveite os benefícios de fazer stake de criptomoedas em ativos populares como Bitcoin (BTC). 
Use o Investimento Automático para comprar criptomoedas e obter renda passiva ao mesmo tempo.**


CORRETORA DE CRIPTO SEGURA, CONFORME E REGULADA

A Binance é a corretora de criptomoedas mais regulamentada do mundo, com licenças, registros e aprovações em diversas jurisdições. 
Todos os fundos dos usuários são mantidos 1:1 em um Fundo Seguro de Ativos dos Usuários (SAFU) no valor de US$ 1 bilhão. 
Nosso sistema é protegido com medidas de segurança de última geração, incluindo monitoramento de riscos em tempo real, protocolos KYC rigorosos e criptografia avançada de dados de ponta a ponta.


GASTE E ENVIE SEU SALDO EM CRIPTO

Use os tokens da sua carteira para comprar passagens aéreas ou fazer compras em marcas que aceitam criptomoedas.
Faça transferências de criptomoedas seguras da sua carteira para amigos e familiares em todo o mundo. 


EXPLORE O MELHOR DA WEB3, CRIPTO E BLOCKCHAIN

Obtenha conteúdo personalizado Web3, blockchain e cripto. Disponível na página inicial do seu aplicativo. 
Participe das discussões da comunidade Binance sobre as últimas tendências de blockchain e criptomoedas.
Aprenda sobre criptomoedas com cursos e artigos sobre tópicos relacionados ao Bitcoin, trading e gerenciamento de suas finanças.
Ganhe recompensas em criptomoedas aprendendo e respondendo questionários sobre como funcionam certas criptomoedas. 
Use nossa carteira Web3 integrada para interagir com segurança com dApps, obter rendimento com DeFi e negociar mais de 10.000 tokens em diferentes blockchains.


ACESSE O ATENDIMENTO AO CLIENTE 24 horas por dia, 7 dias por semana
Deixe-nos ajudá-lo em sua jornada de criptomoedas, seja você um ávido negociante de criptomoedas ou um iniciante que deseja comprar Bitcoin.
Obtenha ajuda do suporte ao cliente por chat em tempo real 24 horas por dia, 7 dias por semana, disponível em 18 idiomas.
Aprenda como comprar Bitcoin, gerenciar sua carteira de criptomoedas e fazer sua primeira negociação de criptomoedas na Binance usando nossos guias de perguntas frequentes.

*por volume de trading - Fonte: https://coinmarketcap.com/rankings/exchanges/ 
**Isenção de responsabilidade de limitação de região: este é um anúncio geral. Os produtos e serviços mencionados aqui podem não estar disponíveis em sua região.
***Aplicativo Binance está disponível apenas para cidadãos e residentes de fora dos EUA. Para cidadãos e residentes dos EUA, instale o aplicativo da Binance.US.

Ainda indeciso? Baixe agora e descubra por que mais de 240 milhões de usuários escolhem a Binance para comprar criptomoedas, negociar mais de 350 criptomoedas e manter seus ativos com segurança. O aplicativo da Binance vai além do seu aplicativo de trading tradicional, permitindo que os usuários aprendam mais sobre blockchain, obtenham renda passiva por meio de staking e gastem suas criptomoedas.","2018-10-06T19:55:47Z","2025-12-10T07:42:18Z","3.7.4","Enhancing your P2P trading experience!

- Beginner-friendly P2P ads for easy trading

- Seamless crypto trades with trusted merchants","+4","[]","[]","[]","https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/80/92/4a/80924a99-ad0b-ded2-a751-e09f4be3b738/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/512x512bb.jpg","https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/80/92/4a/80924a99-ad0b-ded2-a751-e09f4be3b738/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/100x100bb.jpg","['iPhone5s-iPhone5s', 'iPadAir-iPadAir', 'iPadAirCellular-iPadAirCellular', 'iPadMiniRetina-iPadMiniRetina', 'iPadMiniRetinaCellular-iPadMiniRetinaCellular', 'iPhone6-iPhone6', 'iPhone6Plus-iPhone6Plus', 'iPadAir2-iPadAir2', 'iPadAir2Cellular-iPadAir2Cellular', 'iPadMini3-iPadMini3', 'iPadMini3Cellular-iPadMini3Cellular', 'iPodTouchSixthGen-iPodTouchSixthGen', 'iPhone6s-iPhone6s', 'iPhone6sPlus-iPhone6sPlus', 'iPadMini4-iPadMini4', 'iPadMini4Cellular-iPadMini4Cellular', 'iPadPro-iPadPro', 'iPadProCellular-iPadProCellular', 'iPadPro97-iPadPro97', 'iPadPro97Cellular-iPadPro97Cellular', 'iPhoneSE-iPhoneSE', 'iPhone7-iPhone7', 'iPhone7Plus-iPhone7Plus', 'iPad611-iPad611', 'iPad612-iPad612', 'iPad71-iPad71', 'iPad72-iPad72', 'iPad73-iPad73', 'iPad74-iPad74', 'iPhone8-iPhone8', 'iPhone8Plus-iPhone8Plus', 'iPhoneX-iPhoneX', 'iPad75-iPad75', 'iPad76-iPad76', 'iPhoneXS-iPhoneXS', 'iPhoneXSMax-iPhoneXSMax', 'iPhoneXR-iPhoneXR', 'iPad812-iPad812', 'iPad834-iPad834', 'iPad856-iPad856', 'iPad878-iPad878', 'Watch4-Watch4', 'iPadMini5-iPadMini5', 'iPadMini5Cellular-iPadMini5Cellular', 'iPadAir3-iPadAir3', 'iPadAir3Cellular-iPadAir3Cellular', 'iPodTouchSeventhGen-iPodTouchSeventhGen', 'iPhone11-iPhone11', 'iPhone11Pro-iPhone11Pro', 'iPadSeventhGen-iPadSeventhGen', 'iPadSeventhGenCellular-iPadSeventhGenCellular', 'iPhone11ProMax-iPhone11ProMax', 'iPhoneSESecondGen-iPhoneSESecondGen', 'iPadProSecondGen-iPadProSecondGen', 'iPadProSecondGenCellular-iPadProSecondGenCellular', 'iPadProFourthGen-iPadProFourthGen', 'iPadProFourthGenCellular-iPadProFourthGenCellular', 'iPhone12Mini-iPhone12Mini', 'iPhone12-iPhone12', 'iPhone12Pro-iPhone12Pro', 'iPhone12ProMax-iPhone12ProMax', 'iPadAir4-iPadAir4', 'iPadAir4Cellular-iPadAir4Cellular', 'iPadEighthGen-iPadEighthGen', 'iPadEighthGenCellular-iPadEighthGenCellular', 'iPadProThirdGen-iPadProThirdGen', 'iPadProThirdGenCellular-iPadProThirdGenCellular', 'iPadProFifthGen-iPadProFifthGen', 'iPadProFifthGenCellular-iPadProFifthGenCellular', 'iPhone13Pro-iPhone13Pro', 'iPhone13ProMax-iPhone13ProMax', 'iPhone13Mini-iPhone13Mini', 'iPhone13-iPhone13', 'iPadMiniSixthGen-iPadMiniSixthGen', 'iPadMiniSixthGenCellular-iPadMiniSixthGenCellular', 'iPadNinthGen-iPadNinthGen', 'iPadNinthGenCellular-iPadNinthGenCellular', 'iPhoneSEThirdGen-iPhoneSEThirdGen', 'iPadAirFifthGen-iPadAirFifthGen', 'iPadAirFifthGenCellular-iPadAirFifthGenCellular', 'iPhone14-iPhone14', 'iPhone14Plus-iPhone14Plus', 'iPhone14Pro-iPhone14Pro', 'iPhone14ProMax-iPhone14ProMax', 'iPadTenthGen-iPadTenthGen', 'iPadTenthGenCellular-iPadTenthGenCellular', 'iPadPro11FourthGen-iPadPro11FourthGen', 'iPadPro11FourthGenCellular-iPadPro11FourthGenCellular', 'iPadProSixthGen-iPadProSixthGen', 'iPadProSixthGenCellular-iPadProSixthGenCellular', 'iPhone15-iPhone15', 'iPhone15Plus-iPhone15Plus', 'iPhone15Pro-iPhone15Pro', 'iPhone15ProMax-iPhone15ProMax', 'iPadAir11M2-iPadAir11M2', 'iPadAir11M2Cellular-iPadAir11M2Cellular', 'iPadAir13M2-iPadAir13M2', 'iPadAir13M2Cellular-iPadAir13M2Cellular', 'iPadPro11M4-iPadPro11M4', 'iPadPro11M4Cellular-iPadPro11M4Cellular', 'iPadPro13M4-iPadPro13M4', 'iPadPro13M4Cellular-iPadPro13M4Cellular', 'iPhone16-iPhone16', 'iPhone16Plus-iPhone16Plus', 'iPhone16Pro-iPhone16Pro', 'iPhone16ProMax-iPhone16ProMax', 'iPadMiniA17Pro-iPadMiniA17Pro', 'iPadMiniA17ProCellular-iPadMiniA17ProCellular', 'iPhone16e-iPhone16e', 'iPadA16-iPadA16', 'iPadA16Cellular-iPadA16Cellular', 'iPadAir11M3-iPadAir11M3', 'iPadAir11M3Cellular-iPadAir11M3Cellular', 'iPadAir13M3-iPadAir13M3', 'iPadAir13M3Cellular-iPadAir13M3Cellular', 'iPhone17Pro-iPhone17Pro', 'iPhone17ProMax-iPhone17ProMax', 'iPhone17-iPhone17', 'iPhoneAir-iPhoneAir', 'iPadPro11M5-iPadPro11M5', 'iPadPro11M5Cellular-iPadPro11M5Cellular', 'iPadPro13M5-iPadPro13M5', 'iPadPro13M5Cellular-iPadPro13M5Cellular']","False","com.czzhao.binance","Binance Switzerland AG","789370880","15.0","1436799820","['DA', 'EN', 'KA', 'KK', 'PT', 'RU', 'ZH', 'ES', 'ZH', 'TR', 'VI']","","[]","{}"
