"reviewId","userId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","date","url","replyContent","repliedAt","appVersion","device","androidOsVersion"
"22deb846-8de6-4460-ae74-7e2c09d20868","","Fágner Marquês","https://play-lh.googleusercontent.com/a-/ALV-UjXpp9uubr5pfG_y33Rf6eHyiqgmEqY_BWKY92_MVAgGlBjnBdV8","excelente App para acompanhar as moedas cripto, várias funções para análise,gráfico perfeito. gostei muito parabéns aos desenvolvedores. 👏🏻","5","5","0","2025-11-09 23:41:01","","","","","5.2.0","",""
"f880d759-2f41-46e9-8bf4-8ba1fef3e9f3","","Paulo Sacramento","https://play-lh.googleusercontent.com/a-/ALV-UjXjI3S3BjxSmJjbLt73Fn3P24MStjma7GwQFJOLCI1oauVU3Ejn","O melhor índice de crypto-ativos do mundo.","5","0","0","2025-12-05 21:09:46","","","","","5.4.0","",""
"3e1f2966-9d6f-4c78-a27d-8598a9183f1f","","Alessandro Reis","https://play-lh.googleusercontent.com/a-/ALV-UjVO5Xqjo19yDzs8fL9Abrl33svbEV-iUpoiTV_aXYoHJthAnc5V","excelente para monitorar","5","0","0","2025-11-10 10:26:23","","","","","5.2.0","",""
"3f56107c-1450-4d1a-a5bd-1c3c28747525","","LCG KIRON GLOBAL VIDEOS","https://play-lh.googleusercontent.com/a/ACg8ocLN9BzrRu34eNR-4Gwkl4OjjhDgCFuktvTvaVbTHBYUnTaYJg=mo","CMC, FERRAMENTA NECESSARIA E INTUITIVA NO MERCADO CRIPTO.","5","0","0","2025-11-15 06:02:12","","","","","5.2.0","",""
"0793de29-ea2b-4c43-b5e2-5c1d2546875a","","Davi Silva","https://play-lh.googleusercontent.com/a-/ALV-UjWqOrp9adIgRG7MeRq6L1f8FAS2C8F9XmQEmtOI-_Cdsqk41QA","Muito bom","5","0","0","2025-11-16 12:27:58","","","","","5.2.0","",""
"b2f62585-1a4b-40bf-9fc9-4f75f7f7b0fe","","HicaroSttyffler Sttyffler","https://play-lh.googleusercontent.com/a/ACg8ocK0ltRUxANiRkXf6hR1X0Kh7t3qaLjFNYXGBvsko3Ogyrd7xA=mo","bem explicativo!","5","0","0","2025-11-20 15:00:10","","","","","","",""
"d717a80c-5200-4fc9-b7c4-8599c60fec7d","","Marcos Martins","https://play-lh.googleusercontent.com/a-/ALV-UjV63DOLe4IQjyD7rCdd0IdufqA0804csIYQDXlOCRfXUxcgTRYP","Perfeito 🤩","5","0","0","2025-11-21 01:48:20","","","","","5.3.0","",""
"671884c9-1714-4c65-8a18-d7c092cafefc","","Clemilson Viana de Albuquerque","https://play-lh.googleusercontent.com/a-/ALV-UjUGm0EopNspaVxSKEP-yLRv9VfJtndcnzWuygx7p0Inz5POT-qciA","O melhor pra acompanhar as cotações!","5","0","0","2025-11-21 11:36:58","","","","","5.3.0","",""
"5581675c-1c11-42ab-b529-2f6624399f06","","David da Silva Bueno","https://play-lh.googleusercontent.com/a/ACg8ocLgoKiXjhzv9HCuhnSt5aKK4BjPAmb73y1bg7WWeoUfmUFFoA=mo","Aplicativo excelente!","5","0","0","2025-11-25 20:24:32","","","","","5.3.1","",""
"759a6c4b-2a55-40bf-96e6-a0b0f9a4b31d","","Silva JSM","https://play-lh.googleusercontent.com/a/ACg8ocIgK_vNPWsSB7n8OnUa0NHkGiWR0MMQTYsiGiEsJVqMZ_1gdQ=mo","Uma soma total dos Satoshis do BTC na lista de transações seria bem útil. E também o BTC também em Dólar.","1","0","0","2025-11-26 10:43:08","","","","","5.3.1","",""
