url,conteudo
https://bitcoin.org/,"<p> Bitcoin.org is a community funded project, donations are appreciated and used to improve the website. <p> Donate to Bitcoin.org <p> Use this QR code or address below <p> Bitcoin is an innovative payment network and a new kind of money. <p> Individuals <p> Learn more <p> Businesses <p> Learn more <p> Developers <p> Learn more <p> Get started with Bitcoin <p> Bitcoin uses peer-to-peer technology to operate with no central authority or banks; managing transactions and the issuing of bitcoins is carried out collectively by the network. Bitcoin is open-source; its design is public, nobody owns or controls Bitcoin and everyone can take part . Through many of its unique properties, Bitcoin allows exciting uses that could not be covered by any previous payment system. <p> Fast peer-to-peer transactions <p> Worldwide payments <p> Low processing fees <p> bc1qp6ejw8ptj9l9pkscmlf8fhhkrrjeawgpyjvtq8 <p> Introduction: <p> Resources: <p> Participate: <p> Other: <b> Bitcoin is open-source; its design is public, nobody owns or controls Bitcoin and everyone can take part"
