author,rating,title,content,votes,date
Joseilson 669,2,Perdendo a graça!,"Eu salvo o gráfico de um jeito, mas sempre que fecho e volto outro dia, as marcações ficam fora do lugar. Isso é irritante!",0,2025-12-07T05:28:27-07:00
Gtfsetbv,5,Eric,Super intuitivo,0,2025-12-01T07:14:44-07:00
DoctorFelippe,5,Bom!,Eficiente.,0,2025-11-29T02:55:31-07:00
Volnistem,5,Bom app,App muito bom,0,2025-11-20T08:41:45-07:00
HMoreira51,2,Widgets dando erro,"O app é muito bom, mas quase toda hora o widget da erro e não exibe as informações",0,2025-11-18T07:36:34-07:00
edsc_,2,Última atualização sumiu o gráfico de 60minutos,"Gosto muito do aplicativo e minha nota deveria ser 5 porém hoje fui atualizar e “sumiu” a possibilidade de ver o gráfico de 60minutos diretamente pela lista (normalmente eu vou passando de forma mais rápida direto na lista) agora tem semanal, 5 minutos, 120 minutos e 240 minutos. Por favor voltem com o de 60minutos ou me expliquem como volto para a versão anterior. Obrigado",0,2025-11-12T04:44:01-07:00
Cicosk8,5,Cícero,Muito bom,0,2025-11-01T08:08:01-07:00
Marcio Ferro,5,Muito bom,"Até para iniciantes é muito bom, ferramentas inclíveis",0,2025-10-28T12:35:18-07:00
Breno Santana Bruno,5,Good tool,If are you looking for a good toolkit to help you with your decision… you find,0,2025-10-21T10:14:37-07:00
de Badek,3,⚠️ Por favor eu suplico,🆙 Adicionem a função Portfólio para a versão app. Chega ser absurdo vocês perderem o 1º lugar para o Yahoo Finanças por não terem o Portfólio disponível no app. Que mancada. Atualizem e sejam os melhores. 🎯,0,2025-10-15T04:08:55-07:00
leorossafa,4,Top mas tiraram os detalhes dos ETFs,"Porque vocês tiraram os detalhes , e informações sobre os ETFs americanos ? Era tão bom",0,2025-10-11T09:01:44-07:00
Plebeueterno,5,Tope,Top,0,2025-10-09T11:24:02-07:00
Ticuna$,5,"Obscuro, tenebroso","Como confiar??? Um gráfico de 15 minutos mostra uma configuração de imagens, no 1H mostra outra totalmente diferente",0,2025-10-03T11:38:47-07:00
Rodgd,5,Perfeito,"O aplicativo é completo e intuitivo. Com opções de pesquisa e consulta rápidas. Perfeito para acompanhar cotações dos mais variados ativos, de índices a ações, de forma simples e prática. Melhor layout e navegabilidade dentro todos os demais disponíveis no mercado.",0,2025-09-19T17:44:10-07:00
RodPin1973,5,Finance app,VERY GOOD!!!,0,2025-09-01T13:15:16-07:00
gustavopv94,5,Top,Melhor app de análise!,0,2025-08-17T07:47:44-07:00
Antonio Fernandes 33,5,Visão de Águia,Esteja sempre com a visão aguçada! Esteja no TradingView,0,2025-08-16T23:03:36-07:00
lamb cristiano,5,Trading,Muito bom,0,2025-08-11T13:51:59-07:00
LCBoachar,5,Excelente,"Melhor app para análise gráfica de preço!
Ps. Se tivesse um opção própria do app de “espelhar” para televisão seria ótimo!",0,2025-07-29T20:41:56-07:00
hans leon,5,Fabulous,Top,0,2025-07-08T15:39:48-07:00
æahhhh,5,Excelente,Excelente aplicativo,0,2025-06-24T12:26:50-07:00
Tjrbat,5,O melhor,Sem dúvida o melhor app de tradding.,0,2025-06-05T15:02:35-07:00
rftrgffg,5,GOAT,The best app ever!!,0,2025-05-23T23:27:46-07:00
Wesleyisilva,1,Aguardando uma resposta!,Gostaria de saber quando enviará o meu reembolso por ter cobrado de forma automática no meu cartão se não uso mais ! Conplicado !,0,2025-05-19T16:37:18-07:00
Gus2025(@),5,Excelente,Top de mais app indispensável,0,2025-05-19T14:51:15-07:00
ravipro7543,5,Maria Célia,Preço muito alto. Tem desconto em renovação anual?,0,2025-05-15T18:00:08-07:00
JP Coli,2,Problema com acesso no PC,Não há como obter ajuda do suporte,0,2025-05-08T11:14:09-07:00
D. Senechal,5,GREAT AND EFFECTIVE,"The best app for those who need to go deep into asset analysis and market follow up.   

Personalization of technical indicators and chart view could be the top feature of this app, right after the amount of sources for anyone find the asset, index or whatever ticker they need to watch stock markets around the world.",0,2025-05-05T18:52:55-07:00
Mkrakhecke,5,Ótimo,5 estrelas,0,2025-04-27T19:29:51-07:00
filiperigueira,5,Long life to trading view!,Fantastic Awesome! O que seria de nos sem o trading?,0,2025-04-27T15:26:08-07:00
diefer picoli,5,TV,Otimooo,0,2025-04-23T02:09:12-07:00
Eduardo Dossa,5,Excelente,Aplicativo muito bom,0,2025-04-16T12:56:13-07:00
Vqms0001,2,Está péssimo,"Está péssimo, cotações  desatualizadas e o funcionamento em geral",0,2025-04-16T09:43:01-07:00
CruzDeMalta,1,Buggy,Laggy charts,0,2025-04-11T18:38:13-07:00
Joãoxpump,5,TV,Sem igual!!! Fartura de recursos para o Trade.,0,2025-04-11T10:27:20-07:00
Radar Barone,4,Perfect,"Many metrics and evaluations of professionals of great asymmetry, bring value and ownership to the investor in decision-making by itself.",0,2025-04-10T16:28:06-07:00
Edivan Santtos,1,Cobram caro pelo que o app oferece,Cobram 200 por mês só pra adicionar um lista de ações,0,2025-04-08T12:53:44-07:00
UendelX,1,Gráfico atrasado 07/04/2025,Prejuízo financeiro,0,2025-04-07T09:07:07-07:00
luisotavio74,5,Cobrança acima do esperado por serviço não contratado,"O aplicativo é ótimo. Mas sou brasileiro e residente em meu país, e no meu recibo veio incluído NASDAQ - Bolsa de Valores $36, alem da assinatura Essential e a taxa B3 (Bolsa Brasil), que seria o normal. Como não encontrei outro canal na central de ajuda, deixo minha reclamação aqui para o estorno em meu cartão de crédito.",0,2025-03-19T20:03:57-07:00
RAF.2020,5,Indispensável,Ótimo,0,2025-03-17T08:46:39-07:00
thi@go2020,5,O melhor,Nota 10,0,2025-03-11T06:28:40-07:00
Muriloat,1,Dia todo sem indicadores?,Então quando o mercado fica volátil não tenho ferramenta para operar,0,2025-02-07T11:47:28-07:00
legioz,1,Did not recived a refund,"They toke my money, removed my Premium account 
I am paying for NOTHING",0,2025-02-04T18:05:35-07:00
DIEGO PANDOLFO,4,Atualização com BUG no iPhone 8,"O aplicativo é excelente; porém desde a última atualização eu não consigo acesso ao ícone de templates mais de 1x. Ou seja, cada vez que eu quero mudar um template ou usar algui outra opção inclusa no mesmo ícone, eu preciso sair do app e entrar novamente. Faz dias esse bug, pensei que fossem notar e corrigir. Mas pelo visto não está acontecendo com todos os usuários do app. Seria possível fazer o downgrade do app para a versão anterior? (A versão anterior não tinha esse bug no meu celular).",0,2025-02-01T08:01:10-07:00
VictorDiniiz,5,O melhor app,"Os planos poderiam ser mais baratos, mas o app é de longe o mais completo, ótima a nova atualização.",1,2025-01-29T00:56:03-07:00
glaubercarvalhoscs2020,5,Nada igual antes,Surpreendente,0,2025-01-24T21:22:55-07:00
AfonsoFire,5,Muito bom,Adoro esse aplicativo. Atende muito bem minhas pesquisas e várias áreas e países. Excelente,0,2025-01-21T16:07:22-07:00
LucasCavalcante197,1,Falta de credibilidade e transparência!,"Na propagando que vi em uma das página oficias do próprio site, informava que eu receberia todos os dados da CME em tempo real, ao fechar o PACOTE PROMOCIONAL QUE TRANSMITIA TAL PROMOÇÃO, logo fui reiniciar minha conta para comprovar, que a compra é o serviço oferecido estavam corretos; INFELICIDADE ! foi o que eu tive como serviço prestado pela companhia.",0,2025-01-20T08:12:59-07:00
Bull cross,2,Dez,Ótimo site,0,2025-01-13T12:00:25-07:00
nilton_santos,3,API IA,"Muito bom, mas pode melhorar incluindo APIs de IAs",0,2025-01-12T23:20:54-07:00
Puma trader,1,Ordens oco no móbile,"O trading View não possui uma função básica que permitiria operar pelo celular, que seriam as ordens oco, arrastar o stop para o breakeven , etc. Estas funções são permitidas apenas pelo desktop. Melhorem isso que darei 5 estrelas.",0,2025-01-12T17:40:11-07:00
Fabrício moreno,5,Top de mais,Nota 1000,0,2025-01-10T09:13:08-07:00
Matheus’s 777,5,Good,Good,0,2025-01-05T06:14:15-07:00
Tgattis1,5,Top,"App top, muito fácil de usar e as ferramentas são excelentes.",0,2024-12-27T03:29:55-07:00
Vitor Rabbit Br,5,Complete,It’s everything I need to trade :-).,0,2024-12-26T04:11:56-07:00
Sassossa,5,Ótimo,Iniciante ainda.,0,2024-12-16T12:14:27-07:00
Delphino;Eduardo,5,Topper,Melhor só o Senna pilotando e vivo!,0,2024-12-08T13:08:25-07:00
The Saymon,5,The best,Sem dúvida o melhor,0,2024-11-22T00:48:33-07:00
Krizyak,1,Não me reembolsaram,Pessimo servico,0,2024-11-20T08:05:45-07:00
guiigarcia71,1,As horas e datas estão tudo erradas de acordo com as velas dos horários,As horas e datas estão tudo erradas de acordo com as velas dos horários,0,2024-11-16T18:30:46-07:00
&3&;₽4!384!,1,disconected from my broker,everytime that i turn off the app i am disconected from my broker,0,2024-11-14T13:33:33-07:00
