regiao,valor
Tocantins,100
Pará,96
Roraima,86
Maranhão,75
Mato Grosso,74
Amapá,66
Amazonas,63
Ceará,63
Santa Catarina,62
Mato Grosso do Sul,61
Rondônia,61
Acre,61
Distrito Federal,59
Rio Grande do Sul,58
Piauí,54
Rio Grande do Norte,52
Alagoas,51
São Paulo,51
Paraná,51
Paraíba,50
