query,value
comprar bitcoin,733650
bitcoin hoje,618400
minerar bitcoin,496900
mercado bitcoin,393200
como comprar bitcoin,389350
ganhar bitcoin,308800
carteira bitcoin,275950
como minerar bitcoin,264500
bitcoin ao vivo,256400
como funciona bitcoin,253100
analise bitcoin,246500
binance bitcoin,220900
bitcoin como ganhar,205700
binance,204350
criptomoedas,162650
investir em bitcoin,155900
mineração bitcoin,129150
bitcoin brasil,113500
o que é bitcoin,112550
bitcoin live,108550
