author,rating,title,content,votes,date
Mlbr0000013467,2,Falta MEXC,A corretora MEXC não tem e é muito importante existir ou pelo menos permitir de alguma forma o usuário incluir novas.,0,2025-04-24T02:12:20-07:00
BitFrankie,5,Perfeito,Nunca tive necessidade de usar nenhum outro aplicativo para acompanhar a cotação do bitcoin.,0,2023-05-17T11:30:42-07:00
edsonhjr,5,Ótimo,"Ótimo aplicativo, tem bastante exchanges, cumpre o que promete e tem alertas muio bons, recomendo.",0,2020-07-02T09:41:56-07:00
anderson valle,1,Alarmes nao funcionam adequadamente,Os alarmes com registro +- % nao estão funcionando a tempos no aplicativo.,0,2020-01-28T19:32:19-07:00
stanleycalderelli,1,Ficou ruim,Ficou ruim,0,2019-09-23T19:44:49-07:00
guigonauta,4,Bom!,Bom!,0,2019-08-07T15:16:55-07:00
Marcos Aimola,4,Muito bom,A cotação do Bitcoin em dólar e a mais precisa.,0,2019-06-15T05:51:39-07:00
José R. Filho,5,Exchanges,"Há uma variação grande das exchanges apresentadas, especialmente as brasileiras.",0,2019-05-11T15:35:49-07:00
luizokss,5,Muito bom,Uso diariamente. Acho muito simples.,0,2019-03-31T03:37:17-07:00
thiago_puga,5,Feedback,Excellent application and also works with Brazilian exchanges!,0,2018-09-09T06:34:08-07:00
Vitreor,3,Foxbit stopped working,"Great app, my favorite but last month Foxbit exchange stopped working.",0,2018-07-12T04:00:05-07:00
JulioGuther,2,Almost perfect,"Just need to add some Brazilian exchanges to stay perfect.

These still do not have in-app.
Arena
FlowBTC
WallTime
BitCambio.

If they add, I will certainly give 5 stars. :)",0,2018-02-10T01:20:10-07:00
Alberto Cerqueira,5,Good app,"Very good App, thanks very much!!!",0,2018-01-24T00:18:58-07:00
Vallades,1,Pro subscription doesn’t work,"I bought the pro subscription, but the app can’t verify the purchase.",0,2018-01-07T07:00:00-07:00
Nixsmm,5,Really good,Could you please add support for bitcoin trade? Thanks!,0,2017-12-30T15:08:20-07:00
Rafael Pinheiro Araujo,5,Ótimo!,App muito bom pra monitorar e criar alertas. Funciona com Foxbit e MercadoBitcoin!,0,2017-12-29T08:59:24-07:00
Fábio 02,3,Apple Watch (does not allow trading brokerage),"Não está sendo possível refletir as alterações feitas no app do iPhone para o Apple Watch, ou seja, defino uma corretora e moeda default e ela não propaga para o Apple Watch",0,2017-12-13T06:35:31-07:00
fferrandini,5,Mt bom,Acesso rapido as informacoes basicas.,0,2017-12-03T16:10:32-07:00
H_cruz,1,Vou desinstalar,"Depois da atualização ficou ruim os anúncios invadindo a tela, tirem isso incomoda muito deixem como antes, sei q é importante pra vcs manter o anúncio mas do jeito q está ficou ruim para os usuários, creio q sem nos usuários, os anúncios não vão servir muito ja q n terá ninguém pra vê-los",0,2017-11-20T08:28:28-07:00
zegutao,4,Muito bom,Aplicativo é ótimo! Só faltou ele só tem um problema coloquei pra ver o valor atual no Apple Watch mas ele não atualiza! Preciso ficar entrando toda vez pra ver quanto tá! E mesmo depois que eu abro mantém o valor desatualizado no visor,0,2017-11-14T04:38:35-07:00
AndreGorila,5,Muito funcional,Os alarmes funcionam perfeitamente. Grande app,0,2017-11-01T19:14:43-07:00
Jmmbrito,5,Excelente,Muito útil.,0,2017-10-15T16:57:34-07:00
jrdutra,5,Um dos melhores para verificar preços em exchanges Brasileiras!,muito bom!,0,2017-09-30T18:28:21-07:00
Jrtanaka,5,Great,Great,0,2017-09-10T19:22:59-07:00
Gualba,5,Excelente,Excelente opção para acompanhar praticamente qualquer criptomoeda em qualquer corretora,0,2017-08-17T17:24:06-07:00
bitcoin brasil,5,Muito bom,Ok,0,2017-08-14T09:45:39-07:00
Thhales007,5,Good.,Recomended.,0,2017-07-24T07:52:04-07:00
igmateus2012,5,Good app,A good App for those who want to keep updated with Bitcoin prices. I recommend.,0,2017-07-03T01:57:34-07:00
Jrbujari,5,Muito bom,Um dos melhores disponível!!,0,2017-06-18T12:57:30-07:00
Israel...Andrade,5,Good App,Good App!!,0,2017-06-16T10:36:17-07:00
Adamguara,5,Excelent,👍🏼........,0,2017-06-07T16:44:33-07:00
Pedrohofbr,5,Top,Aconselho!!!,0,2017-05-19T12:42:39-07:00
joaoricardoff,5,Excelente,Ótimo app! Me ajudando a viver!!!!,0,2017-05-09T19:40:44-07:00
J.Welington,5,Excelente!,Muito prático! Funciona perfeitamente.,0,2017-05-02T12:00:57-07:00
johnnyeverson_,5,Excellent,Best tracking app I have tried,0,2017-05-01T11:11:27-07:00
Rafaeldelete,5,Great app,"It works very well, include in Apple Watch
Nice to get warn about bitcoin price, include in BRL at foxbit",0,2016-12-25T16:22:17-07:00
adolfosrs,5,Awesome,Decentralize ✌🏻️,0,2016-10-30T06:04:08-07:00
Rafaelcosta,5,The best app ever,The best app to follow the Bitcoin price EVER,0,2015-11-05T18:44:11-07:00
Carla sf,5,Great app for bitcoin adepts .,Use it every day.,0,2015-04-06T14:38:04-07:00
