author,rating,title,content,votes,date
Dadynog,1,Equipe preguiçosa,"Travaram minha conta e não consigo sacar meus valores, pior carteira digital não indico nem pro meu pior inimigo",0,2025-12-01T05:24:15-07:00
Hcalhmanh436101,5,Desafio Mil milhões,Muito bom!!,0,2025-11-20T08:07:01-07:00
Askirmirshy,1,Depósito via Pix,"Depósito por lá é bem ruim, suporte robotizado e não te ajuda em nada…
Fiquem longe dessa corretora.",0,2025-11-17T15:22:26-07:00
MarcoRamenzoni,5,Muito bom,"Muito bom , prático e intuitivo",0,2025-11-11T08:01:51-07:00
Gersikaa,1,Funcionalidade Péssima!!,"Estou tentando acessar o aplicativo para sacar o meu dinheiro, que depositei há quase duas semanas, e até agora não consigo fazer o saque. As verificações não chegam no tempo correto — apenas uma delas aparece, enquanto a verificação do Google, que é obrigatória, simplesmente não chega. Já estou tentando há três horas. Três horas! E o aplicativo não oferece nenhum retorno nem outra opção para que eu consiga retirar o meu dinheiro.
A funcionalidade é péssima, o suporte inexistente e a experiência é horrorosa. Não há como sacar o dinheiro de forma alguma. Péssimo aplicativo.",0,2025-10-16T09:23:31-07:00
Mb198935,3,Resgate,"O aplicativo é legal tem várias opções mas acho que é pouco intuitivo tem outros mais simples e quando além disso, ao fazer transferência ou retirada pede vários códigos e no fim diz que o código está errado, já ajustei fuso horário aguardei um tempo e continua com mesmo problema.",0,2025-09-30T09:33:18-07:00
GuilhermeDiasCosta,1,Promoções enganosas,"Falam pra vc deixar o saldo na conta por dias para ganhar uma recompensa, depois dizem wue a recompensa acabou. Existem exchanges melhores, procurem outra.",1,2025-09-09T07:22:15-07:00
Kito Itacaré,5,Excelente,App auto explicativo,0,2025-08-24T09:07:41-07:00
rgfranchi,3,Lot of information,Very difficult to navigate.,0,2025-07-25T09:06:17-07:00
Mansa87,1,Horrível,Comprei uma moeda que foi deslistada e nem me ajudaram a queimar os tokens. triste.,0,2025-07-19T19:51:05-07:00
Afonso menesess,1,NÃO CUMPREM OQUE PROMETEM,"Fazem promoções para chamar novos usuários, cobram taxas das “negociações” necessárias para receber a recompensa, pedem pra deixar o dinheiro o mínimo de 96horas na plataforma para poder receber a recompensa, nesse tempo eles desvalorizam “certa” moeda, nisso você perde ainda mais dinheiro e depois das 96horas não pagam a recompensa prometida, e quando você vai retirar seu dinheiro ainda compram mais uma taxa de retirada, se eles agem assim como os novos clientes, imaginem com os antigos que já estão acostumados a usar a plataforma ou não conhecem outras.",0,2025-06-07T11:55:32-07:00
Pedrohenriqs,1,Não pagou o bônus prometido,"Criaram uma campanha para contas novas com limite de 30 dias para movimentar 100 dollares, e não sacar o valor por 96 horas, aí iria ganhar recompensas de 19 dollares, movimentei o valor, e estava esperando as 96 horas, porém excluíram a campanha antes de dar 96 horas, e antes dos 30 dias de limite, impossibilitando de ganhar o valor mesmo pra quem se inscreveu antes da campanha ser excluída!",0,2025-06-05T16:37:34-07:00
Ivo-2,1,Pix não entrou na conta e o valor não foi devolvido ainda,"Fiz um PIX de minha conta do Banco Inter para minha conta da Bitget, o valor não entrou na conta e a Bitget não comandou a devolução do PIX, já se passaram mais de 48h e a Bitget não me da nenhuma solução.",0,2025-06-03T09:06:38-07:00
Delegues,1,"KYC IS not eficient, false negative!",Wastinng time,0,2025-06-02T09:12:14-07:00
